Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;15.0;10.0;3;20.0;1;8.14999961853;10.5;5;21.0;
6;1;16.0;10.0;3;20.3999996185;1;9.14999961853;10.5;5;21.0;
7;2;17.6000003815;10.1999998093;2;21.7264003754;1;9.72500038147;10.5;5;21.0;
8;2;18.0358409882;10.3632001877;2;22.9894274473;2;9.72500038147;10.6999998093;4;22.4200000763;
9;2;18.7936553955;10.9097137451;2;24.0985145569;2;10.044500351;10.7100000381;4;22.8584362268;
10;2;20.7936553955;11.3658018112;2;25.068832159;2;10.1431493759;10.8792181015;4;23.2088999748;
11;2;22.7936553955;11.7372808456;2;25.9232202768;2;10.2220020294;11.0;4;24.9397995472;
12;2;24.2051486969;12.0336990356;2;26.6879553795;2;10.6114549637;11.7700004578;5;26.4434549809;
13;2;25.3849143982;12.2662630081;2;27.3894822598;2;12.3140878677;12.4126424789;5;27.7287436724;
14;2;26.5898246765;12.446267128;2;27.8840510845;2;14.3140878677;12.9308347702;5;28.8229112625;
15;2;27.8220863342;12.5;3;28.3200027943;2;16.3140888214;13.3366470337;5;29.7627468109;
16;3;29.083656311;12.5;2;28.8073790073;2;17.5054893494;13.6469516754;5;30.5871584415;
17;3;30.376083374;12.5;3;29.3477458954;2;18.5862083435;13.879781723;5;31.2283332348;
18;3;31.6086463928;12.5;3;29.9413113594;2;19.6763763428;14.0;5;31.6729285717;
19;3;31.9647865295;12.5;2;30.586581707;2;20.7764091492;14.0;5;32.1624221802;
20;3;32.3519477844;12.5;2;31.2800674438;2;21.2365436554;14.0;5;32.6967763901;
21;3;32.7680397034;12.5;3;32.0160870552;2;20.2999992371;15.0;5;33.2746315002;
22;4;33.209651947;12.5;2;32.7867279053;2;21.2999992371;14.0;5;33.8931016922;
23;4;33.6720352173;12.5;2;33.5820074081;2;21.6259460449;14.0;6;34.5476427078;
24;4;34.1492042542;12.5;2;34.3902606964;2;21.7732181549;14.0;6;35.2320256233;
25;4;34.6341552734;12.5;2;35.1987380981;2;21.9272041321;14.0;6;35.9384479523;
26;4;35.1192436218;12.5;2;35.9943685532;2;22.0861492157;14.0;6;36.6577949524;
27;4;35.5966186523;12.5;2;37.7645931244;2;22.248003006;14.0;6;37.3800458908;
28;4;37.0587539673;13.0;2;38.5381631851;2;22.4105091095;14.0;6;38.0948009491;
29;4;38.4988975525;13.0200004578;3;39.2669758797;2;20.4105091095;15.0;6;38.7918672562;
30;4;38.9114761353;13.0405921936;3;39.944136858;2;21.4105091095;14.0;7;39.4618406296;
31;4;39.9664802551;16.0405921936;3;40.565310359;2;22.4105091095;14.0;7;40.0966157913;
32;4;40.3391876221;19.0405921936;3;41.1286381483;2;23.0217380524;14.0;7;40.6897592545;
33;4;40.6771812439;22.0405921936;4;41.634459734;2;23.1551952362;14.0;7;41.2367181778;
34;4;40.9806747437;25.0405921936;5;42.0849034786;2;23.2782611847;14.0;7;41.7348527908;
35;4;41.2509422302;27.5;5;42.4834234715;2;23.3903408051;14.0;7;42.1833162308;
36;4;40.6782341003;28.1765155792;6;42.8343428373;2;21.4912452698;15.0;7;42.5828151703;
37;4;40.8591804504;28.2011871338;6;43.1424530745;2;20.5811328888;16.0;7;42.9353084564;
38;4;41.0137748718;28.2264137268;6;43.4126839638;2;19.6604442596;17.0;7;43.2436761856;
39;4;41.1449928284;28.2521820068;8;43.5569496155;2;18.7298259735;18.0;8;43.5114040375;
