Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;2;15.6000003815;10.0;4;21.0;1;8.14999961853;10.5;4;21.0;
6;2;16.6000003815;10.0;3;21.3999996185;1;9.14999961853;10.5;4;21.0;
7;2;17.6000003815;10.1999998093;3;21.7264003754;1;9.72500038147;10.5;4;21.0;
8;2;18.0358409882;10.3632001877;3;22.8594274521;1;9.72500038147;10.5;4;21.4200000763;
9;2;18.7156562805;10.9097137451;3;23.8127875328;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;20.7156562805;11.3658018112;3;24.5981152058;1;9.8956489563;10.8792181015;4;22.0;
11;2;22.7156562805;11.7372808456;3;25.2345055342;1;9.94999980927;11.0;4;23.5400009155;
12;2;23.7919197083;12.0336990356;3;25.7443674803;2;10.296500206;11.970000267;4;25.8252849579;
13;2;24.4466209412;12.2662630081;3;26.1502821445;2;12.1750001907;12.4126424789;4;27.021669507;
14;2;24.6901683807;12.446267128;3;26.3048160076;2;14.1750001907;12.9308347702;4;28.0170379877;
15;2;24.7828903198;12.5;3;26.3530313969;2;16.1749992371;13.3366470337;4;28.8480272293;
16;2;26.7473392487;12.5;3;26.4023760557;2;17.2996768951;13.6469516754;4;29.5537353754;
17;2;27.7769451141;12.5;3;26.4528282881;2;18.3536891937;13.879781723;4;30.0669906139;
18;2;28.8072166443;12.5;4;26.5043625832;2;19.4150733948;14.0;4;30.375654459;
19;2;29.8381385803;12.5;4;26.5569496155;2;20.4845237732;14.0;4;30.7230784893;
20;2;29.9341697693;12.5;4;26.6105561256;2;20.9126911163;14.0;4;31.1118502617;
21;2;29.9663333893;12.5;4;26.6651450396;2;21.0001659393;14.0;4;31.544028759;
22;2;29.99908638;12.5;4;26.72067523;2;21.0974063873;14.0;4;32.0209121704;
23;2;30.0324058533;12.5;4;26.7771017551;2;21.2047042847;14.0;5;32.5427899361;
24;2;30.0662612915;12.5;4;26.8343759775;2;21.3221263885;14.0;5;33.1086950302;
25;2;30.1006259918;12.5;5;26.8924454451;2;21.4494552612;14.0;5;33.7161855698;
26;3;30.1354675293;12.5;4;26.9512542486;2;21.5861415863;14.0;5;34.3611893654;
27;3;30.170753479;12.5;5;27.0107431412;2;21.7312660217;14.0;6;35.0379443169;
28;3;30.206445694;12.5;5;27.0708494186;2;21.8835372925;14.0;7;35.7390680313;
29;3;30.2425098419;12.5;5;27.1315076351;2;22.0412902832;14.0;8;36.4557781219;
30;3;29.0;13.5;5;27.1926498413;2;20.2025489807;15.0;8;37.1782588959;
31;3;29.0;13.5963249207;5;27.2542052269;2;19.36510849;16.0;8;37.8961582184;
32;3;29.0;13.6271028519;5;27.3161010742;2;18.5266342163;17.0;8;38.5991659164;
33;3;30.0;15.6271028519;5;27.3782629967;2;17.6848106384;18.0;8;39.2776012421;
34;3;30.4269580841;17.6271018982;5;28.4406147003;2;16.8374595642;19.0;8;39.9229507446;
35;3;31.4643688202;20.6271018982;5;28.5030794144;2;16.6826629639;20.0;8;40.5282850266;
36;3;32.5018463135;23.5;5;28.5655794144;2;16.818862915;21.0;9;41.088514328;
37;3;32.5393486023;25.5;5;28.628036499;2;16.9449157715;22.0;9;41.6004695892;
38;3;32.5768203735;26.5;5;28.690372467;2;17.0601062775;23.0;9;42.0628213882;
39;3;32.6142234802;27.5;8;28.7525100708;2;17.1641349792;24.0;10;42.4758720398;
40;3;32.6515045166;28.2000007629;8;28.8143725395;2;17.2570705414;25.0;10;42.8412618637;
41;4;32.688621521;28.2000007629;7;28.8758842945;2;17.3392829895;26.0;11;43.1616458893;
42;4;32.7255325317;27.5;8;28.936971426;2;17.4113693237;27.0;12;43.4403705597;
43;4;32.7621841431;28.2000007629;8;28.9975619316;2;18.4740829468;25.0;12;43.6811828613;
44;4;32.798538208;28.2000007629;9;29.0575861931;2;17.5282669067;26.0;13;43.8879890442;
45;4;32.8345527649;28.2000007629;9;29.1169772148;2;17.574798584;27.0;13;44.0;
46;4;32.8701858521;28.2000007629;9;29.1756706238;2;18.6000003815;25.0;13;44.0;
47;4;32.9054031372;28.2000007629;10;29.2336053848;2;19.6000003815;25.0;15;44.0;
48;4;32.9401626587;28.2000007629;9;30.2907235622;2;20.6000003815;25.0;15;44.0;
49;4;33.9744338989;29.2000007629;9;30.3869709969;2;21.6000003815;25.0;15;44.0;
50;4;35.0081825256;30.2000007629;10;30.4834814072;2;22.6000003815;25.0;16;44.0;
51;4;35.0413780212;31.2000007629;10;31.6698793173;2;23.6000003815;25.0;17;44.0;
52;4;35.7148208618;32.7000007629;10;32.6394220591;2;23.8999996185;24.0;17;44.0;
53;5;36.2563171387;34.0900001526;6;48.4263828993;2;23.8999996185;24.0;18;44.0;
54;5;37.6863975525;36.0284538269;6;50.1164450645;2;23.8999996185;24.0;18;44.0;
55;5;39.0264434814;37.2875976562;6;51.4494248629;2;23.8999996185;24.0;19;44.0;
56;5;40.2073326111;38.4161148071;8;52.4984477758;2;23.8999996185;24.0;19;44.0;
57;6;41.279258728;39.4559860229;7;53.4401049614;2;23.8999996185;24.0;19;44.0;
58;6;42.3503608704;39.7974739075;7;54.2764071226;2;23.8999996185;24.0;20;44.0;
59;6;43.4204788208;40.5405769348;8;55.0138354301;2;23.8999996185;24.0;20;44.0;
60;6;44.4894638062;40.5852890015;8;55.6617542505;2;23.8999996185;24.0;20;44.0;
61;6;45.5571746826;40.6315841675;8;56.2309584618;2;23.8999996185;24.0;22;44.0;
62;6;45.7933616638;40.67943573;11;56.7325294018;3;23.8999996185;24.0;21;44.0;
63;6;45.9466018677;40.7288131714;11;57.0783145428;3;23.8999996185;24.0;21;44.0;
64;6;46.0513954163;40.7796592712;11;57.2852048874;3;23.8999996185;24.0;22;44.0;
65;7;46.1128158569;40.8319206238;11;57.4917788506;3;23.8999996185;24.0;22;44.0;
66;7;46.1724281311;39.0;12;57.6977667809;3;23.8999996185;24.0;22;44.0;
