Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;14.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;2;15.6000003815;10.0;3;21.0;2;8.14999961853;10.6999998093;4;22.0;
6;2;16.6000003815;10.0;3;21.3999996185;2;9.375;10.5;4;22.0900000334;
7;2;17.6000003815;10.1999998093;3;21.7264003754;2;9.9702501297;10.5;4;22.1871190071;
8;2;18.0358409882;10.3632001877;3;22.8494274616;2;9.99210166931;10.5;4;22.7236096859;
9;2;18.7096557617;10.9097137451;3;23.7921946049;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;20.7096557617;11.3658018112;3;24.5663278103;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;22.7096557617;11.7372808456;3;25.1909153461;2;10.3025445938;11.0;4;25.3486820459;
12;2;23.7657661438;12.0336990356;4;25.6883610487;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;24.78515625;12.2662630081;4;26.0812431574;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;25.8048820496;12.446267128;4;26.2221269608;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;26.8249320984;12.5;4;26.2560760975;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;27.8453006744;12.5;4;26.2905418873;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;28.8659801483;12.5;4;26.3255085945;2;18.7531986237;13.879781723;5;32.049197197;
18;2;29.7953052521;12.5;4;26.3609591722;2;19.8610706329;14.0;5;32.573600769;
19;2;29.816576004;12.5;5;26.3968753815;2;20.9790611267;14.0;5;33.1419348717;
20;2;29.8381252289;12.5;5;26.4332377911;2;21.4569339752;14.0;5;33.7516689301;
21;2;29.8599433899;12.5;5;26.4700255394;2;21.5941238403;14.0;5;34.3986358643;
22;2;29.8820152283;12.5;5;26.5072168112;2;20.2999992371;15.0;5;35.0769786835;
23;2;29.9043292999;12.5;5;26.5447884798;2;21.2999992371;14.0;6;35.7792286873;
24;3;29.9268722534;12.5;4;26.5827163458;2;22.0503253937;14.0;6;36.4965333939;
25;3;29.9496307373;12.5;5;26.6209751368;2;22.2117195129;14.0;6;37.2190332413;
26;4;29.9725856781;12.5;4;26.6595385075;2;22.3742828369;14.0;6;37.9363632202;
27;4;29.9957237244;12.5;4;26.6983793974;2;22.5356807709;14.0;6;38.6382322311;
28;4;30.01902771;12.5;4;26.7374696732;3;23.6936016083;14.5;5;40.3150119781;
29;4;30.0424823761;12.5;4;26.7767804861;3;24.8458766937;14.5;5;41.1182690859;
30;4;30.0660686493;12.5;4;26.8162822723;3;24.9906101227;14.5799999237;5;41.9049164057;
31;4;30.0897693634;12.5;4;26.8559447527;3;25.428604126;14.0;5;42.6728649139;
32;4;30.1135673523;14.5;4;27.8957372904;3;23.6013946533;15.0;7;43.4220854044;
33;4;31.1374416351;17.5;4;28.0256285667;3;22.7699680328;16.0;7;44.1544492245;
34;4;32.1613769531;20.5;4;28.1627061367;3;21.9347496033;17.0;7;44.8734161854;
35;4;32.1853523254;23.5;4;28.3073195219;3;21.0965194702;18.0;8;45.5836083889;
36;4;32.2093505859;26.5;5;28.4598050117;3;20.2563114166;19.0;8;46.2903170586;
37;4;32.2333488464;27.5;6;28.6204783916;3;20.115322113;20.0;8;46.9989762306;
38;5;32.2573280334;28.2624664307;6;28.7896260023;3;20.2747707367;21.0;8;47.7146463394;
39;5;32.2812728882;28.3270835876;7;28.9674967527;3;20.4357948303;22.0;8;48.4415259361;
40;5;32.3051643372;28.396112442;7;29.1542913914;3;20.5993423462;23.0;8;49.1086950302;
41;5;32.3289794922;28.4696617126;7;29.3501520157;3;20.7494564056;24.0;8;49.7161855698;
42;5;32.3527030945;28.5478248596;7;29.555151701;3;20.8861427307;25.0;8;50.3611893654;
43;5;32.3763122559;28.6306476593;8;29.7692830563;3;21.0312690735;26.0;8;51.0379443169;
44;5;32.3997955322;28.7181453705;9;29.9924480915;3;22.1835384369;26.0;10;51.7390680313;
45;5;32.4231300354;28.8102817535;9;31.224448204;3;21.3412914276;29.0;10;52.4557781219;
46;5;33.4463005066;29.9069747925;10;31.4849748611;3;21.5025501251;32.0;10;53.1782588959;
47;5;34.4692878723;31.0080795288;12;31.7538001537;3;21.6651077271;35.0;10;53.8961582184;
48;5;34.4920806885;32.1134033203;12;32.0303741693;4;21.8266372681;38.0;8;69.5991659164;
49;5;34.5146598816;33.2226791382;13;32.3140240908;4;20.8266372681;41.0;8;71.0276012421;
50;5;34.5370101929;34.3355941772;13;32.603957653;4;21.6000003815;44.0;9;72.3423252106;
51;5;34.5591163635;35.0027160645;14;33.9642888308;4;23.6000003815;44.0;11;73.535574913;
52;5;35.1965560913;35.6516799927;15;35.1126983166;4;24.6000003815;44.0;12;74.6047840118;
53;6;35.7019042969;36.1947631836;15;36.0822498798;5;25.6000003815;45.0;12;75.5517959595;
54;6;34.4247131348;37.6485404968;15;36.9072685242;6;28.6000003815;47.0;13;77.3819112778;
55;6;34.6916885376;38.4536361694;16;37.4711126089;6;29.6000003815;50.0;14;78.2628899813;
56;6;34.7999992371;38.7355575562;16;37.8558837175;6;30.6000003815;49.0;14;79.067768693;
57;6;34.7999992371;38.9279403687;17;38.2402062416;6;30.6000003815;52.0;15;79.7157697678;
58;7;34.7999992371;39.1201019287;8;48.6221758127;7;31.6000003815;55.0;7;95.2345424891;
59;7;35.7999992371;40.311088562;9;49.4999186993;7;32.1500015259;56.0;7;96.4981734753;
60;7;36.7999992371;41.4999580383;10;50.3441363573;7;31.1499996185;60.0;9;97.6830179691;
61;7;36.7999992371;42.6858177185;9;51.1500622034;7;32.1500015259;61.0;8;98.7303683758;
62;8;36.7999992371;43.8678245544;10;51.9141005278;7;34.1500015259;61.0;12;99.6281199455;
63;8;36.7999992371;46.0340843201;11;52.6338250637;7;35.1500015259;61.0;12;100.495355129;
64;8;36.7999992371;48.1950149536;11;53.3079112768;7;34.1500015259;63.0;12;101.34000206;
