Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;14.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
5;1;15.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0;
6;1;16.0;10.0;5;20.3999996185;2;9.375;10.5;3;22.0900000334;
7;1;17.0;10.1999998093;5;20.7264003754;2;9.9702501297;10.5;3;22.1871190071;
8;1;17.4358406067;10.3632001877;5;21.8194274902;2;9.99210166931;10.5;3;22.7236096859;
9;1;18.0916557312;10.9097137451;5;22.7316036224;2;10.1128120422;10.7100000381;3;23.1884489059;
10;1;19.0916557312;11.3658018112;5;23.4745616913;2;10.2174015045;10.8792181015;3;23.5668647289;
11;1;20.0916557312;11.7372808456;5;24.0673980713;2;10.3025445938;11.0;3;25.3486820459;
12;1;21.0916557312;12.0336990356;6;24.5325260162;2;10.703453064;11.7700004578;4;26.9087285995;
13;1;22.0916557312;12.2662630081;6;24.892534256;2;12.4187746048;12.4126424789;4;28.2558913231;
14;1;23.0916557312;12.446267128;6;25.0;2;14.4187746048;12.9308347702;4;29.4172105789;
15;1;24.0916557312;12.5;6;25.0;2;16.4187736511;13.3366470337;5;30.428994894;
16;1;25.0916557312;12.5;6;25.0;2;17.6553955078;13.6469516754;6;31.3293325901;
17;1;26.0916557312;12.5;6;25.0;2;18.7531986237;13.879781723;6;32.049197197;
18;1;27.0;12.5;7;25.0;2;19.8610706329;14.0;6;32.573600769;
