Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;13.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;13.0;10.0;5;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;14.0;10.0;5;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;15.0;10.0;5;20.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;16.0;10.0;4;20.3999996185;2;9.46595096588;10.5;3;22.5249304771;
7;1;17.0;10.1999998093;4;20.7264003754;2;10.0681095123;10.5;3;22.6541694403;
8;1;17.4358406067;10.3632001877;3;21.8194274902;2;10.0971889496;10.5;3;23.2287653685;
9;2;18.6916561127;10.9097137451;2;23.7316036224;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;20.6916561127;11.3658018112;2;24.6045616865;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;22.6916561127;11.7372808456;2;25.3428291082;2;10.4344825745;11.0;3;26.0129473209;
12;2;23.8569145203;12.0336990356;3;25.9702501297;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;24.95429039;12.2662630081;3;26.5108692646;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;26.0626564026;12.446267128;3;26.8187118769;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;27.182882309;12.5;3;27.0402543545;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;28.3158073425;12.5;3;27.2842636108;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;29.4622135162;12.5;3;27.5518820286;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;30.531129837;12.5;3;27.8440244198;3;20.138425827;14.0;3;33.9008235931;
19;2;30.7064151764;12.5;4;28.1613030434;3;21.2776870728;14.0;3;34.5557665825;
20;2;30.8967819214;12.5;4;28.5039470196;3;21.7750473022;14.0;3;35.2404661179;
21;2;31.1023674011;12.5;4;28.871723175;3;21.9291038513;14.0;3;35.9471020699;
22;2;31.3230342865;12.5;4;29.263862133;3;22.0880966187;14.0;3;36.6665449142;
23;2;31.5583171844;12.5;4;29.6789975166;3;22.2499713898;14.0;3;37.3887672424;
24;2;31.8073997498;12.5;4;30.1151270866;3;22.4124717712;14.0;3;38.1033678055;
25;2;29.8073997498;13.5;4;30.5695996284;3;22.5732574463;14.0;3;38.8001594543;
26;3;29.0;14.5;3;31.0391392708;3;22.7300338745;14.0;4;39.4697523117;
27;3;29.0;15.5;3;31.5199065208;3;23.8806934357;14.3000001907;3;41.1040582657;
28;3;30.0;13.5;4;32.007601738;3;25.0234127045;14.5;3;41.8566657305;
29;3;31.0;12.5;4;32.4976010323;3;25.1567497253;14.5799999237;3;42.5867897272;
30;3;32.0;12.5;4;32.9851250648;3;25.5820274353;14.0;3;43.2947044373;
31;3;33.0;12.5;4;33.465420723;3;25.3916301727;14.7770614624;3;43.9826160669;
32;3;34.0;14.5;4;33.9339466095;3;25.8960876465;14.0;3;44.654350996;
33;3;34.3603668213;16.5;4;34.3865451813;3;26.0472278595;14.0;3;45.3149549961;
34;3;34.6319274902;18.5;5;34.8195896149;3;26.1958637238;14.0;4;45.9702327251;
35;3;34.8917541504;20.5;5;35.2300891876;3;26.3433017731;14.0;4;46.6262631416;
36;3;35.138053894;22.5;6;35.6157541275;3;26.4909095764;14.0;4;47.288921833;
37;3;35.3694534302;22.5;7;35.9750175476;3;26.640007019;14.0;3;47.9634208679;
38;3;35.5850105286;22.5;7;36.307009697;3;26.7917690277;14.0;2;48.5427899361;
39;3;35.7842063904;22.5;8;36.6115064621;3;26.92212677;14.0;2;49.1086950302;
40;3;35.9669036865;22.5;8;36.8888463974;3;27.0494556427;14.0;2;49.7161855698;
41;3;36.1333084106;22.5;9;37.1398382187;3;27.1861419678;17.0;2;50.3611893654;
42;3;36.2839050293;22.5;8;37.3656587601;3;27.3312683105;20.0;1;51.0379443169;
43;3;36.4193954468;22.5;9;37.5677556992;3;27.4835357666;23.0;1;51.7390680313;
44;3;36.5406532288;22.5;8;37.747756958;3;27.6412887573;26.0;1;52.4557781219;
45;3;36.6486549377;22.5;9;37.9073896408;3;27.8025493622;29.0;3;53.1782588959;
46;4;36.7444343567;22.5;8;38.0;3;27.9651069641;29.0;6;53.8961582184;
47;4;36.7999992371;22.5;8;38.0;3;28.1266365051;29.0;6;54.5991659164;
48;4;36.7999992371;22.5;9;38.0;4;29.2848129272;30.0;5;56.2776012421;
49;4;36.7999992371;22.5;8;39.3900003433;4;30.4374599457;31.0;6;57.0829507113;
50;4;37.6339988708;23.0;9;40.5194797516;4;30.5826644897;32.0;6;57.8720289469;
