Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;2;12.3999996185;16.0;4;33.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;13.3999996185;16.0;4;33.0299999714;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;15.3999996185;16.0;4;33.0605909824;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;16.7181777954;16.0;4;33.7317655087;
7;1;10.194486618;11.543302536;5;23.5283432007;2;17.7275295258;16.3199996948;4;34.1235172749;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;18.2370548248;16.5;4;35.8395421505;
9;2;10.6497240067;12.0549411774;4;25.6055879593;2;18.7518615723;17.3250007629;4;37.069434166;
10;2;10.7612571716;12.2827939987;4;25.9991431236;2;20.2775974274;17.9053878784;4;37.9256755114;
11;2;10.8498067856;12.4589796066;5;26.1235535145;2;22.2775974274;18.2973766327;4;38.4063732624;
12;2;13.7705230713;12.5;5;26.1671074629;2;24.2775974274;18.5;4;38.4850405455;
13;2;15.7705230713;12.5;5;26.211841464;2;25.3455123901;18.5;5;38.56693995;
14;2;16.7999210358;12.5;5;26.2577478886;2;26.3700828552;18.5;5;38.6520727873;
15;2;17.8102493286;12.5;5;26.3048160076;2;27.3956222534;18.5;5;38.7404243946;
16;2;18.8208389282;12.5;5;26.3530313969;2;28.42212677;18.5;6;38.8319633007;
17;2;19.8316879272;12.5;5;26.4023760557;3;28.6495895386;18.5;5;38.9266397953;
18;2;19.9405345917;12.5;6;26.4528282881;3;28.6779918671;18.5;6;39.0243852139;
19;2;19.9518871307;12.5;6;26.5043625832;3;28.7073154449;18.5;6;39.1251108646;
20;2;19.9634819031;12.5;6;26.5569496155;3;28.7375335693;18.5;6;39.228707552;
21;2;19.9753131866;12.5;7;26.6105561256;3;28.768611908;18.5;6;39.3350458145;
22;2;19.9873752594;12.5;7;26.6651450396;3;28.8005142212;18.5;6;39.4439747334;
23;2;19.9996566772;12.5;7;26.72067523;3;28.8331928253;18.5;6;39.5553228855;
24;2;20.0121517181;12.5;7;26.7771017551;3;28.8665962219;18.5;6;39.6688988209;
25;2;20.024848938;12.5;7;26.8343759775;3;28.9006690979;18.5;6;39.784491539;
