Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;2;11.5999994278;16.0;5;33.0;
3;1;8.0;10.0;5;21.0;2;11.5999994278;16.0;5;33.0299999714;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.6059999466;16.0;5;32.8021184206;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.7174348831;15.8719997406;5;32.3934762478;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.725402832;15.6543998718;5;32.0287325382;
7;1;10.194486618;11.543302536;4;23.5283432007;2;14.6086196899;15.4585599899;4;31.7891255617;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;14.5367383957;15.3251037598;4;31.5765697956;
9;2;10.4247236252;12.2549409866;3;25.5655879974;2;14.4729709625;15.204993248;4;32.3224198818;
10;2;10.7522573471;12.2827939987;3;25.9579591751;2;16.5624294281;15.5489320755;4;32.8720861673;
11;2;10.8405408859;12.4589796066;4;26.0811839104;2;18.5624294281;15.7936935425;4;33.0190246105;
12;2;13.7612571716;12.5;4;26.1235535145;2;20.5624294281;15.8360004425;4;33.083533287;
13;2;15.7612571716;12.5;4;26.1671074629;2;21.618522644;15.8360004425;5;33.1502206326;
14;2;16.789855957;12.5;4;26.211841464;2;22.6385288239;15.8360004425;5;33.2190728188;
15;2;17.7999210358;12.5;4;26.2577478886;2;23.6591835022;15.8360004425;4;33.2900668383;
16;2;18.8102493286;12.5;4;26.3048160076;2;23.9870204926;15.8360004425;5;33.3631700277;
17;2;19.8208389282;12.5;4;26.3530313969;2;24.0089511871;15.8360004425;5;33.438339591;
18;2;19.9294319153;12.5;5;26.4023760557;2;24.03150177;15.8360004425;6;33.5155225992;
19;2;19.9405345917;12.5;5;26.4528282881;2;24.0546569824;15.8360004425;5;33.5946553946;
20;2;19.9518871307;12.5;5;26.5043625832;2;24.0783958435;15.8360004425;4;33.6756634712;
21;2;19.9634819031;12.5;5;26.5569496155;2;23.5016002655;15.8360004425;4;33.7584614754;
22;2;19.9753131866;12.5;5;26.6105561256;2;23.5016002655;15.8360004425;5;33.8429534435;
23;2;19.9873752594;12.5;5;26.6651450396;5;22.5514411926;15.8360004425;2;38.8231320381;
24;2;19.9996566772;12.5;6;26.72067523;5;23.5514411926;16.8360004425;2;39.0626871586;
25;2;20.0121517181;12.5;6;26.7771017551;5;24.5514411926;15.8360004425;2;39.3006365299;
26;2;20.024848938;12.5;6;26.8343759775;5;24.5514411926;15.8360004425;2;39.5364522934;
27;2;19.625;13.4171876907;6;26.8924454451;5;24.5514411926;15.8360004425;2;39.7696352005;
28;2;18.0508003235;13.5;6;26.9512542486;5;24.5514411926;15.8360004425;2;39.9997169971;
29;2;18.625;13.4756269455;6;27.0107431412;5;24.5514411926;15.8360004425;2;40.226265192;
30;3;16.625;14.5053710938;5;27.0708494186;5;22.5514411926;16.8360004425;3;40.4488835335;
31;3;15.625;15.5354251862;5;27.1315076351;5;21.5514411926;17.8360004425;3;40.6672148705;
32;3;14.625;16.5657539368;5;27.1926498413;5;20.5514411926;18.8360004425;5;40.8809404373;
33;3;14.0;17.5963249207;5;27.2542052269;5;19.5514411926;19.8360004425;5;41.0897800922;
34;3;14.0;18.6271018982;6;27.3161010742;5;18.5514411926;20.8360004425;5;41.2934930325;
35;3;14.0;19.6580505371;7;27.3782629967;5;17.5514411926;21.8360004425;6;41.4918756485;
36;3;14.0;20.6891307831;7;27.4406147003;5;16.5514411926;22.8360004425;6;41.6847596169;
37;3;14.5491380692;20.5;8;27.5030794144;5;16.0;23.8360004425;6;41.8720118999;
38;3;14.5631923676;21.5;8;27.5655794144;6;16.0;24.8360004425;6;42.0535309315;
39;3;14.577255249;22.5;9;27.628036499;6;16.0;25.8360004425;7;42.2292459011;
40;3;14.5913085938;23.5;9;27.690372467;6;17.0;25.8360004425;6;42.3991138935;
41;3;14.6053333282;24.5;7;27.7525100708;6;18.0;26.8360004425;4;42.5631170273;
42;3;15.6193141937;22.5;8;27.8143725395;6;19.0;27.8360004425;4;42.6685454845;
43;3;14.633234024;23.5;8;27.8758842945;6;21.0;28.8360004425;5;42.754049778;
44;3;14.0;25.5;8;27.936971426;6;21.0;30.1360015869;5;42.8378930092;
45;3;15.0;23.9684848785;8;27.9975619316;6;22.0;32.1360015869;5;42.919965744;
46;3;14.0;24.9987812042;9;28.0575861931;6;24.0;32.1360015869;6;43.0001688004;
47;3;14.0;26.028793335;9;28.1169772148;6;24.0;31.1360015869;5;44.078414917;
48;3;15.0;24.0584888458;10;28.1756706238;6;25.5514411926;33.1360015869;5;44.1717478037;
49;3;16.7145252228;24.0584888458;10;28.2336053848;6;26.5514411926;34.198009491;5;44.2631011009;
50;3;17.7275619507;24.0584888458;8;28.2907235622;6;27.5514411926;33.198009491;3;44.3524167538;
51;3;18.0;24.0584888458;9;28.346971035;6;26.5514411926;35.198009491;4;44.4396466017;
52;3;19.0;24.0584888458;8;28.4022974968;6;26.5514411926;37.198009491;3;44.5247533321;
53;3;19.625;24.0584888458;8;28.4566559792;6;26.8448600769;37.3283653259;5;44.6077094078;
54;3;20.4027481079;22.5;7;28.5100040436;7;27.5514411926;35.8363876343;4;44.6884973049;
55;3;19.625;23.5;8;28.5623030663;7;26.5514411926;35.6521911621;6;44.767108798;
56;3;19.625;24.2811508179;9;28.6135182381;7;26.5514411926;36.6604003906;7;44.8435436487;
57;4;20.438041687;22.5;8;28.6636190414;7;26.5514411926;37.6686439514;8;44.9178102016;
58;4;19.625;23.5;10;28.7125790119;7;26.5514411926;38.0090751648;8;44.9899237156;
59;4;20.4603309631;22.5;10;28.7603754997;7;26.8738136292;37.4930152893;9;45.0200996399;
60;5;20.4710845947;22.5;9;28.8069901466;6;26.8787078857;37.4985618591;8;45.038279891;
61;5;19.625;23.5;9;28.8524079323;6;26.5514411926;38.064491272;10;45.0565091372;
62;5;20.4917907715;22.5;8;28.8966178894;6;26.5514411926;38.0728759766;10;45.074780941;
63;5;20.501739502;22.5;8;29.9396123886;6;26.5514411926;38.0812797546;10;45.0930887461;
64;5;20.625;24.5;7;30.0313875675;6;26.5514411926;38.0897026062;9;45.1114258766;
65;5;21.625;26.490694046;6;30.1019749641;6;26.5514411926;39.0981369019;9;46.4542535543;
66;5;22.7729434967;25.5;7;30.1559499502;6;26.8565559387;40.7610397339;11;47.4637829065;
67;5;22.7850875854;26.5;7;30.2119446993;6;28.072473526;40.1745910645;11;48.2205508947;
68;5;22.5249996185;27.5;8;30.269973278;6;27.2211036682;42.4636535645;12;48.5104972124;
69;4;22.5249996185;28.1349868774;8;30.3300433159;7;27.2448005676;44.4214744568;14;48.708057642;
70;4;22.5249996185;27.5;9;30.3921557665;7;27.6372737885;44.0866470337;13;48.9005544186;
71;4;22.8382339478;27.5;10;30.4563041925;7;27.2448005676;44.8438568115;14;49.0876047611;
72;4;22.5249996185;28.2281532288;10;30.5224741697;7;27.2448005676;44.929901123;15;49.2688909769;
73;4;22.8675556183;27.5;10;30.5906432867;8;27.6623210907;44.3019561768;14;49.4441610575;
74;4;22.882894516;27.5;11;30.6607804298;8;27.2448005676;44.3682022095;14;49.6132260561;
75;4;22.8986759186;27.5;11;30.7328453064;8;27.6792411804;44.4315261841;19;49.7759592533;
76;4;22.9148902893;27.5;11;30.8067884445;8;27.2448005676;45.2465438843;18;49.9322901964;
77;4;22.9315261841;27.5;12;30.8825509548;8;27.2448005676;48.1861877441;18;50.0822025537;
78;5;22.5249996185;28.4412765503;12;32.1365404129;8;27.2448005676;50.1861877441;20;50.2257279158;
79;5;22.7770004272;28.0;12;33.1760215759;8;27.2448005676;52.1861877441;20;50.3629411459;
80;5;22.0255012512;30.3899993896;13;34.03520298;8;27.2448005676;54.1861877441;21;50.4939543009;
81;5;22.1592674255;31.8397521973;14;34.7496669292;8;27.2448005676;56.1861877441;22;50.6189110279;
82;5;23.2593841553;30.1393947601;14;35.2041115761;8;27.2448005676;57.2738342285;23;50.7379819155;
83;5;23.3313884735;30.3100795746;14;35.4820241928;8;27.2448005676;58.2884635925;24;50.8386634588;
84;5;23.983455658;29.0;15;35.7634181976;8;27.2448005676;59.3030738831;24;50.870367527;
85;5;24.0467681885;29.0;15;36.0477409363;8;27.2448005676;60.3176574707;24;50.9019913673;
86;5;24.1107406616;29.0;15;37.3343882561;8;27.2448005676;60.7645187378;25;50.9335151911;
87;5;25.1752357483;30.0;16;37.7027066946;8;27.2448005676;60.7790184021;26;50.9649193287;
88;5;22.2999992371;34.0;16;38.0775336027;8;27.2448005676;60.7934646606;26;50.9961845875;
89;5;21.2999992371;37.8523330688;17;38.4583714008;8;27.2448005676;60.8078460693;27;51.0272920132;
90;6;20.2999992371;40.6007614136;16;38.8446768522;8;27.2448005676;60.8221549988;27;51.0582227707;
91;6;19.2999992371;42.7452545166;17;39.2358629704;8;27.2448005676;60.8363838196;27;51.0889589787;
92;6;18.2999992371;44.6179275513;17;39.6313046217;8;27.2448005676;60.8505249023;28;51.1194827557;
93;6;18.0;45.8156509399;18;40.030344367;8;27.2448005676;60.8645629883;28;51.1497766972;
94;6;20.3789367676;42.9901275635;18;40.4322978258;8;27.2448005676;60.8784980774;29;51.1798243523;
95;6;19.5108089447;44.7387542725;18;40.8364592791;8;27.2448005676;60.8923187256;31;51.2096095085;
96;6;19.0;45.7074394226;19;41.2421071529;8;27.2448005676;60.9060211182;31;51.2391166687;
97;7;20.4666957855;45.7387542725;19;41.6485104561;8;27.2448005676;60.919593811;32;51.2683308125;
98;7;22.0;44.7387542725;19;42.0549321175;8;27.2448005676;60.9330329895;33;51.2972378731;
99;7;23.2814655304;45.7387542725;20;42.4089419842;8;27.2448005676;60.9463310242;35;51.3258240223;
100;7;24.3238124847;47.7387542725;21;42.755805254;8;27.2448005676;60.9594802856;35;51.3540766239;
101;7;25.3650665283;49.7387542725;21;43.103448391;8;27.2448005676;60.9724769592;34;51.3819835186;
102;7;25.7051048279;51.7387542725;21;43.4510571957;8;27.2448005676;60.9853134155;35;51.4095332623;
103;7;25.7438163757;53.0;22;43.7978208065;8;27.2448005676;60.9979858398;36;51.4367148876;
104;7;23.7811107635;54.6075515747;22;44.1429340839;8;27.2448005676;61.0104904175;37;51.4635186195;
105;7;23.2999992371;54.7005462646;23;44.4855997562;8;27.2448005676;64.8630523682;37;51.4899353981;
106;7;22.2999992371;54.7957611084;23;44.82502985;8;27.2448005676;64.9799575806;37;51.5120017529;
107;7;21.8838348389;55.8928833008;23;45.1604499817;8;27.2448005676;64.9940795898;39;51.5120017529;
108;7;20.914888382;56.9915809631;24;45.4910998344;8;27.2448005676;64.9940795898;39;51.5120017529;
109;7;19.9443225861;58.0914955139;24;45.8162403107;8;27.2448005676;64.9940795898;40;51.5120017529;
110;7;19.6721439362;59.1922454834;24;46.1351547241;8;27.2448005676;64.9940795898;41;51.5120017529;
111;7;19.0;58.2934265137;26;46.4471578598;8;27.2448005676;64.9940795898;41;51.5120017529;
112;7;19.0;58.3946380615;27;46.751598835;8;27.2448005676;64.9940795898;41;51.5120017529;
113;7;19.0;57.4954719543;27;47.0478696823;8;27.2448005676;64.9940795898;42;51.5120017529;
114;7;19.0;57.5955162048;27;47.3354110718;8;27.2448005676;64.9940795898;43;51.5120017529;
115;7;19.7879981995;58.6943778992;28;47.5833573341;8;27.2448005676;64.9940795898;44;51.5120017529;
116;7;20.7999992371;56.7916793823;28;47.7741208076;8;27.2448005676;64.9940795898;44;51.5120017529;
117;7;21.7999992371;55.8870620728;28;47.9603867531;8;28.2448005676;65.9940795898;43;53.0543637276;
118;7;22.7999992371;54.9801940918;29;48.1415596008;8;29.2448005676;67.3411941528;46;53.5727305412;
