Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;2;12.3999996185;16.0;5;32.7439994812;
3;1;8.0;10.0;5;21.0;2;13.3487997055;15.8719997406;5;32.679199338;
4;1;8.14999961853;10.5;5;21.8400001526;2;14.3027200699;15.7567996979;5;32.6629331112;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;15.709728241;15.6531200409;5;32.4757089615;
6;2;9.50100040436;11.2650718689;2;24.1666051149;2;16.7709884644;15.4574079514;5;32.454136014;
7;2;10.4374866486;11.543302536;2;24.7046792507;2;17.736240387;15.3240671158;5;32.3067653179;
8;2;10.5585517883;11.7641716003;2;25.3900142908;2;17.692029953;15.1195802689;5;32.6046173573;
9;2;10.7127532959;12.0549411774;2;25.9573457241;2;17.7813854218;15.0965023041;5;32.9560251236;
10;2;10.8404026031;12.2827939987;2;26.429522872;2;19.9131145477;15.0757322311;5;33.3645935059;
11;2;10.9466428757;12.4589796066;3;26.6398718357;2;21.9131145477;15.0570392609;5;33.8333158493;
12;2;13.8673591614;12.5;3;26.7769671679;2;23.9131145477;15.0402154922;5;34.3641910553;
13;2;15.8673591614;12.5;3;26.9230877161;2;25.3659591675;15.0250740051;5;34.9577951431;
14;2;16.9599514008;12.5;2;27.0784137249;2;26.5522174835;15.0114469528;5;35.6128349304;
15;2;17.9948997498;12.5;2;27.2430570126;2;27.6838493347;14.9991817474;5;36.3257570267;
16;2;19.0319442749;12.5;2;27.4170496464;2;27.897726059;14.9881439209;7;37.0904369354;
17;2;20.0710926056;12.5;2;27.6003332138;2;28.1271324158;14.9782094955;7;37.8980741501;
18;2;20.2100753784;12.5;3;27.7927491665;2;28.3694229126;14.9692687988;8;38.7373170853;
19;2;20.2533683777;12.5;3;27.9940295219;3;28.6211967468;14.9612216949;7;39.5946874619;
20;2;20.2986564636;12.5;3;28.2037904263;3;26.6168498993;15.9539794922;7;40.4552841187;
21;3;20.3458518982;12.5;2;28.4215266705;3;27.6129379272;14.9474611282;7;41.3037185669;
22;3;19.625;12.5;2;28.6466109753;3;25.9649581909;15.9415950775;7;42.1251535416;
23;3;20.4454879761;12.5;2;28.8782944679;3;26.9617881775;14.9363155365;7;42.9063158035;
24;3;20.4976158142;12.5;3;29.1157121658;3;27.9589385986;14.9315643311;7;43.6363220215;
25;3;20.5510349274;12.5;3;29.3578925133;3;25.9563732147;15.9272880554;7;44.307217598;
26;3;18.6055259705;13.5;3;29.6037693024;3;26.9540634155;14.9234390259;7;44.9141693115;
27;3;17.6608486176;14.5;4;29.8521990776;3;27.9519844055;14.9199752808;7;45.4553365707;
28;3;16.7167453766;15.5;4;30.1019806862;3;28.9501152039;14.9168577194;7;45.9314918518;
29;3;16.625;14.5;4;30.3518767357;3;29.948431015;14.9140520096;6;46.3454856873;
30;3;17.625;14.5;4;30.6006383896;3;28.9051609039;15.9140520096;6;46.7016525269;
31;3;16.625;13.5;4;30.8470306396;3;27.9051609039;15.9092540741;7;47.0052490234;
32;4;15.9405822754;14.5;3;31.0898561478;3;26.9051609039;15.9092540741;8;47.2619686127;
33;4;15.370218277;15.5;3;32.3279781342;3;28.9051609039;17.9092540741;8;47.477558136;
34;4;16.4237957001;17.0;3;32.5903427601;3;31.2494716644;20.9092540741;7;48.5100402832;
35;4;17.4760780334;17.5;4;32.8465869427;3;33.2530136108;23.9092540741;8;48.6754014492;
36;4;17.5268478394;19.0302963257;5;33.0958640575;3;33.252204895;26.9008789062;9;48.8673058748;
37;4;16.0;21.0458831787;6;33.3374512196;3;33.2514801025;28.8996696472;9;49.0891332626;
38;4;16.0;23.0617580414;5;33.570753932;3;33.250831604;29.8985824585;10;49.3444552422;
39;4;16.0;25.077917099;6;33.7953096628;3;33.2502441406;29.8976039886;11;49.6369562149;
40;4;16.0;26.8976554871;6;34.0107841492;4;31.8247432709;29.8967247009;10;67.2203080654;
41;4;16.0;28.0053920746;7;34.2169673443;4;30.8243160248;31.8959312439;10;68.4605081081;
42;5;16.0;29.1084842682;6;47.1637642384;4;30.8239307404;33.8952178955;12;69.6350708008;
43;5;18.0;28.2068824768;6;47.9886851311;4;31.8235836029;32.8945770264;13;70.7491986752;
44;5;18.0;30.3005924225;6;48.7508651018;4;32.8232727051;33.8939971924;13;71.8117690086;
45;5;19.0;29.389667511;7;49.4478387833;5;33.8229904175;34.8934783936;10;84.3332886696;
46;5;21.0;33.180480957;8;50.0793807507;5;34.8227386475;36.8930091858;10;85.7840561867;
47;5;22.0;34.180480957;9;50.6471571922;5;35.8225097656;38.8925895691;8;87.1760606766;
48;5;24.0;36.180480957;8;51.1543010473;5;35.822303772;40.8922119141;8;88.3928203583;
49;5;23.3391227722;40.180480957;8;51.6049729586;5;35.8221206665;42.8918685913;11;89.4926671982;
50;5;25.0;41.180480957;9;51.9187377691;6;35.8219528198;44.8915634155;9;90.5810470581;
51;5;25.3561115265;42.0;9;52.1879841089;6;35.8218078613;46.8912849426;10;91.6485939026;
52;5;26.4551544189;41.8104858398;9;52.4095385075;6;35.8216705322;48.8910369873;12;95.3064661026;
53;5;25.9108963013;43.0;9;52.4483793974;6;36.2206230164;51.3988113403;11;98.4194278717;
54;5;25.5375003815;42.8491897583;11;52.4874696732;6;36.5250663757;53.7675170898;9;100.56035614;
55;5;25.5375003815;42.8687362671;11;52.5267804861;6;36.7542037964;56.0287780762;9;102.674456596;
56;5;25.5375003815;43.3883895874;11;52.5662822723;6;36.8634796143;58.0960006714;10;105.346878052;
57;5;25.5375003815;44.4081420898;11;52.6059447527;6;38.9069442749;61.0960006714;11;106.716558337;
58;5;25.5375003815;45.4279708862;11;53.6457372904;6;40.9069442749;64.0960006714;12;107.33373034;
59;5;27.5375003815;44.4478683472;12;53.7056285143;6;39.8804016113;68.0960006714;13;107.752557158;
60;5;27.5375003815;46.4678153992;13;53.7657830715;6;37.8804016113;68.9403533936;16;108.06404078;
61;5;27.5375003815;48.4877929688;13;53.8261629343;6;34.7605209351;69.7516479492;17;108.338906765;
