Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;6;21.0;1;11.3999996185;16.0;6;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3999996185;16.0;6;32.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.3999996185;16.0;6;32.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.3999996185;16.0;6;31.7439994812;
7;1;10.194486618;11.543302536;4;23.5283432007;1;14.3999996185;15.8719997406;6;31.6056003571;
8;1;10.2938766479;11.7641716003;3;24.1098823547;1;14.4816799164;15.8028001785;6;31.4810409546;
9;1;10.4247236252;12.0549411774;3;24.5655879974;1;14.4443120956;15.7405204773;6;32.6014404297;
10;2;10.5272569656;12.482793808;2;25.9179592133;1;16.4816799164;16.3007202148;6;33.396446228;
11;2;10.8315410614;12.4589796066;2;26.0499999523;1;17.4816799164;16.698223114;6;33.9453353882;
12;2;12.8315410614;12.5;2;26.1019749641;1;18.4816799164;16.9726676941;6;34.0400009155;
13;2;14.8315410614;12.5;2;26.1559499502;1;19.4816799164;17.0200004578;7;34.0400009155;
14;2;15.8666296005;12.5;2;26.2119446993;1;20.4816799164;17.0200004578;7;34.0400009155;
15;2;16.8792285919;12.5;2;26.269973278;2;22.4816799164;17.0200004578;6;35.0400009155;
16;2;17.8922843933;12.5;2;26.3300433159;2;24.2119998932;17.0200004578;7;35.2170568705;
17;2;18.9057998657;12.5;2;26.3921557665;2;24.5651168823;17.0200004578;8;35.4233776331;
18;2;19.9197750092;12.5;2;26.4563041925;2;24.6270122528;17.0200004578;8;35.6630092859;
19;2;19.625;12.9368915558;2;26.5224741697;2;24.6989021301;17.0200004578;8;35.9402612448;
20;2;19.9675559998;12.5;2;26.5906432867;2;24.7820777893;17.0200004578;8;36.2596063614;
21;2;19.625;12.9771928787;2;26.6607804298;2;24.8778820038;17.0200004578;8;36.6255304813;
22;2;19.625;12.9982337952;2;26.7328453064;2;24.2119998932;17.7956600189;9;37.0423197746;
23;2;19.625;13.0198535919;2;26.8067884445;2;24.2119998932;18.5211601257;9;37.5137822628;
24;2;20.0315284729;12.5;10;26.8825509548;2;24.2119998932;18.7568912506;9;38.0429024696;
