Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;2;11.5999994278;16.0;5;32.5391998291;
3;1;8.0;10.0;5;21.0;2;11.5078401566;15.7695999146;5;32.1587193012;
4;1;8.14999961853;10.5;4;21.8400001526;2;11.4317436218;15.5622396469;5;31.6545710564;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;12.5450496674;15.2936954498;5;31.0720099211;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;13.5546159744;14.9864702225;5;30.5514963865;
7;1;10.194486618;11.543302536;4;23.5283432007;2;14.1654481888;14.7099676132;5;30.1632591486;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;14.0489778519;14.4993066788;5;29.8177372217;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;13.9453220367;14.30971241;5;29.8528521061;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;16.0803318024;14.2918453217;5;29.894829154;
11;1;10.6065406799;12.4589796066;5;25.0;2;18.0803337097;14.2757644653;5;29.9433569908;
12;1;12.5272569656;12.5;5;25.0;2;20.0803337097;14.2612915039;5;29.9981477261;
13;1;13.5272569656;12.5;5;25.0;2;21.1500701904;14.2482662201;5;30.058929801;
14;1;14.5272569656;12.5;5;25.0;2;22.1753387451;14.2365436554;6;30.1254446507;
15;1;15.5272569656;12.5;5;25.0;2;23.0376319885;14.2259931564;6;30.1974434853;
16;1;16.527256012;12.5;5;25.0;2;23.0592346191;14.2164974213;6;30.2746839523;
17;1;17.527256012;12.5;6;25.0;2;23.0824050903;14.2079515457;7;30.3569232225;
18;1;17.625;12.5;6;25.0;3;23.1070785522;14.2002601624;6;30.4439189434;
19;1;17.625;12.5;7;25.0;3;23.1331748962;14.1933383942;7;30.5354223251;
20;1;17.625;12.5;7;25.0;3;23.1606254578;14.1871089935;7;30.6311781406;
21;1;17.625;12.5;7;25.0;3;23.1893539429;14.1815023422;7;30.7309236526;
22;1;17.625;12.5;8;25.0;3;23.2192783356;14.1764564514;7;30.8343851566;
23;1;17.625;12.5;8;25.0;3;23.2503166199;14.1719150543;7;30.9412779808;
24;1;17.625;12.5;8;25.0;3;22.5006961823;15.1678276062;7;31.051305294;
25;1;17.625;12.5;8;25.0;3;23.3153915405;14.1641483307;7;32.1641607285;
26;1;17.625;12.5;8;25.0;3;24.3492469788;14.6608371735;7;32.3941022158;
27;1;17.625;12.5;8;25.0;3;25.3838577271;14.7151460648;7;32.6380717754;
28;1;17.625;12.5;8;25.0;3;24.8654079437;15.1551761627;7;32.8966522217;
29;1;17.625;12.5;8;25.0;3;25.8689956665;14.152762413;7;33.1704171896;
30;1;17.625;12.5;8;25.0;3;23.9524269104;15.152762413;8;33.4599151611;
31;1;17.625;12.5;8;25.0;3;23.4916572571;15.998922348;8;33.7656462193;
32;1;17.625;12.5;9;25.0;3;23.0567092896;15.1486349106;8;34.0880386829;
33;1;17.625;12.5;9;25.0;3;22.2308921814;16.1486358643;8;34.4274163246;
34;1;17.625;12.5;9;25.0;3;21.3335609436;17.1486358643;10;34.7839672565;
35;1;17.625;12.5;9;25.0;3;20.4412975311;18.1486358643;10;35.1577088833;
36;1;17.625;12.5;9;25.0;3;19.5541114807;19.1486358643;11;35.5484499931;
37;1;17.625;12.5;9;25.0;3;18.671957016;20.1486358643;11;35.9557538033;
38;1;17.625;12.5;9;25.0;3;17.4916572571;20.1486358643;11;36.3788986206;
39;1;17.625;12.5;9;25.0;3;19.4916572571;23.1386146545;11;36.8168532848;
40;1;17.625;12.5;9;25.0;4;20.5624046326;25.1378574371;9;52.2682552338;
41;1;17.625;12.5;9;25.0;4;23.6533317566;28.1371765137;9;53.4814014435;
42;1;17.625;12.5;10;25.0;4;26.0453910828;31.1365623474;10;54.6236233711;
43;1;17.625;12.5;10;25.0;4;28.1733589172;32.1360092163;11;55.6917290688;
44;1;17.625;12.5;10;25.0;4;30.3032798767;32.4347839355;11;56.6856031418;
45;1;17.625;12.5;10;25.0;4;28.6329364777;34.3834381104;12;57.6073961258;
46;1;17.625;12.5;11;25.0;4;31.6327171326;32.3395309448;13;58.4607205391;
47;1;17.625;12.5;11;25.0;4;33.8382415771;32.3023910522;14;59.2499456406;
48;1;17.625;13.5;11;25.0;4;33.5038642883;33.2712745667;15;59.9796528816;
49;1;17.625;14.5;11;25.0;4;34.6071243286;34.2454071045;16;60.5605578423;
50;1;17.625;15.5;12;25.0;4;36.7085571289;32.233417511;16;61.0111684799;
51;1;17.625;16.5;12;25.0;5;37.8930130005;32.2331771851;15;85.4462327957;
52;1;17.625;17.5;12;25.0;6;39.0104827881;33.232963562;15;99.8135991096;
53;1;17.625;17.5;13;25.0;6;39.5448036194;36.2327728271;15;101.806597233;
54;1;17.625;17.5;13;25.0;6;39.544708252;38.2325973511;16;103.511203289;
55;1;17.625;17.5;13;25.0;6;42.1619949341;39.2324447632;17;104.959041119;
56;1;17.625;17.5;14;25.0;6;44.1800384521;40.7823600769;18;106.174277782;
57;2;17.625;17.5;14;25.0;7;43.1943740845;42.7351036072;18;106.953147411;
58;2;17.625;17.5;14;25.0;7;43.8312072754;44.6933822632;18;107.547511578;
59;2;17.625;17.5;14;25.0;7;44.8311538696;46.6569213867;19;110.938659668;
60;2;17.625;17.5;14;25.0;7;45.6888046265;47.013633728;20;113.682049274;
61;2;17.625;17.5;15;25.0;8;48.0888137817;48.2660217285;15;135.890245914;
62;2;17.625;17.5;15;25.0;8;48.3999328613;52.438205719;15;139.04318285;
63;2;17.625;17.5;15;25.0;8;52.5899887085;51.4594459534;16;141.553560734;
64;3;18.625;18.5;14;26.0;9;54.6658210754;53.0705833435;16;143.493230343;
65;3;19.625;19.5;14;26.2599999905;9;52.6994743347;56.9158706665;15;144.998531818;
66;3;19.625;20.5;14;27.8343240023;9;53.6994743347;60.8017539978;16;146.171972275;
67;3;19.90625;22.125;14;29.2213656902;9;51.6994743347;65.8017501831;18;147.06703949;
68;3;20.1277351379;23.6171875;14;31.4715723991;10;50.6994743347;70.510848999;17;147.718889236;
