Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3999996185;16.0;6;32.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;13.3999996185;16.0;5;33.0;
6;2;9.50100040436;11.2650718689;4;24.1266050339;2;15.3999996185;16.0;5;32.9095994234;
7;2;10.428486824;11.543302536;4;24.6095271111;2;17.3999996185;15.8719997406;5;32.9730169773;
8;2;10.5371427536;11.7641716003;4;25.2442476749;2;17.8919048309;15.8028001785;5;33.0824579;
9;2;10.6799554825;12.0549411774;4;25.7551473379;2;17.9247379303;15.7405204773;5;34.5173529387;
10;2;10.7949075699;12.2827939987;4;26.1647416353;2;20.0564537048;16.3007202148;5;35.6825914383;
11;2;10.8870668411;12.4589796066;5;26.3060446978;2;22.0564537048;16.698223114;5;36.6647932529;
12;2;13.8077831268;12.5;5;26.3673498631;2;24.0564537048;16.9726676941;5;37.263117075;
13;2;15.8077831268;12.5;4;26.4306943417;2;25.4486160278;17.0200004578;6;37.8438222408;
14;2;16.8491630554;12.5;4;26.4960671663;2;26.6228256226;17.0200004578;6;38.5070633888;
15;2;17.527256012;12.5;4;26.5634490252;2;27.8217983246;17.0200004578;6;39.2563209534;
16;2;18.527256012;12.5;4;26.6328122616;2;28.7768955231;17.0200004578;6;40.0921673775;
17;2;19.527256012;12.5;4;26.7041202784;3;29.0276489258;17.0200004578;6;41.0113601685;
18;2;19.625;12.5;5;26.7773271799;4;29.3034076691;17.0200004578;5;42.0060782433;
19;2;19.625;12.5;5;26.8523778915;4;29.6018218994;17.0200004578;5;43.0634889603;
20;2;19.625;12.5;6;26.9292075634;4;29.919046402;17.0200004578;5;44.1658439636;
21;2;19.625;12.5;6;27.0077416897;4;30.2497520447;17.0200004578;6;45.2912464142;
22;2;19.625;12.5;6;27.0878958702;4;30.5873737335;17.0200004578;6;46.4151058197;
23;2;19.625;12.5;6;27.1695766449;4;30.9245300293;17.0200004578;6;47.5121459961;
24;2;19.625;12.5;8;27.2526805401;4;31.2536430359;17.0200004578;6;48.5586423874;
25;2;19.625;12.5;8;27.3370957375;4;31.5675926208;17.0200004578;6;49.5344924927;
