Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;7.0;11.0;5;20.0;1;10.8880004883;14.720000267;6;29.4400005341;
3;1;8.0;10.0;6;21.0;1;10.8880004883;14.720000267;6;29.235200882;
4;1;8.14999961853;10.5;6;21.8400001526;1;10.8470401764;14.617600441;6;29.0508804321;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;11.8470401764;14.5254402161;6;28.7211532593;
6;1;9.27600002289;11.2650718689;6;23.086605072;1;12.8470401764;14.3605766296;6;28.4243984222;
7;1;10.194486618;11.543302536;6;23.5283432007;1;13.5273199081;14.2121992111;6;28.2377986908;
8;1;10.2938766479;11.7641716003;6;24.1098823547;1;13.4713392258;14.1188993454;6;28.069858551;
9;1;10.4247236252;12.0549411774;6;24.5655879974;1;13.4209575653;14.0349292755;6;28.8299179077;
10;1;10.5272569656;12.2827939987;6;24.9179592133;1;15.4713392258;14.4149589539;6;29.3914337158;
11;1;10.6065406799;12.4589796066;5;25.0;1;16.4713401794;14.6957168579;6;29.7775993347;
12;1;11.6065406799;12.5;4;25.0;1;17.4713401794;14.8887996674;6;29.7775993347;
13;1;12.6065406799;12.5;4;25.0;1;18.4713401794;14.8887996674;5;29.7775993347;
14;1;13.6065406799;12.5;4;25.0;1;19.4713401794;14.8887996674;6;29.7775993347;
15;1;14.6065406799;12.5;4;25.0;1;20.4713401794;14.8887996674;6;29.7775993347;
16;1;15.6065406799;12.5;4;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
17;1;16.6065406799;12.5;5;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
18;1;17.6065406799;12.5;5;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
19;1;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;6;29.7775993347;
20;1;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
21;1;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
22;2;17.625;12.5;3;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
23;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
24;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
25;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;7;29.7775993347;
26;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
27;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
28;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
29;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
30;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
31;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
32;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
33;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;8;29.7775993347;
34;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;9;29.7775993347;
35;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;9;29.7775993347;
36;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;10;29.7775993347;
37;2;17.625;12.5;4;25.0;1;20.9332809448;14.8887996674;10;29.7775993347;
38;2;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;10;29.7775993347;
39;2;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;10;29.7775993347;
40;2;17.625;12.5;5;25.0;1;20.9332809448;14.8887996674;9;29.7775993347;
41;2;17.625;12.5;5;25.0;1;20.9332809448;15.8887996674;9;29.7775993347;
42;2;17.625;12.5;5;25.0;1;20.9332809448;16.8887996674;9;29.7775993347;
43;2;17.625;12.5;5;25.0;1;20.9332809448;17.8887996674;10;29.7775993347;
44;3;17.625;12.5;4;25.0;1;20.9332809448;18.8887996674;10;29.7775993347;
45;3;17.625;12.5;4;25.0;1;20.9332809448;19.8887996674;10;29.7775993347;
46;3;17.625;12.5;4;25.0;1;20.9332809448;19.8887996674;11;29.7775993347;
47;3;17.625;12.5;4;25.0;1;20.9332809448;19.8887996674;11;29.7775993347;
