Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;4;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;4;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.5999994278;16.0;3;33.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.6999998093;16.0;3;33.0299999714;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.7089996338;16.0;3;33.0605909824;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.7181768417;16.0;3;33.7317655087;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;15.1195297241;16.3199996948;3;34.1235172749;
9;2;10.6497240067;12.0549411774;3;25.6555880308;2;15.2370548248;16.5;3;35.8395421505;
10;2;10.7725067139;12.2827939987;3;26.1050782204;2;17.1488628387;17.3250007629;4;37.069434166;
11;2;10.8736419678;12.4589796066;4;26.2917383909;3;19.1488628387;17.9053878784;3;37.9256755114;
12;2;13.7943592072;12.5;3;26.4042263031;3;21.1488609314;18.2973766327;4;38.4063732624;
13;2;15.7943592072;12.5;3;26.5249304771;3;22.2139110565;18.5;4;38.4850405455;
14;2;16.8703670502;12.5;3;26.6541694403;3;23.2375125885;18.5;4;38.56693995;
15;2;17.8994445801;12.5;3;26.7922235727;3;24.2620811462;18.5;5;38.6520727873;
16;2;18.9305057526;12.5;3;26.9393253326;3;25.2876224518;18.5;5;38.7404243946;
17;2;19.9636039734;12.5;3;27.0956480503;3;25.622127533;18.5;5;38.8319633007;
18;2;20.0965213776;12.5;4;27.261295557;3;25.6495895386;18.5;5;38.9266397953;
19;2;20.1337909698;12.5;4;27.4362905025;3;25.6779918671;18.5;5;39.0243852139;
20;2;20.1731643677;12.5;4;27.6205644608;3;25.7073154449;18.5;6;39.1251108646;
21;2;20.2146263123;12.5;4;27.8139474392;3;25.7375335693;18.5;6;39.228707552;
22;2;20.2581386566;12.5;4;28.016159296;3;25.768611908;18.5;6;39.3350458145;
23;2;20.3036365509;12.5;5;28.2268030643;3;25.8005142212;18.5;6;39.4439747334;
24;3;20.3510303497;12.5;4;28.445360899;3;25.8331928253;18.5;6;39.5553228855;
25;3;19.625;13.5;4;28.6711919308;3;25.8665962219;18.5;6;39.6688988209;
26;3;18.4510192871;13.5;4;28.9035346508;3;25.9006690979;18.5;7;39.784491539;
27;3;17.5032958984;14.5;4;29.141512394;3;25.9353485107;18.5;7;39.9018719196;
28;3;16.5568408966;15.5;4;29.3841423988;3;25.9705619812;18.5;7;40.0207943916;
29;3;15.6114320755;16.5;4;29.6303496361;3;26.0062389374;18.5;7;40.1409981251;
30;3;15.625;15.5;4;29.8789830208;3;26.0422992706;18.5;7;40.2622094154;
31;3;16.625;15.5;5;30.1288366318;3;26.0786628723;18.5;7;40.3841440678;
32;3;15.625;14.5;5;30.3786706924;3;26.1152439117;18.5;7;40.5065097809;
33;3;15.625;13.5;5;30.6272368431;3;26.1519527435;18.5;7;40.6290092468;
34;3;15.0;13.5;5;30.8733024597;3;26.188703537;18.5;7;40.7513427734;
35;3;15.3214931488;14.5;5;31.1156759262;3;26.225402832;18.5;8;40.8732111454;
36;3;15.3760271072;15.5;5;31.353228569;3;26.2619628906;20.5;8;40.9943182468;
37;3;15.0;14.5;5;32.5849161148;3;26.2982959747;22.5;8;41.1143746376;
38;3;17.0;15.0;5;32.8397963047;3;26.334312439;24.5;8;41.2330999374;
39;3;19.0;15.5;5;33.0876338482;3;26.3699302673;26.5;9;41.0339050293;
40;3;18.2386322021;14.5;5;33.3277199268;3;26.3101711273;28.3519992828;9;40.8623347282;
41;3;17.8737373352;14.5;4;33.5594761372;3;26.2587013245;28.2187995911;9;40.7152833939;
42;3;17.9258823395;15.5;3;33.7824548483;3;26.2145862579;28.0989189148;10;40.5899653435;
43;3;17.9760532379;16.5;3;33.996337533;3;26.176990509;27.991027832;11;40.4838666916;
44;3;17.0;16.0943546295;3;34.2009277344;3;26.145160675;27.8939247131;11;40.3947358131;
45;3;18.2749786377;15.5;3;34.3961441517;3;26.1184196472;27.8065319061;12;40.3205504417;
46;3;17.282617569;14.5;4;34.5820095539;4;24.6367263794;28.7278785706;11;40.2594981194;
47;3;19.1559524536;17.5;5;34.7586388588;4;25.59425354;27.6570911407;12;40.2099528313;
48;3;20.1956939697;20.5;5;34.9262257814;4;24.5560302734;28.5933818817;12;40.1704630852;
49;4;21.9271850586;24.5;4;36.0850305557;4;24.5216255188;29.5360431671;12;40.1397361755;
50;4;24.2691307068;27.5;5;36.2753684521;4;25.4906635284;27.4844398499;12;40.116610527;
51;4;25.3029594421;30.5;5;36.4587783813;4;24.4627971649;28.4379959106;12;40.1000590324;
52;4;25.9599571228;31.5;4;36.6307703257;4;24.4377174377;29.3961963654;13;40.0891685486;
53;4;26.2419223785;32.5;7;36.7118959427;4;24.415145874;30.0445842743;13;40.0831236839;
54;4;25.9125995636;33.2723922729;7;36.7945578098;4;24.3948326111;30.0415611267;13;40.0812072754;
55;4;26.006111145;33.1059188843;7;36.8787230253;4;24.3765487671;30.0406036377;13;40.0536456108;
56;4;25.9329929352;33.3104858398;8;36.9643545151;4;24.3600940704;30.0268230438;13;40.0042796135;
57;4;26.0233955383;33.1524085999;9;37.0514107943;4;25.3452835083;28.0021400452;13;40.9598498344;
58;5;26.336566925;32.5;8;37.1398457289;4;25.3319549561;29.9799251556;14;40.9750641584;
59;5;26.0409297943;33.2011871338;7;37.2296087742;4;26.3199596405;31.9599323273;14;40.996740818;
60;5;25.9768867493;33.3883895874;8;37.3206448555;4;27.6430206299;30.9419384003;15;42.4759680033;
61;5;26.3971443176;32.5;9;37.4128943682;5;26.6633987427;33.532333374;13;43.5783054829;
62;6;26.0003128052;33.4279708862;7;59.256293416;5;26.9038944244;35.9331588745;14;44.3344246149;
63;6;27.0123748779;34.4478683472;7;60.4382731915;5;27.0400009155;37.1672134399;14;44.6381591558;
64;6;28.0246562958;35.4678153992;7;61.4272785187;5;27.4946231842;36.561378479;15;44.9428036213;
65;6;29.0945072174;36.3603363037;7;62.2401354313;5;27.0400009155;37.4714012146;15;45.2480204105;
66;6;30.5033550262;36.5;7;62.900321126;5;27.0400009155;37.6240081787;16;45.553522706;
67;7;31.6499996185;39.4171867371;6;64.4334489107;6;27.0400009155;37.776763916;15;45.85906744;
68;7;34.5472984314;39.5;8;64.8767107725;6;28.0400009155;35.8466033936;16;46.1644484997;
69;7;35.1304779053;41.4756278992;8;65.0172002316;6;27.0400009155;36.9201889038;16;46.4694850445;
70;7;35.6500015259;43.5053710938;8;65.1593689919;6;27.7395019531;36.8316688538;16;46.7740108967;
71;7;37.4011688232;42.5;8;67.1485314369;6;27.788105011;37.1401672363;16;47.0778610706;
72;7;38.3265609741;43.5947875977;9;68.7714828253;6;27.0400009155;38.2074737549;16;47.3808605671;
73;7;38.6855659485;44.0193481445;10;69.9933279753;6;28.0400009155;37.2074737549;17;47.6828124523;
74;8;38.3971252441;45.3527412415;8;70.828600049;6;29.0400009155;37.2074737549;17;48.9834871292;
75;8;39.0835151672;44.612953186;9;71.3934561014;6;30.4317188263;38.4000015259;17;49.4298135042;
76;8;39.5017585754;44.0;11;71.7721586227;6;31.4629936218;40.4000015259;17;49.873106122;
77;8;39.2086219788;44.783493042;11;72.1416746378;7;30.5961074829;42.4000015259;15;60.3308624029;
78;8;34.6262626648;46.8260612488;12;72.4104295969;7;31.1673469543;45.1528968811;16;61.2358772755;
79;9;33.4000015259;49.8702392578;11;72.6835682392;7;30.6135406494;48.2487716675;16;62.1201633215;
80;9;32.4000015259;52.3035163879;12;72.9606970549;7;29.1716003418;51.1911239624;16;62.9848473072;
81;9;31.3999996185;52.9633483887;13;73.2413933277;7;28.1716003418;53.385597229;17;63.8377101421;
82;9;30.3999996185;56.01222229;14;73.5252072811;7;27.7858467102;54.5431594849;19;64.6775896549;
83;9;30.1000003815;54.0625839233;12;73.8116636276;7;26.1716003418;57.6421928406;20;65.5040121078;
84;9;30.1000003815;54.1143836975;12;74.1002647877;7;25.1716003418;60.026222229;20;66.2906591892;
85;9;30.1000003815;54.167552948;13;74.3904938698;7;24.1716003418;62.2462234497;21;67.05991745;
86;9;30.1000003815;54.2220191956;14;74.6818187237;7;21.1716003418;65.4729614258;22;67.8121824265;
87;9;30.1000003815;55.2776947021;14;74.9736948013;7;20.0;68.7058334351;21;68.5479202271;
88;9;30.1000003815;56.3344802856;13;75.2655684948;8;20.0;71.9441146851;17;84.2675242424;
89;9;30.1000003815;57.3922767639;10;75.5568828583;8;22.0;74.0255432129;16;86.0212106705;
90;9;30.1000003815;58.450969696;11;75.8470804691;8;23.0;76.1144561768;15;87.5682435036;
91;9;30.1000003815;59.5104293823;10;76.135607481;8;23.0;78.2005615234;14;88.9616184235;
92;9;30.1000003815;59.5705337524;8;76.4219191074;8;23.0;79.7413330078;16;90.2458148003;
93;9;30.1000003815;59.6311378479;8;76.7054822445;10;24.0;82.1827850342;14;91.4201951027;
94;9;30.1000003815;59.6921043396;8;76.9857800007;11;25.2355995178;82.4317092896;15;92.4885230064;
