Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3999996185;16.0;6;32.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;12.3999996185;16.0;6;32.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.3999996185;16.0;6;32.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;14.3999996185;16.0;6;32.6399993896;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;14.7919998169;16.3199996948;6;33.0;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;14.8999996185;16.5;6;34.6500015259;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;16.7919998169;17.3250007629;6;35.8107757568;
11;1;10.6065406799;12.4589796066;5;25.0;1;17.7919998169;17.9053878784;6;36.5947532654;
12;1;12.5272569656;12.5;5;25.0;1;18.7919998169;18.2973766327;6;37.0;
13;1;13.5272569656;12.5;5;25.0;1;19.7919998169;18.5;7;37.0;
14;1;14.5272569656;12.5;5;25.0;1;20.7919998169;18.5;7;37.0;
15;1;15.5272569656;12.5;5;25.0;1;21.7919998169;18.5;8;37.0;
16;1;16.527256012;12.5;3;25.0;1;22.7919998169;18.5;8;37.0;
17;1;17.527256012;12.5;3;25.0;1;23.1000003815;18.5;8;37.0;
18;1;17.625;12.5;3;25.0;1;23.1000003815;18.5;9;37.0;
19;1;17.625;12.5;4;25.0;1;23.1000003815;18.5;9;37.0;
20;1;17.625;12.5;5;25.0;1;23.1000003815;18.5;10;37.0;
21;1;17.625;12.5;5;25.0;1;23.1000003815;18.5;9;37.0;
22;1;17.625;12.5;6;25.0;1;23.1000003815;18.5;9;37.0;
23;1;17.625;12.5;6;25.0;1;23.1000003815;18.5;9;37.0;
24;1;17.625;12.5;6;25.0;1;23.1000003815;18.5;9;37.0;
25;1;17.625;12.5;6;25.0;1;23.1000003815;18.5;9;36.7039985657;
26;1;17.625;12.5;6;25.0;2;24.0111999512;18.3519992828;8;37.4375991821;
27;2;17.625;12.5;3;42.25;3;24.9312801361;18.2187995911;7;37.2491978407;
28;2;16.625;13.5;3;43.1124992371;3;24.8593521118;18.0989189148;7;37.0868735313;
