Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;11.3999996185;16.0;5;32.0;
5;2;8.42599964142;10.9200000763;4;23.5701436996;2;12.6999998093;16.0;4;33.0;
6;2;9.51000022888;11.2650718689;4;24.1677889824;2;13.6999998093;16.0;4;33.0299999714;
7;2;10.4377527237;11.543302536;4;24.6518967152;2;14.7089996338;16.0;4;33.7005903721;
8;2;10.5466766357;11.7641716003;4;25.2882254124;2;15.1101770401;16.3199996948;4;34.091766119;
9;2;10.6898508072;12.0549411774;4;25.8007466793;2;15.2275295258;16.5;4;35.8062717915;
10;2;10.8051681519;12.2827939987;4;26.211971283;2;17.1388816833;17.3250007629;4;37.0346152782;
11;2;10.897693634;12.4589796066;5;26.3549081087;2;19.1388816833;17.9053878784;4;37.8892837763;
12;2;13.8184099197;12.5;5;26.4178448915;2;21.1388816833;18.2973766327;4;38.3683896065;
13;2;15.8184099197;12.5;5;26.4828127623;2;22.2025165558;18.5;5;38.4454519749;
14;2;16.8608894348;12.5;5;26.5497941971;2;23.2256355286;18.5;6;38.5257402658;
15;2;17.8759613037;12.5;5;26.6187632084;2;24.2497215271;18.5;6;38.6092633009;
16;2;18.8914775848;12.5;5;26.6896851063;2;25.2747783661;18.5;7;38.6960144043;
17;2;19.9074344635;12.5;4;26.7625159025;2;25.6088047028;18.5;7;38.7859708071;
18;2;20.021566391;12.5;5;26.8372021914;2;25.6357917786;18.5;7;38.8790918589;
19;2;20.0383701324;12.5;5;26.9136811495;2;25.663728714;18.5;8;38.9753184319;
20;2;20.0555782318;12.5;5;26.9918802977;3;25.6925964355;18.5;7;39.0745718479;
21;2;20.0731735229;12.5;5;27.0717172623;3;25.7223720551;18.5;7;39.1767532825;
22;2;20.0911369324;12.5;5;27.1531002522;3;25.7530269623;18.5;7;39.2817435265;
23;2;20.1094474792;12.5;5;27.2359278202;3;25.7845230103;18.5;7;39.3894021511;
24;3;20.1280841827;12.5;5;27.320089817;3;25.816822052;18.5;6;39.4995679855;
25;3;20.14702034;12.5;5;27.4054670334;3;25.8498706818;18.5;6;39.6120593548;
