Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;2;7.0;11.1999998093;4;21.0;1;11.3999996185;16.0;6;32.0;
3;2;8.14999961853;10.0;4;22.1599999666;1;11.3999996185;16.0;6;32.0;
4;2;8.32399940491;10.5;4;23.1837440729;1;11.3999996185;16.0;6;32.0;
5;2;8.47756195068;10.9200000763;3;24.0842676163;2;12.6999998093;16.0;5;32.7439994812;
6;2;9.62567806244;11.2650718689;3;24.8807770014;2;13.6999998093;15.8719997406;5;32.1771504879;
7;2;10.5981750488;11.543302536;3;25.5953338146;2;14.6531457901;15.572479248;5;31.7513902187;
8;2;10.7589492798;11.7641716003;3;26.5062067509;2;14.5254173279;15.3431510925;5;31.3721939325;
9;2;10.9638967514;12.0549411774;3;27.3358271122;2;14.4116573334;15.1367559433;5;31.3922562599;
10;2;11.150560379;12.2827939987;3;28.1100990772;2;16.5563907623;15.1119604111;5;31.4208797216;
11;2;11.3247718811;12.4589796066;4;28.6648275852;2;18.5563907623;15.0896444321;5;31.4576499462;
12;2;14.2454881668;12.5;4;29.1901869774;2;20.5563907623;15.069560051;5;31.5021903515;
13;2;16.2454891205;12.5;4;29.7688441277;2;21.6256580353;15.051484108;6;31.5541543961;
14;2;17.6002464294;12.5;4;30.3998174667;2;22.2058906555;15.6287050247;6;31.6132217646;
15;2;18.7422161102;12.5;4;31.0802044868;2;23.0123443604;15.6494035721;6;31.6790909767;
16;2;19.8953018188;12.5;4;31.8049526215;2;23.0044384003;15.8395452499;7;31.7514693737;
17;2;21.0583705902;12.5;4;32.5667700768;2;22.9973220825;15.8757343292;7;31.8300776482;
18;2;21.3275222778;12.5;4;33.3562288284;2;22.9909172058;15.9150390625;7;31.9146362543;
19;2;21.5051517487;12.5;4;34.1620845795;3;22.9851531982;15.957318306;6;32.0048656464;
20;2;21.6864700317;12.5;6;34.971821785;3;22.97996521;16.0024337769;5;32.1004836559;
