Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3999996185;16.0;6;32.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.6999998093;16.0;5;32.7439994812;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.6999998093;15.8719997406;4;32.3344796896;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.7003440857;15.6543998718;4;31.8839398623;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.5651817322;15.4168796539;4;31.3447738886;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.4034328461;15.1355276108;4;31.1901830435;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;16.5861358643;15.0350790024;4;31.0571607351;
11;1;10.6065406799;12.4589796066;6;25.0;2;18.5861358643;14.9446754456;4;30.9436988831;
12;1;12.5272569656;12.5;6;25.0;2;20.5861358643;14.8633117676;4;30.8479892015;
13;1;13.5272569656;12.5;6;25.0;2;21.6304740906;14.7900848389;5;30.7683964968;
14;1;14.5272569656;12.5;6;25.0;2;22.6461391449;14.7241802216;5;30.7034468651;
15;1;15.5272569656;12.5;6;25.0;2;23.2110328674;14.6648664474;5;30.6518044472;
16;1;16.527256012;12.5;6;25.0;2;22.7668914795;15.0401344299;5;30.6122636795;
17;1;17.527256012;12.5;7;25.0;2;23.1836795807;14.5634393692;6;30.5837301016;
18;1;17.625;12.5;7;25.0;2;22.7121200562;14.9831991196;8;30.5652105808;
19;1;17.625;12.5;7;25.0;2;23.1695632935;14.4812841415;8;30.5558018684;
20;1;17.625;12.5;6;25.0;2;23.1667404175;14.4462594986;8;30.5546847582;
21;1;17.625;12.5;7;25.0;2;23.1664047241;14.4147377014;8;30.5611087084;
22;1;17.625;12.5;7;25.0;2;22.6318206787;14.9228801727;8;30.5743899345;
23;1;17.625;12.5;7;25.0;2;23.1723175049;14.3608350754;8;30.5939002037;
24;1;17.625;12.5;6;25.0;2;22.6027145386;15.2969503403;8;30.6190649271;
25;1;15.625;13.5;7;25.0;2;22.5903053284;15.3095321655;8;30.6493515968;
26;1;14.625;14.5;8;25.0;2;22.5791358948;15.32467556;8;30.6842725277;
