Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;2;11.5999994278;16.0;3;33.0;
2;1;7.0;11.0;4;20.0;2;11.5999994278;16.0;3;33.0299999714;
3;1;8.0;10.0;3;21.0;2;11.6059999466;16.0;3;33.0605909824;
4;1;8.14999961853;10.5;3;21.8400001526;2;11.6121177673;16.0;3;33.091766119;
5;1;8.27600002289;10.9200000763;2;22.5301437378;2;12.7275295258;16.0;3;33.1235172749;
6;1;9.27600002289;11.2650718689;2;23.086605072;2;13.7370548248;16.0;3;32.8971381187;
7;1;10.194486618;11.543302536;2;23.5283432007;2;14.7459411621;15.8719997406;3;32.5753849745;
8;1;10.2938766479;11.7641716003;2;24.1098823547;2;14.7726154327;15.6971998215;3;32.2889351845;
9;1;10.4247236252;12.0549411774;2;24.5655879974;2;14.6866807938;15.5398797989;4;32.8433746099;
10;1;10.5272569656;12.2827939987;2;24.9179592133;2;16.7989444733;15.7873125076;5;33.0025037527;
11;1;10.6065406799;12.4589796066;2;25.0;2;18.7989444733;15.8360004425;6;33.0664410591;
12;1;11.6065406799;12.5;2;25.0;2;20.7989444733;15.8360004425;6;33.1325592995;
13;1;12.6065406799;12.5;2;25.0;2;21.8564872742;15.8360004425;6;33.2008469105;
14;1;13.6065406799;12.5;3;25.0;2;22.8769741058;15.8360004425;6;33.2712831497;
15;2;14.6065406799;12.5;2;25.0;2;23.898103714;15.8360004425;7;33.3438380957;
16;2;15.6065406799;12.5;4;25.0;2;24.0031509399;15.8360004425;7;33.4184715748;
17;2;16.6065406799;12.5;4;25.0;2;24.0255413055;15.8360004425;7;33.4951334;
18;2;17.6065406799;12.5;4;25.0;2;24.0485401154;15.8360004425;7;33.5737626553;
19;2;17.625;12.5;4;25.0;2;24.0721282959;15.8360004425;7;33.6542878151;
20;2;17.625;12.5;4;25.0;3;24.0962867737;15.8360004425;7;33.7366263866;
21;2;17.625;12.5;4;25.0;3;23.5016002655;15.8360004425;7;33.8206849098;
22;3;18.625;12.8000001907;3;26.0;3;24.1462059021;15.8360004425;7;33.9063596725;
23;3;19.625;12.5;3;26.0399999619;3;24.1719074249;15.8360004425;7;33.9935362339;
24;3;19.8589992523;12.5;3;26.0811839104;3;24.1980609894;15.8360004425;7;34.0820903778;
25;3;19.8682670593;12.5;2;26.1235535145;3;24.2246265411;15.8360004425;7;34.171888113;
26;3;19.8777999878;12.5;2;26.1671074629;3;24.2515659332;15.8360004425;6;34.2627868652;
27;3;19.8875999451;12.5;1;26.211841464;3;23.5016002655;16.8360004425;7;34.3546357155;
28;3;19.625;13.1059207916;1;26.2577478886;3;24.3063907623;15.8360004425;7;34.4472768307;
29;3;19.9079933167;12.5;1;26.3048160076;3;23.5016002655;16.8360004425;7;34.5405461788;
30;3;17.9185829163;13.5;1;26.3530313969;3;23.5016002655;17.2702732086;6;34.6342744827;
