Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;6;21.0;1;11.3999996185;16.0;6;31.3753604889;
4;1;8.14999961853;10.5;6;21.8400001526;1;11.2750720978;15.6876802444;6;30.8131847382;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;12.2750720978;15.4065923691;5;30.0712966919;
6;2;9.50100040436;11.2650718689;5;24.2066050768;1;13.2750720978;15.0356483459;5;29.4035968781;
7;2;10.4464864731;11.543302536;5;24.78139925;1;13.8210792542;14.701798439;4;28.8757743835;
8;2;10.5758142471;11.7641716003;5;25.5226647854;1;13.6627321243;14.4378871918;4;28.4007339478;
9;2;10.7425994873;12.0549411774;5;26.1562004089;1;13.5202198029;14.2003669739;4;28.2656269073;
10;2;10.8851451874;12.2827939987;5;26.7059569359;1;15.6627321243;14.1328134537;4;28.1440315247;
11;2;11.0088405609;12.4589796066;5;27.0063481331;1;16.6627311707;14.0720157623;4;28.0345954895;
12;2;13.0088405609;12.5;5;27.2469825745;1;17.6627311707;14.0172977448;4;27.9361019135;
13;2;15.0088405609;12.5;5;27.5110707283;1;18.6627311707;13.9680509567;4;27.8474578857;
14;2;16.1715316772;12.5;5;27.7995657921;1;19.6627311707;13.9237289429;5;27.7676792145;
15;2;17.2364425659;12.5;5;28.1131293774;1;20.3303031921;13.8838396072;6;27.6958770752;
16;2;18.3069953918;12.5;5;28.4520516396;1;20.308763504;13.8479385376;6;27.6312561035;
17;2;19.3832511902;12.5;5;28.8161723614;1;20.2893772125;13.8156280518;6;27.573097229;
18;2;20.4651794434;12.5;6;29.2048048973;1;20.2719287872;13.7865486145;7;27.5207538605;
19;2;20.5710811615;12.5;6;29.6166739464;1;20.2562255859;13.7603769302;7;27.4736442566;
20;2;20.6637516022;12.5;6;30.0498714447;1;20.2420921326;13.7368221283;7;27.4312458038;
21;2;20.761220932;12.5;6;30.5018415451;1;20.2293739319;13.7156229019;7;27.3930873871;
22;2;20.8629150391;12.5;6;30.9693965912;1;20.2179260254;13.6965436935;8;27.358745575;
23;3;20.9681148529;12.5;6;31.4487752914;1;20.2076225281;13.6793727875;8;27.3278369904;
24;4;21.0759735107;12.5;5;31.9357366562;1;20.1983509064;13.6639184952;8;27.3000202179;
