Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;5;32.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;11.3999996185;16.0;5;32.0;
5;2;8.42599964142;10.9200000763;3;23.6901437044;1;12.3999996185;16.0;5;32.0;
6;2;9.53699970245;11.2650718689;3;24.4303489923;1;13.3999996185;16.0;5;32.0;
7;2;10.4968290329;11.543302536;3;25.0824670792;1;14.3999996185;16.0;5;32.6399993896;
8;2;10.6435546875;11.7641716003;3;25.91959548;1;14.7919998169;16.3199996948;5;32.4119987488;
9;2;10.8319091797;12.0549411774;3;26.6682989597;1;14.7235994339;16.2059993744;5;33.2637863159;
10;2;11.0003671646;12.2827939987;3;27.3549442291;1;16.7919998169;16.631893158;5;33.8546218872;
11;2;11.1548624039;12.4589796066;4;27.8162534237;2;18.7919998169;16.9273109436;4;35.0400009155;
12;2;14.0755786896;12.5;4;28.2438662052;2;20.7919998169;17.0200004578;4;35.1044008732;
13;2;16.0755786896;12.5;4;28.7225353718;2;22.1113204956;17.0200004578;5;35.1722627878;
14;2;17.3648281097;12.5;4;29.2540192604;2;23.1316776276;17.0200004578;6;35.2386103868;
15;2;18.4844112396;12.5;4;29.8387761116;2;24.1515827179;17.0200004578;6;35.3037546873;
16;2;19.6159801483;12.5;4;30.4756183624;2;24.5911254883;17.0200004578;6;35.3716163635;
17;2;20.7592697144;12.5;4;31.1614055634;2;24.6114845276;17.0200004578;7;35.4422184229;
18;2;21.0113162994;12.5;5;31.8908295631;2;24.6326656342;17.0200004578;7;35.51557374;
19;2;21.1754360199;12.5;5;32.6563434601;2;24.6546707153;17.0200004578;6;35.5916842222;
20;2;21.3476772308;12.5;5;33.4482889175;2;24.6775054932;17.0200004578;7;35.6705394983;
21;2;21.5258655548;12.5;5;34.2552452087;2;24.2119998932;17.5091629028;7;35.7521163225;
22;3;21.7074298859;12.5;4;35.0645933151;2;24.7256355286;17.0200004578;7;35.8363778591;
23;3;21.8895339966;12.5;4;35.8632593155;3;24.2119998932;17.9181880951;5;35.9232726097;
24;3;19.8895339966;13.5;5;36.6385421753;3;24.2119998932;17.9616355896;5;36.0127341747;
