Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;2;11.5999994278;16.0;3;33.0;
2;1;7.0;11.0;5;20.0;2;11.5999994278;16.0;3;33.0299999714;
3;1;8.0;10.0;6;21.0;2;11.6059999466;16.0;3;32.8021184206;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.560423851;15.8719997406;2;32.6003074646;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.6748123169;15.7567996979;2;32.4219989777;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.6835269928;15.6531200409;2;32.2648777962;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.6794633865;15.5598077774;2;32.2188613415;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.6656579971;15.5218267441;2;31.9674158096;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.5902242661;15.3820438385;2;32.6137242317;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;16.6919002533;15.6755199432;2;32.9962198734;
11;1;10.6065406799;12.4589796066;5;25.0;2;18.6919002533;15.8360004425;2;33.0599384308;
12;1;11.6065406799;12.5;5;25.0;2;20.6919002533;15.8360004425;3;33.1258385181;
13;2;13.6065406799;12.6999998093;4;26.0;2;21.7492465973;15.8360004425;4;33.1939095259;
14;2;15.6065406799;12.5;4;26.0399999619;3;22.7696685791;15.8360004425;3;33.2641317844;
15;2;16.8405399323;12.5;4;26.0811839104;3;23.7907333374;15.8360004425;4;33.3364760876;
16;2;17.8498077393;12.5;4;26.1235535145;3;24.0009422302;15.8360004425;4;33.4109034538;
17;2;18.8593406677;12.5;4;26.1671074629;3;24.0232715607;15.8360004425;4;33.4873646498;
18;2;19.869140625;12.5;4;26.211841464;3;23.5016002655;16.3806095123;5;33.5657999516;
19;2;19.625;12.8635520935;4;26.2577478886;3;24.0697402954;15.8360004425;5;33.6461386681;
20;2;19.9079933167;12.5;5;26.3048160076;3;23.5016002655;16.4282417297;5;33.7282996178;
21;2;19.9185829163;12.5;5;26.3530313969;3;24.1184902191;15.8360004425;5;33.8121905327;
22;2;19.9294319153;12.5;5;26.4023760557;3;24.1436576843;15.8360004425;5;33.897708416;
23;2;19.625;12.920712471;5;26.4528282881;3;24.1693115234;15.8360004425;6;33.9847400188;
24;2;19.9518871307;12.5;6;26.5043625832;3;24.1954212189;15.8360004425;6;34.0731620789;
25;2;19.9634819031;12.5;7;26.5569496155;3;24.2219486237;15.8360004425;6;34.1628415585;
26;2;19.625;12.9670848846;6;26.6105561256;3;24.2488517761;15.8360004425;7;34.2536365986;
27;2;19.9873752594;12.5;6;26.6651450396;3;24.2760906219;15.8360004425;7;34.345397234;
28;2;19.625;13.332572937;7;26.72067523;3;24.3036193848;15.8360004425;7;34.4379663467;
29;2;20.0121517181;12.5;6;26.7771017551;3;24.3313903809;15.8360004425;7;34.5311803818;
