Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;2;11.5999994278;16.0;5;33.0;
3;1;8.0;10.0;5;21.0;2;11.5999994278;16.0;5;33.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;2;11.5999994278;16.0;5;33.0;
5;2;8.42599964142;10.9200000763;4;23.5601437092;2;12.6999998093;16.0;5;33.0;
6;2;9.5077495575;11.2650718689;4;24.1471960545;2;13.6999998093;16.0;5;33.0;
7;2;10.4331197739;11.543302536;4;24.6201093197;2;14.6999998093;16.0;5;33.6399993896;
8;2;10.5395240784;11.7641716003;3;25.2443172932;2;15.0920000076;16.3199996948;5;34.0;
9;2;10.6799716949;12.0549411774;3;25.7438752651;2;15.1999998093;16.5;5;35.6700015068;
10;2;10.7923717499;12.2827939987;3;26.141277194;2;17.0979995728;17.3250007629;5;36.8509716988;
11;2;10.8817873001;12.4589796066;4;26.2695188522;2;19.0979995728;17.9053878784;5;37.6553350687;
12;2;13.8025035858;12.5;4;26.3168779612;2;21.0979995728;18.2973766327;5;38.0811508894;
13;2;15.8025035858;12.5;4;26.365380168;2;22.1163444519;18.5;6;38.1018965244;
14;2;16.8344669342;12.5;4;26.4150065184;2;23.1225681305;18.5;6;38.1228116751;
15;2;17.8456344604;12.5;4;26.4657343626;2;24.1288433075;18.5;7;38.1438889503;
16;2;18.8570461273;12.5;4;26.5175373554;2;25.1351661682;18.5;7;38.1651208401;
17;2;19.8687019348;12.5;4;26.5703849792;2;25.4495372772;18.5;7;38.1864993572;
18;2;19.625;12.9711151123;5;26.6242431402;2;25.4559497833;18.5;7;38.2080165148;
19;2;19.625;12.9872732162;5;26.6790736914;2;25.4624061584;18.5;7;38.2296639681;
20;2;20.0027923584;12.5;5;26.7348344326;3;25.4688987732;18.5;6;38.2514331341;
21;2;19.625;13.020450592;5;26.7914797068;3;25.1000003815;18.8754291534;6;38.2733153105;
22;2;19.625;13.0374441147;6;26.8489596844;3;25.1000003815;18.8819942474;6;38.2953014374;
23;3;19.625;13.0546875;5;26.9072211981;3;25.1000003815;19.1476516724;6;38.3173824549;
24;3;20.0541248322;12.5;6;26.9662073851;3;25.4952144623;18.5;7;38.3395489454;
25;3;17.625;14.0898618698;5;27.0258579254;3;25.501865387;18.5;7;38.3617914915;
26;3;16.625;15.1077575684;5;27.0861098766;3;25.1000003815;19.1808948517;7;38.3841004372;
27;3;16.0943756104;15.5;5;27.1468968391;3;25.1000003815;19.1920509338;7;38.4064661264;
28;3;15.1080513;16.5;5;27.20814991;3;25.1000003815;19.2032337189;7;38.428878665;
29;3;14.4968338013;17.5;6;27.2697980404;3;25.1000003815;19.2144393921;7;38.4513280392;
30;4;14.5107040405;18.5;5;27.3317680359;3;23.5353984833;19.5;7;39.4738043547;
31;4;14.5246477127;19.5;5;27.393985033;3;23.5421409607;20.5;7;39.5562974215;
32;4;14.538646698;20.5;5;27.4563727379;3;23.5488891602;21.5;7;39.6417613029;
33;4;14.5526838303;21.5;5;27.5188536644;3;22.8925285339;22.5;8;39.7302547693;
34;4;14.5667419434;22.5;5;27.5813500881;3;21.9190750122;23.5;8;39.821828723;
35;4;14.5808038712;23.5;5;27.6437838078;3;20.9465503693;24.5;8;39.9165246487;
36;4;14.5948514938;24.5;6;27.7060770988;3;19.9749565125;25.5;9;40.0143737793;
37;4;15.6088676453;22.5;8;27.7681524754;3;20.5825996399;25.5;9;40.1153953075;
38;4;14.6228342056;23.5;8;27.8299334049;3;21.5893135071;27.5;9;40.2195951939;
39;4;14.6367349625;24.5;8;27.8913447857;3;22.5698680878;29.5;10;40.3269649744;
40;4;15.6505527496;22.5;9;27.9523131847;3;24.0980892181;31.5;10;40.4374806881;
41;4;14.664270401;23.5;9;28.0127673149;3;24.6218967438;33.5;10;40.5511010885;
42;4;14.6778726578;24.5;10;28.0726380348;4;26.6159820557;35.4155807495;11;41.6677672863;
43;4;15.6913433075;22.5;11;28.1318588257;4;28.1000003815;36.3709754944;11;41.8242013454;
44;4;14.704668045;23.5;11;28.1903662682;4;29.6291599274;37.5;12;41.984478116;
45;4;14.7178325653;24.5;12;28.2481002808;4;29.6357021332;38.5621185303;13;42.1484775543;
46;4;15.7308225632;22.5;12;28.305003643;4;29.7683429718;39.403678894;14;42.3160564899;
47;4;14.7436256409;23.5;13;28.3610234261;5;29.8002376556;40.221572876;13;42.4870488644;
48;4;14.7562303543;24.5;13;28.4161098003;5;29.1000003815;40.2607460022;13;42.6612653732;
49;4;15.7686252594;22.5;13;28.4702172279;5;29.66147995;40.3647155762;15;42.8384945393;
50;4;16.7807998657;22.5;15;28.5233039856;5;29.9003753662;40.3408622742;15;43.0185030699;
51;4;17.7927436829;22.5;15;28.5753324032;5;29.6741046906;40.4249343872;15;43.2010370493;
52;4;18.0;22.5;15;28.6262691021;5;29.9702568054;40.4232330322;17;43.385823369;
53;4;19.0;22.5;15;28.67608428;5;29.6865234375;40.4876823425;18;43.5725712776;
54;4;19.625;22.5;15;28.7247524261;5;29.1000003815;42.0777053833;19;43.7609747648;
55;4;19.625;23.5;16;28.7722523212;5;30.0783500671;40.5507202148;19;43.9349251986;
56;4;20.4737567902;22.5;16;28.8185660839;5;29.1000003815;41.5862808228;20;44.1058324575;
57;4;19.625;23.5;16;28.8636798859;5;29.1000003815;42.3729934692;20;44.2776176929;
58;4;20.4943275452;22.5;17;28.9075837135;5;30.1000003815;40.6547622681;20;44.4499443769;
59;5;19.625;23.5;17;28.9502708912;5;30.2250881195;40.6897544861;22;46.2862553596;
60;5;19.625;22.5;17;28.991738081;5;31.3514003754;40.4871063232;22;47.6200451851;
61;5;20.523141861;22.5;17;29.0;5;31.7262134552;41.031047821;22;48.541113019;
62;5;20.5249996185;22.5;18;29.0;5;30.6359767914;42.3669891357;23;48.917331934;
63;5;20.5249996185;22.5;18;29.0;5;30.64793396;43.4294204712;23;49.2977089882;
64;5;20.5249996185;22.5;18;29.0;5;30.6598567963;43.9757881165;24;49.6808838844;
65;5;20.5249996185;22.5;18;29.0;5;30.6717376709;44.1662940979;25;50.0654573441;
66;5;20.5249996185;22.5;18;29.0;6;31.0;43.233215332;24;50.4500162601;
67;5;20.5249996185;22.5;19;30.0;6;31.7136268616;42.6258659363;25;50.833158493;
68;5;21.5249996185;23.5;19;30.0399999619;6;30.0;45.6258659363;25;51.2135179043;
69;5;22.5249996185;24.5;19;30.0811839104;6;30.0;47.8236122131;25;51.5897874832;
70;5;22.5249996185;25.5;20;30.1235535145;6;31.730178833;45.6258659363;25;51.9607408047;
71;5;22.7777996063;26.5;20;30.1671074629;6;30.0;48.6258659363;25;52.3252484798;
72;5;22.7875995636;27.5;20;30.211841464;6;31.7529449463;47.0510864258;25;52.6822934151;
73;5;22.5249996185;28.1059207916;20;30.2577478886;6;32.0;48.1247177124;25;53.0309801102;
74;5;22.8079929352;27.5;22;30.3048160076;6;30.7752666473;48.1987609863;26;53.3705403805;
75;5;22.5249996185;28.1524085999;21;30.3530313969;6;30.7862434387;49.2730560303;26;53.7003352642;
76;5;22.8294315338;27.5;21;30.4023760557;6;31.0;48.3474464417;27;54.0198531151;
77;5;22.5249996185;28.2011871338;22;30.4528282881;6;30.8077926636;48.4217758179;28;54.3287050724;
78;5;22.8518867493;27.5;23;30.5043625832;6;31.0;48.495891571;29;54.626619339;
79;6;22.8634815216;27.5;22;31.7070367336;6;30.8287639618;48.5696334839;29;54.9134290218;
80;6;21.8500003815;28.7935180664;22;32.6915992498;6;30.8390197754;49.6428451538;30;55.1890628338;
81;6;22.0255012512;28.3899993896;19;33.4922785759;6;30.0;51.7153778076;26;55.4535367489;
82;6;22.1592674255;28.6872596741;16;34.1447191238;6;30.859046936;51.7870864868;19;55.7069375515;
83;6;22.2593841553;28.9097423553;16;34.5337268114;6;31.8688087463;49.8578338623;17;55.9494166374;
84;6;22.7386989594;29.0;16;34.7429454327;6;32.0;49.9274902344;13;56.181176424;
85;6;22.7608547211;29.0;14;34.9525961876;6;30.8878173828;49.9959335327;8;56.3659627438;
86;6;22.7836742401;29.0;14;35.1623857021;6;30.0;52.063041687;9;56.4696025848;
87;6;22.8071346283;29.0;13;35.3720214367;6;30.8999996185;52.1287231445;8;56.5612473488;
88;6;23.8312034607;29.0;13;35.5812113285;6;30.8999996185;52.6928710938;8;56.6505908966;
89;6;20.2999992371;32.0;13;35.7896649837;6;30.8999996185;52.7554130554;9;56.7375292778;
90;6;19.2999992371;34.2911643982;14;35.9970936775;6;30.8999996185;52.8162689209;10;56.8219742775;
91;6;18.2999992371;35.9985466003;14;36.2032115459;6;30.0;56.6397781372;11;56.9038524628;
92;6;17.2999992371;37.1016044617;15;36.4077348709;6;30.0;57.7134666443;11;56.9831061363;
93;6;16.2999992371;38.2038650513;15;36.6103830338;6;30.0;57.8847961426;11;57.0596909523;
94;6;16.0;38.2038650513;15;36.8108799458;6;30.0;57.9537200928;12;57.1335783005;
95;6;16.0;36.2038650513;15;37.008954525;7;30.0;58.0202178955;9;57.2047514915;
96;6;17.0;36.2038650513;16;37.2043418884;7;30.0;58.084274292;10;57.2732067108;
97;6;18.0;38.2038650513;16;37.3967838287;7;30.0;58.1458816528;11;57.3389525414;
98;7;20.0;41.2038650513;15;38.5860309601;7;30.0;58.2050552368;12;57.4020080566;
99;7;22.0;43.5679244995;15;38.771843195;8;30.0;58.2618026733;11;57.279406786;
100;7;20.0;43.6290473938;15;38.9022982121;8;31.8927993774;54.2378616333;11;57.1690659523;
101;7;19.0;42.6290473938;13;39.0231800079;8;30.8863201141;55.116317749;11;57.0697591305;
102;7;18.0;42.6290473938;9;40.7829422951;9;30.0;56.9603424072;10;56.9803826809;
103;6;6.0;20.6290473938;9;11.735932827;11;31.0;55.6242599487;6;87.2136240005;
