Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.3487997055;15.8719997406;6;31.3087997437;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;12.3487997055;15.6543998718;6;30.9171199799;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;13.3487997055;15.4585599899;6;30.5646076202;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.4693822861;15.2823038101;5;31.3329467773;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;14.3998842239;15.1664733887;5;31.1485966444;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.344578743;15.0622262955;5;31.9652383327;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;16.4218883514;15.4459438324;5;32.5661925077;
11;1;10.6065406799;12.4589796066;6;25.0;2;18.4218902588;15.7208995819;5;32.8492902517;
12;1;12.5272569656;12.5;6;25.0;2;20.4218902588;15.8360004425;5;32.8988440037;
13;1;13.5272569656;12.5;6;25.0;2;21.4679374695;15.8360004425;5;32.9498755932;
14;1;14.5272569656;12.5;6;25.0;2;22.4832458496;15.8360004425;6;33.0023778677;
15;1;15.5272569656;12.5;6;25.0;2;23.4989967346;15.8360004425;7;33.0563386679;
16;1;16.527256012;12.5;5;25.0;2;23.5016002655;16.2513027191;7;33.1117411852;
17;1;17.527256012;12.5;6;25.0;2;23.9335231781;15.8360004425;8;33.1685632467;
18;1;17.625;12.5;6;25.0;2;23.5016002655;16.2849693298;8;33.2267775536;
19;1;17.625;12.5;6;25.0;2;23.9680328369;15.8360004425;9;33.2863512039;
20;1;17.625;12.5;6;25.0;2;23.9859046936;15.8360004425;9;33.3472458124;
21;1;17.625;12.5;6;25.0;3;24.0041732788;15.8360004425;9;33.4094172716;
22;1;17.625;12.5;6;25.0;3;24.0228252411;15.8360004425;9;33.4728158712;
23;1;17.625;12.5;7;25.0;3;24.0418453217;15.8360004425;9;33.537386179;
24;1;17.625;12.5;7;25.0;3;24.0612163544;15.8360004425;9;33.6030672789;
25;1;17.625;12.5;7;25.0;4;23.0728302002;15.8360004425;5;48.6697926521;
