Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;2;7.0;11.1999998093;4;21.0;1;11.3999996185;16.0;6;32.0;
3;2;8.14999961853;10.0;4;22.0299999714;1;11.3999996185;16.0;6;32.0;
4;2;8.30449962616;10.5;4;22.900591135;1;11.3999996185;16.0;6;32.0;
5;2;8.43508911133;10.9200000763;4;23.6219098568;2;12.6999998093;16.0;5;33.0;
6;2;9.52164745331;11.2650718689;4;24.2101223469;2;13.6999998093;16.0;5;32.6932798624;
7;2;10.4472780228;11.543302536;4;24.6841782331;2;14.7462234497;15.7695999146;5;32.5500805378;
8;2;10.5539398193;11.7641716003;4;25.3101495504;2;14.7650241852;15.6050395966;5;32.4672548771;
9;2;10.6947841644;12.0549411774;4;25.8114621639;2;14.7401762009;15.4569358826;5;33.2946984768;
10;2;10.8075790405;12.2827939987;4;26.2106050253;2;16.9142189026;15.7286891937;5;33.8026888371;
11;2;10.8973855972;12.4589796066;5;26.3405687809;2;18.9142189026;15.8360004425;5;34.1366484165;
12;2;13.8181018829;12.5;5;26.3896260262;2;20.9142189026;15.8360004425;5;34.5147211552;
13;2;15.8181018829;12.5;4;26.4397966862;2;22.215839386;15.8360004425;5;34.9400420189;
14;2;16.8512115479;12.5;4;26.4910563231;2;23.3434352875;15.8360004425;6;35.4150989056;
15;2;17.862745285;12.5;4;26.5433766842;2;24.4859542847;15.8360004425;7;35.9414300919;
16;2;18.8745155334;12.5;4;26.5967253447;2;24.7824287415;15.8360004425;7;36.5192995071;
17;2;19.8865184784;12.5;4;26.6510663033;2;24.955789566;15.8360004425;8;37.1473727226;
18;2;19.9964904785;12.5;5;26.7063593864;2;25.1442108154;15.8360004425;8;37.8224372864;
19;2;20.0089302063;12.5;5;26.7625607252;2;25.3467311859;15.8360004425;8;38.53921175;
20;2;19.625;13.0287685394;5;26.8196225166;2;25.5617637634;15.8360004425;8;39.2902970314;
