Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;11.5999994278;16.0;5;33.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;12.6999998093;16.0;5;33.0399999619;
6;2;9.50100040436;11.2650718689;4;24.1166050434;2;13.7119998932;16.0;5;33.0811839104;
7;2;10.4262361526;11.543302536;4;24.5889341831;2;14.724354744;16.0;5;33.7635529041;
8;2;10.5325098038;11.7641716003;4;25.212254405;2;15.1290655136;16.3199996948;5;34.1671074629;
9;2;10.6727571487;12.0549411774;4;25.7109264135;2;15.2501316071;16.5;5;35.9085272551;
10;2;10.7849578857;12.2827939987;4;26.1074465513;2;17.1695575714;17.3250007629;5;37.1667299271;
11;2;10.8741750717;12.4589796066;5;26.2348128557;2;19.1695575714;17.9053878784;5;38.0456790924;
12;2;13.7948913574;12.5;5;26.2813059092;2;21.1695575714;18.2973766327;5;38.551171422;
13;2;15.7948913574;12.5;5;26.328953743;2;22.2573509216;18.5;5;38.6567879915;
14;2;16.8262710571;12.5;5;26.3777402639;2;23.2890357971;18.5;7;38.7678459883;
15;2;17.8372478485;12.5;5;26.4276455641;2;24.322353363;18.5;7;38.8843851089;
16;2;18.8484764099;12.5;5;26.4786461592;2;24.7919998169;19.0653152466;8;39.0064105988;
17;2;19.8599510193;12.5;5;26.5307145119;2;25.7019233704;18.5;8;39.1338896751;
18;2;19.9694099426;12.5;6;26.5838193893;2;25.1000003815;19.1401672363;8;39.2667479515;
19;2;19.9813594818;12.5;6;26.6379255056;2;25.7800254822;18.5;8;39.4048666954;
20;2;19.9935340881;12.5;6;26.6929937601;2;25.1000003815;19.2214603424;8;39.5480797291;
21;2;20.0059242249;12.5;6;26.7489811182;2;25.1000003815;19.2644233704;9;39.696171999;
22;2;20.0185203552;12.5;6;26.8058408499;2;25.9088516235;18.5;10;39.8488786221;
23;2;20.0313148499;12.5;7;26.8635222912;2;25.1000003815;19.5;10;40.0058836937;
24;4;20.04429245;12.5;5;26.9219712019;2;25.1000003815;20.0029411316;10;40.1668221951;
25;4;19.625;12.5;5;26.9811300039;2;25.1000003815;20.0834102631;11;40.3312809467;
