Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;7.0;11.0;5;20.0;2;11.0880002975;14.720000267;5;30.4400005341;
3;2;8.0;10.1999998093;4;22.0;2;11.0880002975;14.720000267;5;30.4584004879;
4;2;8.29999923706;10.5;4;22.8600001335;2;11.0916805267;14.720000267;5;30.4769517183;
5;2;8.42899990082;10.9200000763;4;23.5703396797;2;12.1990861893;14.720000267;5;30.4956485033;
6;2;9.5100440979;11.2650718689;4;24.1471868753;2;13.2046947479;14.720000267;5;30.3083341122;
7;2;10.4331178665;11.543302536;4;24.6094940901;2;14.0925006866;14.617600441;5;30.2272007465;
8;2;10.5371360779;11.7641716003;3;25.2225904465;2;14.0681600571;14.5682401657;5;30.1560362577;
9;2;10.6750831604;12.0549411774;3;25.7104232311;2;14.0468111038;14.5238161087;5;31.245579958;
10;2;10.7848453522;12.2827939987;3;26.0954813957;2;16.0844898224;15.0502128601;5;32.0571832657;
11;2;10.8714828491;12.4589796066;4;26.210757494;2;18.0844898224;15.4372406006;5;32.6504936218;
12;2;13.7921991348;12.5;4;26.2445284128;2;20.0844898224;15.7147283554;5;32.9321471453;
13;2;15.7921991348;12.5;4;26.2788209915;2;21.1189880371;15.8360004425;5;32.9720163345;
14;2;16.8149909973;12.5;4;26.3136199713;2;22.1309490204;15.8360004425;6;33.0126286745;
15;2;17.8228206635;12.5;4;26.348908782;2;23.1431312561;15.8360004425;6;33.0539652109;
16;2;18.8307609558;12.5;4;26.3846695423;2;23.9161891937;15.8360004425;6;33.0960050821;
17;2;19.8388061523;12.5;4;26.4208831787;2;23.9288024902;15.8360004425;6;33.1387251616;
18;2;19.9446983337;12.5;5;26.4575294256;2;23.9416179657;15.8360004425;6;33.182100296;
19;2;19.625;12.9372587204;4;26.4945867062;2;23.9546298981;15.8360004425;7;33.2261030674;
20;2;19.625;12.9483757019;3;26.5320322514;2;23.5016002655;16.302230835;7;33.2707042694;
21;2;19.969707489;12.5;3;26.5698423386;2;23.5016002655;16.3156108856;7;33.3158724308;
22;2;19.9782142639;12.5;4;26.6079919338;2;23.5016002655;16.3291625977;7;33.361574173;
23;3;19.9867973328;12.5;3;26.6464552879;2;23.5016002655;16.3428726196;7;33.4077743292;
24;3;19.625;12.9939365387;3;26.6852053404;2;23.5016002655;16.7038879395;8;33.4544358253;
25;3;17.625;14.0055618286;3;26.7242144346;2;23.5016002655;16.7272186279;8;33.5015200377;
26;3;16.625;15.0172643661;3;26.7634538412;2;24.0504570007;15.8360004425;8;33.5489865541;
27;3;15.625;16.3817272186;3;26.8028943539;2;23.5016002655;16.7744941711;8;33.5967936516;
28;4;14.625;17.4014472961;2;26.8425058126;2;24.07903862;15.8360004425;8;33.6448981762;
29;4;14.0;17.5;2;26.8822578192;2;23.5016002655;16.8224487305;8;33.6932559013;
30;4;14.0;19.4411296844;3;26.9221191406;2;24.1079769135;15.8360004425;7;33.7418215275;
31;4;14.0;20.4610595703;2;26.9620585442;2;23.5016002655;16.8360004425;7;33.7905488014;
32;4;14.0;20.5;2;27.0020442009;2;23.5016002655;16.895275116;7;33.8393909931;
33;4;14.450460434;21.5;2;27.0420441628;2;24.1518173218;15.8360004425;7;33.8883004189;
34;4;14.4594602585;22.5;2;27.0820264816;2;23.5016002655;16.8360004425;7;33.9372296333;
35;4;14.4684562683;23.5;2;27.1219592094;2;24.1811695099;15.8360004425;8;33.9861307144;
36;4;14.477440834;24.5;3;28.1618103981;2;23.5016002655;16.8360004425;8;34.03495574;
37;4;16.0;23.5;3;28.361548543;2;23.5016002655;17.0174770355;7;34.0836572647;
38;4;16.4953479767;23.5;3;29.8789173365;2;24.2250976562;19.0174789429;7;34.1321880817;
39;4;16.5141639709;24.5;4;32.1585624218;2;24.2396564484;21.0174789429;7;34.180501461;
40;4;17.5332641602;26.0;4;33.2878428698;2;24.2541503906;23.0174789429;7;34.2285518646;
41;4;18.5526218414;27.0249996185;5;34.2629067898;2;24.2685661316;24.8360004425;8;34.2762942314;
42;5;18.8201503754;27.5;5;35.1272157431;2;24.2828884125;25.8360004425;9;34.3236846924;
43;5;18.0;28.5;6;35.6547118425;2;24.2971057892;25.8360004425;9;34.370680809;
44;5;19.0;28.10597229;7;36.1907265186;2;24.3112049103;25.8360004425;9;34.4172415733;
45;5;18.9177474976;27.5;8;36.7726099491;2;23.5016002655;26.8360004425;10;34.4633276463;
46;5;18.9514312744;28.5;8;37.4015029669;2;24.3389987946;25.8360004425;10;34.5089008808;
47;5;19.0;28.1960773468;9;38.0775278807;2;23.5016002655;26.8360004425;9;34.5539252758;
48;5;20.692647934;30.1960773468;9;38.7995413542;2;23.5016002655;27.2769622803;8;34.5983667374;
49;6;22.0554409027;32.1960792542;6;54.5649174452;2;23.5016002655;27.2991828918;9;34.642193079;
50;6;24.090965271;35.1960754395;7;56.119392395;2;24.3926582336;25.8360004425;9;34.6853740215;
51;6;26.1268463135;38.1960754395;8;57.6263797283;2;23.5016002655;26.8360004425;9;34.7278814316;
52;6;28.1630382538;39.5;10;59.5700414181;2;24.4183654785;25.8360004425;9;34.7696895599;
53;6;29.7244968414;39.5;11;61.4122798443;2;23.5016002655;26.8360004425;9;34.8107745647;
54;7;30.761177063;39.5;8;73.1362849474;2;23.5016002655;27.4053878784;9;34.8511149883;
55;7;32.7980232239;40.5;12;75.1325786114;2;23.5016002655;27.4255580902;10;34.8906912804;
56;7;34.3381958008;41.5;13;76.9722077847;2;23.5016002655;27.4453468323;10;34.9294865131;
57;7;35.5096931458;43.5;14;78.6551749706;2;24.4788455963;25.8360004425;10;34.9674856663;
58;7;36.6575164795;45.5;14;78.9548754692;2;24.4902458191;25.8360004425;11;35.0046756268;
59;7;37.507724762;47.2999992371;15;79.2575063705;2;23.5016002655;26.8360004425;11;35.0410459042;
60;7;37.8941764832;48.1199989319;14;79.5514481068;2;23.5016002655;27.5205230713;11;35.0765879154;
61;7;36.8925476074;46.9580001831;15;79.828132391;2;24.5016002655;25.8360004425;11;35.0960009098;
62;7;36.8921203613;46.8122024536;15;80.0817949772;2;24.5288009644;25.8360004425;14;35.0960009098;
63;7;35.892375946;45.6809806824;13;80.3091013432;2;24.5288009644;25.8360004425;14;36.3189179897;
