Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;2;6.0;12.1999998093;3;21.0;1;11.3999996185;16.0;4;32.0;
2;2;7.15000009537;11.0;3;21.0900000334;1;11.3999996185;16.0;6;32.0;
3;2;8.16349983215;10.0;3;22.2198190689;1;11.3999996185;16.0;6;32.0;
4;2;8.33297252655;10.5;3;23.2035161257;1;11.3999996185;16.0;6;32.0;
5;2;8.48052787781;10.9200000763;3;24.0523250103;2;13.3999996185;16.0;5;33.0;
6;2;9.61849117279;11.2650718689;3;24.7834995985;2;15.3999996185;16.0;5;33.0;
7;2;10.5762882233;11.543302536;3;25.4170395136;2;17.3999996185;16.0;5;33.6399993896;
8;2;10.7188329697;11.7641716003;3;26.2273244858;2;18.091999054;16.3199996948;5;34.0;
9;2;10.9011478424;12.0549411774;3;26.9346363544;2;18.1999988556;16.5;5;35.6700015068;
10;2;11.0602931976;12.2827939987;3;27.5625505447;2;20.0979995728;17.3250007629;5;36.8493397236;
11;2;11.2015733719;12.4589796066;3;27.9448955059;2;22.0979995728;17.9053878784;5;37.6520262957;
12;2;14.1222896576;12.5;3;28.2704567909;2;24.0979995728;18.2973766327;5;38.0761213303;
13;2;16.1222896576;12.5;3;28.6213619709;2;25.1148357391;18.5;6;38.095102787;
14;2;17.3420639038;12.5;3;28.9972100258;2;26.1205310822;18.5;6;38.1142112017;
15;2;18.4266281128;12.5;3;29.3970427513;2;27.1262626648;18.5;6;38.1334401369;
16;2;19.5165901184;12.5;5;29.8192887306;2;28.1320323944;18.5;6;38.152782917;
17;2;20.6115951538;12.5;5;30.261733532;2;28.1000003815;18.8458347321;7;38.1722328663;
18;2;20.808889389;12.5;5;30.7215180397;2;28.1000003815;18.8516693115;8;38.1917829514;
19;2;20.9123420715;12.5;6;31.1951727867;2;28.45753479;18.5;8;38.2114261389;
20;2;21.018913269;12.5;6;31.6786952019;3;28.4634284973;18.5;8;38.2311551571;
21;2;21.1277065277;12.5;6;32.1676626205;4;28.4693470001;18.5;8;38.2509624958;
22;2;21.2377243042;12.5;6;32.6573815346;4;28.4752883911;18.5;8;38.270840764;
23;2;21.3479118347;12.5;7;33.1430597305;4;28.4812526703;18.5;8;38.2907823324;
24;2;21.4571876526;12.5;7;33.6199941635;4;28.1000003815;19.1453914642;9;38.3107793331;
25;2;19.625;13.5;8;34.0837507248;4;28.1000003815;19.1553897858;10;38.3308240175;
26;2;20.625;12.5;9;34.530330658;4;28.1000003815;19.1654129028;10;38.3509085178;
27;2;19.625;13.5;9;34.9563045502;4;28.1000003815;19.1754550934;11;38.3710247278;
28;2;20.625;12.5;9;35.3589067459;4;28.1000003815;19.1855125427;11;38.3911647797;
29;2;19.625;13.5;9;35.7360839844;4;28.1000003815;19.1955833435;11;38.4113204479;
30;2;18.625;13.5;9;36.0865011215;4;26.5233955383;19.5;10;38.4314837456;
31;2;17.625;13.5;9;36.4095058441;4;25.5294456482;20.5;10;38.4516464472;
32;2;17.625;13.5;9;36.7050685883;4;24.5354938507;21.5;11;38.4718004465;
33;3;18.625;14.5;6;65.7236919403;4;23.5415401459;22.5;11;38.4919376373;
34;3;17.625;16.5;6;67.9788169861;5;24.1000003815;24.5;7;48.4407532215;
35;3;17.625;18.5;6;69.7309961319;5;26.1000003815;26.5;8;48.8650597334;
36;3;17.625;17.5;6;71.040968895;5;28.1000003815;28.5;8;49.2640137672;
37;3;18.0;17.5;6;71.9952774048;5;29.1000003815;30.5;9;49.6362255812;
38;3;17.0;19.5;6;72.6809520721;5;30.1000003815;32.3935928345;9;49.9809919596;
39;3;18.0;21.5;7;72.75;5;30.1000003815;33.0934715271;9;50.2982355356;
40;3;19.0;23.5;7;72.75;6;30.1000003815;33.0728721619;8;50.5884187222;
41;3;20.0;25.5;7;72.75;6;30.1000003815;33.05493927;8;50.8524485826;
42;3;21.0;27.5;7;72.75;6;30.1000003815;34.0640106201;8;51.0915744305;
43;3;22.0;29.0;7;72.75;6;31.1000003815;33.0266571045;8;51.3072921038;
44;3;25.0;26.5;8;72.75;6;30.1000003815;34.0356445312;10;51.5012546778;
45;3;26.0;28.5;8;72.75;6;30.1000003815;35.0445785522;10;51.6751984358;
46;3;27.9249992371;30.5;9;72.75;6;30.1000003815;36.0534667969;11;51.7485910654;
47;3;28.9249992371;32.5;9;72.75;7;30.1000003815;37.0623016357;10;51.7676753998;
