Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;12.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;11.0;4;20.0;1;11.3999996185;16.0;6;31.5391998291;
3;1;8.0;10.0;4;21.0;1;11.3078403473;15.7695999146;5;31.1244792938;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;11.2248954773;15.5622396469;4;30.7512321472;
5;2;8.42599964142;10.9200000763;3;23.5601437092;1;12.2248954773;15.3756160736;4;30.415309906;
6;2;9.5077495575;11.2650718689;3;24.1471960545;1;13.2248954773;15.207654953;4;30.1129798889;
7;2;10.4331197739;11.543302536;3;24.6201093197;1;14.0338935852;15.0564899445;4;29.9264812469;
8;2;10.5395240784;11.7641716003;3;25.2443172932;1;13.9779443741;14.9632406235;4;29.7586326599;
9;2;10.6799716949;12.0549411774;3;25.7438752651;1;13.9275894165;14.87931633;4;30.6256103516;
10;2;10.7923717499;12.2827939987;3;26.141277194;1;15.9779443741;15.3128051758;4;31.25233078;
11;2;10.8817873001;12.4589796066;3;26.2695188522;1;16.9779434204;15.62616539;4;31.672000885;
12;2;13.8025035858;12.5;3;26.3168779612;1;17.9779434204;15.8360004425;4;31.672000885;
13;2;15.8025035858;12.5;3;26.365380168;1;18.9779434204;15.8360004425;5;31.672000885;
14;2;16.8344669342;12.5;3;26.4150065184;1;19.9779434204;15.8360004425;5;31.672000885;
15;2;17.8456344604;12.5;3;26.4657343626;1;20.9779434204;15.8360004425;6;31.672000885;
16;2;18.8570461273;12.5;4;26.5175373554;1;21.5016002655;15.8360004425;6;31.672000885;
17;2;19.8687019348;12.5;5;26.5703849792;1;21.5016002655;15.8360004425;7;31.672000885;
18;3;19.9783363342;12.5;4;26.6242431402;1;21.5016002655;15.8360004425;7;31.672000885;
19;3;19.625;12.5;4;26.6790736914;1;21.5016002655;15.8360004425;7;31.672000885;
20;3;20.0027923584;12.5;4;26.7348344326;1;21.5016002655;15.8360004425;7;31.672000885;
21;3;20.0153369904;12.5;5;26.7914797068;1;21.5016002655;15.8360004425;7;31.672000885;
22;3;20.0280838013;12.5;6;26.8489596844;1;21.5016002655;15.8360004425;8;31.672000885;
23;3;20.041015625;12.5;6;26.9072211981;1;21.5016002655;15.8360004425;7;31.672000885;
24;3;20.0541248322;12.5;6;26.9662073851;1;21.5016002655;15.8360004425;8;31.672000885;
25;3;19.625;13.0898618698;6;27.0258579254;1;21.5016002655;15.8360004425;8;31.672000885;
26;3;18.0808181763;13.5;7;27.0861098766;1;21.5016002655;15.8360004425;8;31.672000885;
27;3;18.625;13.5;8;27.1468968391;1;21.5016002655;15.8360004425;8;31.672000885;
28;3;19.625;13.5734481812;8;27.20814991;1;21.5016002655;15.8360004425;8;31.672000885;
