Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;14.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;7.0;13.0;6;20.0;
3;1;10.8880004883;14.720000267;6;29.235200882;1;8.0;12.0;6;20.0;
4;1;10.8470401764;14.617600441;6;29.0508804321;1;8.0;11.0;6;20.0;
5;1;11.8470401764;14.5254402161;6;28.7211532593;1;8.0;10.0;6;20.0;
6;2;13.1470403671;14.3605766296;5;29.4243984222;1;9.0;10.0;6;20.0;
7;2;13.8273200989;14.2121992111;5;28.9676026106;1;9.5;10.0;6;20.0;
8;2;13.6902809143;13.9972476959;5;28.5564876795;1;9.5;10.0;6;20.3999996185;
9;2;13.5669460297;13.8037919998;5;28.5150550008;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.6873273849;13.7758960724;5;28.479280293;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;17.6873283386;13.7507896423;5;28.4486029148;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;19.6873283386;13.7281942368;5;28.4225155115;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;20.7003898621;13.7078580856;5;28.400562048;2;11.9660997391;11.4571752548;5;24.7449600697;
14;2;21.7047843933;13.6895551682;5;28.3823324442;2;13.9660997391;11.8107032776;5;25.3503712416;
15;2;22.5146999359;13.6730823517;6;28.3674582243;2;15.9660997391;12.0916318893;5;25.8344515562;
16;2;22.5102367401;13.6582574844;6;28.3556034565;2;16.7228336334;12.6748571396;5;26.2195074558;
17;2;22.1869487762;13.9646472931;6;28.3464683294;2;18.0058269501;12.4808797836;5;26.3048160076;
18;2;22.1797447205;13.9571027756;7;28.3397834301;2;19.0164165497;12.5;6;26.3530313969;
19;2;22.5019359589;13.6220989227;7;28.3353022337;2;19.9294319153;12.5;5;26.4023760557;
20;2;22.5005912781;13.6123723984;7;28.3328047991;2;19.625;12.5;5;26.4528282881;
21;3;22.4998397827;13.6036186218;6;28.3320922852;2;19.625;12.5;5;26.5043625832;
22;3;22.499628067;13.5957403183;6;28.3329846859;2;19.625;12.5;5;26.5569496155;
23;3;22.1531906128;13.9353551865;6;28.3353192806;2;19.625;12.5;6;26.6105561256;
24;3;22.5005950928;13.5822677612;6;28.3389503956;4;19.625;12.5;4;26.6651450396;
25;3;20.5051307678;14.5822677612;6;28.3437474966;4;19.625;12.5;5;26.72067523;
26;3;19.5096721649;15.5822677612;6;28.3495898247;4;19.625;12.5;5;26.7771017551;
27;3;18.5142154694;16.5822677612;6;28.3563678265;4;19.625;12.5;5;26.8343759775;
28;3;17.5187625885;17.5822677612;6;28.3639873266;4;19.625;12.5;5;26.8924454451;
29;3;16.5233078003;18.5822677612;6;28.3723578453;4;19.625;12.5;5;26.9512542486;
30;3;15.5278549194;19.5822677612;6;28.3813984394;4;17.625;13.5;5;27.0107431412;
31;3;14.5323982239;20.5822677612;7;28.3910378218;4;16.625;14.5;5;27.0708494186;
32;3;14.3875780106;21.5822677612;7;28.4012104273;4;15.625;15.5;5;27.1315076351;
33;3;14.3921136856;22.5822677612;7;28.411858201;4;14.625;16.5;5;27.1926498413;
34;3;14.3966426849;23.5822677612;7;28.4229252338;4;14.0;17.5;5;27.2542052269;
35;3;14.4011650085;24.5822677612;7;28.4343630075;4;14.0;18.5;5;27.3161010742;
36;3;14.4056777954;25.5822677612;7;29.4461271763;4;14.0;19.5;5;27.3782629967;
37;3;15.4101800919;26.5822677612;8;29.497398138;4;14.0;20.5;6;27.4406147003;
38;3;17.0;25.2733860016;8;29.5500487089;4;14.0;21.5;6;27.5030794144;
39;3;16.4191493988;25.5822677612;8;29.6040462255;4;14.0;22.5;8;27.5655794144;
40;3;16.4236125946;26.5822677612;9;29.6593575478;4;14.0;23.5;8;27.628036499;
41;4;17.0;25.2957019806;8;29.7159506083;4;14.0;24.5;8;27.690372467;
42;4;16.4324932098;25.5822677612;8;29.7737900019;4;14.0;25.5;9;27.7525100708;
43;4;16.4369068146;26.5822677612;10;29.8239853382;4;14.0;26.5;9;27.8143725395;
44;4;17.4386444092;26.5822677612;10;29.8696352243;5;14.0;27.5;8;50.8758842945;
45;4;18.4386444092;27.5822677612;10;29.9164963961;5;15.0;28.5;8;53.3169705868;
46;4;19.0;28.5822677612;13;29.9645340443;5;17.0;29.5;10;54.5339171886;
47;4;20.4386444092;29.5822677612;13;30.0127806664;5;20.0;27.5;10;56.8555612564;
48;4;21.0;30.5822677612;14;30.0620777607;5;20.0;28.5;10;58.7108500004;
49;4;22.0;30.3133392334;16;30.1123822927;5;21.0;29.5;12;60.1697173119;
50;4;23.4386444092;28.5822677612;16;30.163649559;6;22.0;30.5;11;61.307839036;
51;4;24.4386444092;28.5281715393;16;30.2158334255;6;24.0;31.5;12;61.9241505861;
52;4;24.5553474426;28.5278396606;17;30.2688844204;6;26.0;33.5;13;62.1524822712;
53;4;24.5551681519;28.5275382996;18;30.3227499723;6;28.0;35.5;13;62.3463828564;
54;4;24.5550041199;28.5272674561;18;30.3773781061;6;30.0;37.5;13;62.5407669544;
55;4;24.5548591614;28.5270233154;20;30.4327100515;6;31.3999996185;39.5;13;62.7351074219;
56;4;24.554725647;28.5268058777;20;30.4886879921;6;32.4000015259;38.5;13;63.9288803339;
57;4;24.5546073914;28.5266075134;21;30.5452512503;6;33.9249992371;38.5;13;64.2740710974;
58;4;24.5545005798;28.52643013;22;30.6012886763;6;34.9249992371;38.5;13;64.6391801834;
59;4;24.5544052124;28.5262699127;22;30.657746911;6;35.3229484558;38.5;14;65.0261939764;
60;4;24.5543212891;28.5261268616;23;30.7145608664;6;35.3823394775;38.5;15;65.4372259378;
61;4;24.5542411804;28.5259971619;23;30.7716654539;6;35.4496841431;39.5;16;65.8744639158;
62;4;24.5541725159;28.5258789062;23;30.828992486;6;36.5257644653;39.5;19;66.3400925398;
63;4;24.554107666;28.5257759094;23;30.8864744902;6;36.841999054;39.5;20;66.8361927271;
64;4;24.5540504456;28.525680542;23;30.9440435171;7;36.9689712524;39.5;19;67.3646092415;
65;4;24.5540008545;28.5255966187;23;31.0016311407;7;33.8139038086;41.5;19;67.926797986;
66;4;24.5539550781;28.5255203247;23;31.0591689348;7;32.9320144653;43.5;20;68.5236456394;
67;4;24.5539131165;28.5254516602;24;31.1165882349;7;32.0618515015;45.5;20;69.155279994;
68;4;24.115234375;29.2564601898;24;31.1738232374;7;31.2035064697;47.5;21;69.8208780289;
69;4;24.5538444519;28.5253334045;24;31.230804801;7;30.3567790985;48.8624000549;21;70.518492341;
70;4;24.5538139343;28.5252838135;26;31.2874706984;7;29.9961090088;49.9395294189;22;75.0780764818;
71;4;24.5537872314;28.5252380371;27;32.2855144739;7;31.6344509125;52.1019172668;22;78.3414806128;
72;4;24.8204460144;28.9570178986;27;33.0694973469;7;33.1869773865;54.2595710754;22;81.2057853937;
73;4;25.0230808258;29.2820549011;28;33.6838183403;7;33.6686019897;56.411907196;22;83.7383854389;
74;4;25.1745643616;29.521818161;28;34.0184971094;7;34.094833374;58.558429718;23;86.7157561779;
75;4;24.7728652954;30.4032936096;28;34.1543222666;7;35.427406311;61.6987304688;23;88.6710941792;
76;4;25.249622345;29.6214408875;28;34.2902826071;8;36.698135376;64.8325042725;17;119.555250883;
77;4;25.2572689056;29.6214408875;29;34.4261214733;8;37.966835022;68.9595336914;18;125.404155254;
78;4;24.7728652954;30.4415245056;29;34.5615823269;9;39.2286834717;73.9595336914;18;132.364126205;
79;4;24.7728652954;30.4542598724;29;34.6964107752;9;40.4792175293;78.9595336914;18;138.508666635;
80;4;24.7728652954;30.4669818878;30;34.8303574324;9;41.7146606445;82.9595336914;17;143.786528707;
81;5;24.7728652954;30.4796829224;29;34.9631793499;9;42.9320983887;86.9595336914;18;148.34362793;
82;5;25.2954139709;29.6214408875;29;35.0946424007;9;44.1296272278;89.9595336914;18;152.367971897;
83;5;24.7728652954;30.5049972534;29;35.2245223522;9;43.1296272278;93.5778045654;19;155.613460064;
84;5;24.7728652954;30.5175971985;29;35.3526072502;9;45.1296272278;94.657875061;19;158.589690924;
85;5;24.7728652954;30.5301513672;29;35.4786988497;9;47.1296234131;96.7319564819;21;161.32680428;
86;5;24.7728652954;30.5426540375;29;35.6026133299;9;48.7149581909;98.8000030518;22;163.655210733;
87;5;24.7728652954;30.55509758;30;35.7241823673;9;49.814704895;100.800003052;22;166.629009485;
88;5;25.3404884338;29.6214408875;30;35.8432548046;9;50.814704895;101.800003052;22;168.257384539;
89;5;24.7728652954;30.5797863007;30;35.957378149;9;52.814704895;103.800003052;26;169.45950532;
90;5;25.3552131653;29.6214408875;30;36.0687754154;9;56.2314300537;107.800003052;27;170.31166935;
91;5;25.3625030518;29.6214408875;30;36.1773552895;10;59.5513153076;111.699996948;26;170.961879134;
92;5;24.7728652954;30.6162376404;30;36.2830429077;10;62.1961936951;114.699996948;27;171.425162792;
93;5;24.7728652954;30.6282119751;31;36.385778904;10;63.2425193787;115.443939209;30;171.510846615;
94;5;25.384054184;29.6214408875;31;36.485519886;11;62.4510917664;117.699996948;29;171.596298575;
95;5;24.7728652954;30.6214408875;31;36.5822367668;11;64.0596313477;117.699996948;28;171.681472063;
96;5;24.7728652954;30.6635322571;30;36.6759142876;11;65.0681533813;117.699996948;28;171.766320944;
97;5;25.4050540924;29.6214408875;30;36.7665503025;11;65.0766372681;120.699996948;30;172.850799799;
98;5;24.7728652954;30.6214408875;30;36.854155302;11;68.4228744507;121.699996948;31;172.934863687;
99;5;25.418712616;29.6214408875;31;36.936589241;11;70.0934829712;123.497039795;31;173.018469095;
100;5;24.7728652954;30.6214408875;31;36.9944255352;11;70.5472259521;126.699996948;32;174.099551678;
101;5;24.7728652954;30.7180480957;31;36.9944255352;12;73.2099533081;129.51473999;32;174.077151358;
102;5;24.7728652954;30.7180480957;31;36.9912588596;12;74.2152175903;131.523590088;33;174.062274992;
103;5;24.7728652954;30.7180480957;31;36.9884088039;13;74.3062286377;135.699996948;33;173.554137647;
104;5;24.7728652954;30.7180480957;32;36.9858438969;14;75.1054153442;138.399993896;32;173.10202831;
105;5;24.7728652954;30.7180480957;32;36.9835355282;14;75.925201416;141.399993896;33;172.700307012;
106;5;24.7728652954;30.7180480957;32;36.9814579487;14;76.7635345459;145.399993896;34;172.343891025;
107;5;24.7728652954;30.7180480957;32;36.9795882702;14;77.6185379028;149.399993896;35;172.026142359;
