Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0900000334;1;7.0;11.0;5;20.0;
3;2;9.21800041199;10.0;3;21.1871190071;1;8.0;10.0;5;20.0;
4;2;9.23742389679;10.0;3;21.2917383909;2;8.0;10.1999998093;4;21.0;
5;2;10.3875217438;10.0;3;21.4042263031;2;8.14999961853;10.0;4;21.1200000048;
6;2;11.4212675095;10.0;3;21.5249304771;2;9.25199985504;10.0;4;21.2530560493;
7;2;11.4574794769;10.0;3;22.0694183111;2;9.78193759918;10.0;4;21.4002518654;
8;2;11.6208257675;10.1999998093;3;22.5515855551;2;9.81505680084;10.0;4;21.9766796827;
9;2;11.7654762268;10.3632001877;3;22.983014226;2;9.94475364685;10.1999998093;4;22.4989564419;
10;2;11.8949041367;10.4951858521;3;24.2738182545;2;10.0622644424;10.3632001877;4;22.9796661139;
11;2;12.2821455002;11.0209560394;3;25.4089095592;2;10.1704244614;10.4951858521;4;24.3497066498;
12;2;14.2821455002;11.4571752548;3;26.4029755592;2;10.4786844254;11.0209560394;5;25.5842888355;
13;2;16.2821464539;11.8107032776;3;27.276881218;2;12.3235692978;11.4571752548;5;26.7006480694;
14;2;17.5406589508;12.0916318893;3;28.0536293983;2;14.3235702515;11.8107032776;5;27.7219514847;
15;2;18.6418800354;12.3113050461;3;28.755402565;2;16.3235702515;12.0916318893;5;28.6730384827;
16;2;19.750667572;12.4808797836;4;29.1808357239;2;17.634180069;12.3113050461;4;29.5772051811;
17;3;20.8668251038;12.5;2;29.5913586617;2;18.76130867;12.4808797836;4;30.2332024574;
18;3;21.9899806976;12.5;2;30.0233430862;2;19.9003047943;12.5;4;30.9013147354;
19;3;23.0070037842;12.5;2;30.4742712975;2;20.952796936;12.5;5;31.6152963638;
20;3;23.1422805786;12.5;2;30.9409928322;2;21.1134414673;12.5;5;32.3684282303;
21;3;23.2822971344;12.5;2;31.4197778702;2;21.2828960419;12.5;5;33.151807785;
22;3;23.4259338379;12.5;3;31.906411171;2;21.4591560364;12.5;5;33.9546136856;
23;3;23.5719223022;12.5;4;32.3963236809;2;21.639787674;12.5;4;34.7645931244;
24;3;23.7188968658;12.5;4;32.8847527504;2;21.8220329285;12.5;3;35.5687475204;
25;3;23.8654251099;12.5;4;33.3669252396;2;22.0029678345;12.5;3;36.3541374207;
26;3;21.8654251099;13.5;4;33.8382406235;2;22.1796798706;12.5;5;37.1087179184;
27;3;21.5;14.5;4;34.2944498062;3;22.3494606018;12.5;3;37.8220767975;
28;3;21.5;15.5;4;34.7318048477;3;22.509967804;12.5;3;38.485994339;
29;4;21.5;16.5;3;35.1471776962;3;22.6593475342;12.5;3;39.0947532654;
30;4;21.5;17.5;4;35.5381307602;3;20.6593475342;13.5;3;39.6451883316;
31;4;22.5;15.5;3;35.9029474258;3;21.6593475342;12.5;3;40.1365070343;
32;4;21.5;15.5;3;36.2406177521;3;19.6593475342;13.5;5;40.5699396133;
33;4;21.5;15.5;3;36.5507898331;3;19.625;14.5;5;40.9482984543;
34;4;20.5;14.5;3;36.8336925507;3;20.625;12.5;5;41.275510788;
35;4;19.5;13.5;3;37.0900468826;3;21.625;12.5;5;41.556180954;
36;4;19.5;14.5;4;37.3209609985;3;22.625;12.5;6;41.7952213287;
37;4;18.5;13.5;5;37.5278348923;3;23.403924942;12.5;6;41.9975662231;
38;4;18.5;14.5;5;37.7122650146;3;23.4494514465;12.5;5;42.0;
39;4;17.5;13.5;5;37.8759651184;3;23.4500007629;12.5;5;42.0;
40;5;17.5;13.5;4;38.0;3;23.4500007629;12.5;5;42.0;
41;5;18.5;14.5;4;38.0;3;23.4500007629;12.5;5;42.0;
42;5;19.5;15.5;5;38.0;3;23.4500007629;12.5;5;42.0;
43;5;21.5;17.5;4;38.0;3;23.4500007629;12.5;5;42.0;
44;5;23.5;19.5;5;38.0;3;23.4500007629;14.5;6;42.0;
45;5;24.5;20.5;6;38.0;3;23.4500007629;16.5;6;42.0;
46;5;25.3999996185;21.5;5;38.0;3;23.4500007629;18.5;7;42.0;
47;5;25.3999996185;22.5;5;38.0;3;23.4500007629;20.5;7;42.0;
48;5;25.3999996185;22.5;5;38.0;3;23.4500007629;22.5;7;42.0;
49;5;25.3999996185;22.5;4;38.0;3;23.4500007629;22.5;8;42.0;
50;5;25.3999996185;22.5;3;39.0;3;23.4500007629;22.5;9;42.0;
51;5;26.3999996185;23.5;3;39.0499999523;3;23.4500007629;22.5;10;42.0;
52;5;27.3999996185;24.5;3;39.1019749641;3;23.4500007629;22.5;10;42.0;
53;5;27.7305927277;25.5;3;39.1559499502;3;23.4500007629;22.5;11;42.0;
54;5;27.7467842102;26.5;4;39.2119446993;3;23.4500007629;22.5;11;42.0;
55;5;27.3999996185;27.5;4;39.269973278;3;23.4500007629;22.5;11;42.0;
56;5;27.3999996185;28.1349868774;5;39.3300433159;4;23.4500007629;22.5;8;57.0;
57;5;27.3999996185;28.1650218964;6;39.3921557665;4;24.4500007629;23.5;8;57.75;
58;5;27.3999996185;28.1960773468;6;39.4563041925;5;25.4500007629;24.5;4;87.1693744659;
59;5;27.3999996185;28.2281532288;6;39.5224741697;5;27.4500007629;26.5;4;89.7697906494;
60;5;27.8567428589;27.5;6;39.5906432867;5;29.4500007629;28.5;5;91.3130493164;
61;6;27.8771934509;27.5;6;39.6607804298;5;28.4500007629;30.5;5;93.0051021576;
62;6;27.8982334137;27.5;6;39.7328453064;5;29.4500007629;32.5;5;94.2640705109;
63;6;27.9198532104;27.5;6;39.8067884445;5;30.4500007629;34.5;5;95.1847114563;
64;6;27.942035675;27.5;6;39.8825509548;5;31.4500007629;35.5;5;95.1327629089;
65;7;27.3999996185;28.4412765503;5;39.9600640535;5;32.4500007629;36.5;5;95.25;
66;7;27.9880180359;27.5;5;41.4880516529;5;33.4500007629;37.5;5;95.75;
67;7;28.4464149475;28.0;5;42.7623374462;5;34.4500007629;38.5;7;93.75;
68;7;28.1558437347;29.3899993896;6;43.8189914227;6;35.2249984741;39.0;6;94.9049987793;
69;7;28.4273757935;29.8844642639;6;44.6960914135;6;36.3330001831;40.2399978638;6;99.5249385834;
70;7;29.4088249207;28.9097423553;6;45.2812485695;6;37.7349624634;41.7932472229;6;103.042705536;
71;7;28.7692298889;30.0;6;45.6610896587;6;39.0635452271;43.2299461365;6;104.650506973;
72;7;28.8319664001;30.4439334869;6;46.0188343525;6;39.8965835571;44.0660018921;6;106.801013947;
73;8;30.8056507111;30.0;5;47.2462658882;6;40.3582763672;45.4407348633;6;107.984508514;
74;8;31.873878479;31.0;5;47.4530472755;6;38.493183136;47.725479126;7;108.696184158;
75;8;30.8999996185;33.0;5;48.6643593311;6;37.5888595581;49.9380950928;7;108.0;
76;8;32.9000015259;34.0;6;48.9395741224;6;37.3917198181;48.5;7;107.540000916;
77;8;32.9000015259;37.0;5;49.2209695578;6;35.9715003967;50.2700004578;10;108.192884445;
78;8;34.1526641846;38.0;5;49.5078779459;6;34.9715003967;50.2700004578;11;107.68429184;
79;8;34.1651077271;40.0;6;49.7995833158;6;34.9715003967;51.8421478271;10;108.379999161;
80;8;34.2256164551;42.0;7;50.0953313112;6;33.9715003967;51.8421478271;9;108.693954468;
81;9;34.2863464355;44.0;6;50.3943396807;6;33.9715003967;52.8421478271;9;108.951166153;
82;9;34.3470535278;46.0;6;50.6958110332;6;33.9715003967;54.8421478271;11;109.0;
83;9;34.4074859619;48.0;8;50.9989440441;6;34.0;56.8421478271;12;109.0;
84;9;34.4674110413;50.0;7;51.302944541;6;35.5;55.8421478271;10;107.5;
85;9;34.5265846252;52.0;7;51.6070381403;6;34.2750015259;57.8421478271;13;107.1875;
86;9;34.5847854614;54.0;7;51.9104783535;6;33.2750015259;57.8421478271;15;107.233955383;
87;9;34.6417999268;56.0;8;52.2125582695;6;35.9693946838;60.5421485901;15;107.144050598;
88;9;32.6974334717;58.9067115784;7;52.5126146078;6;38.614402771;62.5421485901;15;108.023735046;
89;9;31.7515087128;60.9221687317;6;53.8100358248;6;40.7023735046;62.5421485901;16;107.660585403;
90;9;31.8038749695;63.9376831055;5;54.1242645979;6;40.7660598755;65.5421447754;15;107.963922501;
91;9;32.3544006348;66.9532546997;5;56.7228182554;6;41.6463928223;65.5421447754;15;108.942085266;
92;9;32.9011497498;69.8549957275;6;58.9121469259;6;40.8942108154;68.5421447754;16;109.0;
93;9;33.3448448181;72.474105835;6;60.74792099;6;40.9000015259;71.5421447754;17;109.0;
94;9;33.701625824;74.9530410767;8;62.2926739454;6;41.9000015259;71.5421447754;16;109.0;
95;10;33.9891242981;76.322769165;6;63.4338032007;6;41.9000015259;71.5421447754;16;109.0;
96;10;34.1720504761;77.525932312;6;64.2953393459;6;40.9000015259;74.5421447754;18;109.0;
97;10;34.285900116;78.6229476929;8;65.0962439775;6;42.9000015259;71.5421447754;20;108.0;
98;10;34.3945999146;79.7213897705;9;65.7723340988;6;41.5;71.5421447754;19;107.279998779;
99;10;34.4975700378;81.8065490723;10;66.2952103615;6;41.4120025635;71.5421447754;19;107.553415298;
100;10;34.5943908691;82.943069458;13;66.7982984781;6;41.347618103;71.5421447754;20;108.55248642;
