Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;2;9.19999980927;10.0;4;21.0;1;8.0;10.0;6;20.0;
5;2;10.3000001907;10.0;4;21.1200000048;1;8.0;10.0;6;20.0;
6;2;11.3360004425;10.0;4;21.2530560493;1;9.0;10.0;5;20.0;
7;2;11.375916481;10.0;3;21.8127820492;1;9.5;10.0;4;20.0;
8;2;11.5438346863;10.1999998093;3;22.3170127869;1;9.5;10.0;4;20.3999996185;
9;2;11.6951036453;10.3632001877;3;22.7783694267;2;9.59000015259;10.3999996185;3;21.7264003754;
10;2;11.8335103989;10.4951858521;3;24.1197800636;2;9.88844013214;10.3632001877;3;22.0903717279;
11;2;12.2359342575;11.0209560394;3;25.3230593204;2;9.97033405304;10.4951858521;3;23.2838120461;
12;2;14.2359342575;11.4571752548;3;26.4056642056;2;10.238858223;11.0209560394;3;24.3146933317;
13;2;16.2359333038;11.8107032776;4;27.3911669254;2;10.4708061218;11.4571752548;2;25.1981878281;
14;2;17.5749435425;12.0916318893;4;28.3050293922;2;12.4708061218;11.8107032776;2;25.9559320211;
15;2;18.717300415;12.3113050461;4;29.1714119911;2;14.4708061218;12.0916318893;2;26.6120283604;
16;2;19.8754692078;12.4808797836;4;29.790178299;2;14.9877061844;12.3113050461;2;27.1901185513;
17;2;21.0496273041;12.5;4;30.4229521751;2;15.1177768707;12.4808797836;2;27.4906733036;
18;2;22.2394599915;12.5;4;31.1049995422;2;17.1004886627;12.5;2;27.7773330212;
19;2;23.3315010071;12.5;5;31.8311891556;2;18.1649856567;12.5;2;28.0890238285;
20;2;23.5493564606;12.5;5;32.5941519737;2;19.2351169586;12.5;2;28.4260663986;
21;2;23.7782459259;12.5;5;33.38438797;2;20.3109512329;12.5;4;28.788336277;
22;3;24.0153160095;12.5;3;34.1905984879;2;19.625;13.5;4;29.1751885414;
23;3;24.2571792603;12.5;3;35.0002355576;2;19.625;13.7525568008;5;29.585392952;
24;3;24.5000705719;12.5;4;35.8002309799;2;20.625;12.5;5;30.0170898438;
25;4;24.740070343;12.5;3;36.5778226852;2;19.625;13.5;5;30.4677705765;
26;4;22.740070343;13.5;3;37.3213710785;2;20.625;12.5;5;30.9342932701;
27;4;21.740070343;14.5;3;38.0210561752;2;20.9602165222;12.5;5;31.4129357338;
28;4;21.5;15.5;3;38.6693668365;2;21.0679111481;12.5;5;31.8994894028;
29;4;20.5;14.5;3;39.2613372803;2;19.625;13.5;5;32.3893885612;
30;4;20.5;14.5;3;40.7945203781;2;20.625;12.5;5;32.877872467;
31;4;20.5;14.0;3;41.2987558842;2;21.3975219727;12.5;5;33.360165596;
32;4;20.5;13.5;4;41.746373415;2;21.5060367584;12.5;5;33.8316650391;
33;5;20.5;15.030295372;3;42.1405522823;2;21.6121253967;12.5;5;34.2881155014;
34;5;19.8275299072;13.5;3;42.4854500294;2;21.7148265839;12.5;6;34.7257604599;
35;5;18.8370552063;13.5;3;42.7857865095;2;21.8132972717;12.5;6;35.141462326;
36;5;18.5;15.077917099;3;43.0464988947;2;21.906829834;12.5;6;35.5327749252;
