Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;3;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;3;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;3;20.0;
7;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;3;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.5;10.0;3;20.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;11.2971115112;10.4951858521;5;22.0419120789;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;11.9125738144;11.0209560394;4;23.9143505096;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;12.1743059158;11.4571752548;4;24.6514065266;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;14.9125738144;11.8107032776;5;25.2438547611;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;16.9125728607;12.0916318893;5;25.7143762112;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;17.9401035309;12.3113050461;5;26.0852768421;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;18.94962883;12.4808797836;5;26.1558350325;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;19.9593238831;12.5;5;26.1887089014;3;16.7228336334;12.6808795929;3;26.0;
18;2;20.6125736237;12.5;5;26.2221269608;3;18.7228336334;12.5;4;26.1299999952;
19;2;21.5;12.5;6;26.2560760975;3;19.625;12.5;4;26.2754310369;
20;2;21.5;12.5;6;26.2905418873;3;19.625;12.5;4;26.4377241135;
21;2;21.5;12.5;6;26.3255085945;3;19.625;12.5;3;26.6183350086;
22;2;21.5;12.5;6;26.3609591722;3;19.625;12.5;3;26.8187118769;
23;2;21.5;12.5;6;26.3968753815;3;19.625;12.5;5;27.0402543545;
24;2;21.9190635681;12.5;6;26.4332377911;3;19.625;12.5;5;27.2842636108;
25;2;19.5;13.9299716949;6;26.4700255394;3;19.625;12.5;5;27.5518820286;
26;2;18.5;14.9410076141;8;26.5072168112;3;19.625;12.5;6;27.8440244198;
27;3;17.9521656036;15.5;7;26.5447884798;3;19.625;12.5;6;28.1613030434;
28;3;16.9634361267;16.5;7;26.5827163458;3;19.625;12.5;6;28.5039470196;
29;3;15.5;17.5;7;26.6209751368;3;19.625;12.5;6;28.871723175;
30;3;14.5;18.5;8;26.6595385075;3;17.625;13.5;6;29.263862133;
31;3;14.4978618622;19.5;9;26.6983793974;3;16.625;14.5;6;29.6789975166;
32;4;14.509513855;20.5;8;26.7374696732;3;15.625;15.5;6;30.1151270866;
33;4;14.521241188;21.5;8;26.7767804861;3;14.625;16.5;6;30.5695996284;
34;4;14.5330343246;22.5;9;26.8162822723;3;14.0;17.5;6;31.0391392708;
35;4;14.5448846817;23.5;10;26.8559447527;3;14.0;18.5;6;31.5199065208;
36;5;14.5567836761;24.5;7;55.6457372904;3;14.0;19.5;6;32.007601738;
37;5;16.0;22.5;7;57.6981292963;3;14.0;20.5;7;32.4976010323;
38;5;16.0;24.4678134918;8;59.2723667622;3;14.0;21.5;7;32.9851250648;
39;5;17.5926761627;22.5;8;60.4276409149;3;14.0;22.5;7;33.465420723;
40;5;18.604675293;22.5;8;62.2487931252;3;14.0;23.5;8;33.9339466095;
41;5;20.0;24.0;8;62.8510766029;3;14.0;24.5;8;34.3865451813;
42;5;20.6286640167;21.5;8;62.9460475445;3;15.0;22.5;10;34.8195896149;
43;5;20.0;23.0302963257;8;63.017039299;3;14.0;23.5;10;35.2300891876;
44;5;21.3275299072;23.5876369476;8;63.0884833336;3;14.0;24.5;11;35.6157541275;
45;5;22.3370552063;24.6074829102;8;63.1603389978;3;15.0;22.5;11;35.9750175476;
46;5;23.0;26.2051696777;9;63.2325650454;3;14.0;23.5;11;36.307009697;
47;5;25.6881561279;27.2051696777;10;63.3051195145;3;14.0;24.5;12;36.6115064621;
48;5;26.0665359497;31.2051696777;10;63.3779597282;3;15.0;22.5;12;36.8888463974;
49;5;27.088388443;35.2051696777;12;63.4510426521;3;14.0;23.5;12;37.1398382187;
50;5;28.1103134155;39.0779190063;12;63.5243241787;3;14.0;24.5;13;37.3656587601;
51;5;29.1322975159;41.5;13;63.5977603197;3;15.0;22.5;13;37.5677556992;
52;5;29.579328537;42.5;14;63.6713068485;3;14.0;23.5;14;37.747756958;
53;5;29.601392746;43.5;15;63.7449190617;3;15.0;22.5;14;37.9073896408;
54;5;29.4249992371;43.2166213989;16;63.8185520172;3;16.0;22.5;14;38.0;
55;5;31.2045593262;41.2350120544;16;63.8921610117;3;17.0;22.5;15;38.0;
56;5;29.6676483154;41.5;17;63.9657012224;3;18.0;22.5;15;38.0;
57;5;29.6897106171;42.5;18;64.0391279459;3;19.0;22.5;15;38.0;
58;5;29.4249992371;40.5;18;64.1123965979;3;19.625;22.5;17;38.0;
59;5;30.4249992371;39.5;19;64.1854629517;3;19.625;22.5;17;38.0;
60;5;31.4249992371;38.5;19;64.2582832575;3;19.625;22.5;17;38.0;
61;5;32.4249992371;37.5;20;64.3308141232;3;19.625;22.5;17;38.0;
62;5;30.4249992371;38.5;18;64.4030126333;3;19.625;22.5;17;38.0;
63;6;29.4249992371;39.5;15;79.4748365879;3;19.625;22.5;18;38.0;
64;7;29.4249992371;41.5;13;80.2962442636;3;19.625;22.5;18;38.0;
