Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.0;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.597111702;10.4951858521;4;23.0819120407;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.9245738983;11.0209560394;4;23.99553442;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;13.9245738983;11.4571752548;4;24.7449600697;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;15.9245738983;11.8107032776;5;25.3503712416;1;10.1557292938;11.4571752548;6;23.6214065552;
14;2;16.9627056122;12.0916318893;5;25.8344515562;1;10.3148164749;11.8107032776;6;24.1832637787;
15;2;17.9761257172;12.3113050461;5;26.2195074558;1;11.3148164749;12.0916318893;6;24.6226100922;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;13.3148164749;12.5113048553;5;25.9617595673;
17;2;20.0040187836;12.5;5;26.3530313969;2;14.6163959503;12.4808797836;5;26.1299999952;
18;2;21.0184822083;12.5;5;26.4023760557;2;16.3148155212;12.5;5;26.2754310369;
19;2;21.5;12.920712471;6;26.4528282881;2;17.3148155212;12.5;5;26.4377241135;
20;2;21.5;12.9358482361;6;26.5043625832;2;18.3148155212;12.5;5;26.6183350086;
21;2;21.5;12.9513092041;6;26.5569496155;2;19.3148155212;12.5;7;26.8187118769;
22;2;21.9670848846;12.5;6;26.6105561256;2;19.625;12.5;7;27.0402543545;
23;2;21.9831676483;12.5;6;26.6651450396;2;19.625;12.5;7;27.2842636108;
24;2;21.5;12.99954319;6;26.72067523;2;19.625;12.5;8;27.5518820286;
25;2;19.5;14.0162029266;7;26.7771017551;2;19.625;12.5;8;27.8440244198;
26;2;18.5;15.0331306458;7;26.8343759775;2;19.625;12.5;7;28.1613030434;
27;2;17.5;16.4171886444;7;26.8924454451;3;19.625;12.5;6;28.5039470196;
28;2;16.5;17.4462223053;7;26.9512542486;3;19.625;12.5;6;28.871723175;
29;2;15.5;18.4756278992;7;27.0107431412;3;19.625;12.5;6;29.263862133;
30;3;14.5;19.5053710938;6;27.0708494186;4;19.625;12.5;5;31.1609389782;
31;3;14.0;20.5354251862;5;27.1315076351;4;20.625;12.5;5;31.6825478077;
32;3;14.0;21.5657539368;4;27.1926498413;4;21.625;12.5;5;32.226090312;
33;3;14.0;22.5963249207;4;27.2542052269;4;22.625;12.5;5;32.7882859707;
34;3;14.0;23.6271018982;5;27.3161010742;4;23.1992321014;12.5;5;33.3652712107;
35;3;14.0;24.6580505371;4;27.3782629967;4;23.2858276367;12.5;4;33.9527016878;
36;3;14.0;25.6891307831;5;27.4406147003;4;23.3755893707;12.5;5;34.5458865166;
