Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;2;10.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;2;11.0;10.0;5;21.0599999428;2;8.0;10.1999998093;5;21.0;
5;2;13.0;10.0;5;21.1229639053;2;8.14999961853;10.0;5;21.1200000048;
6;2;14.336889267;10.0;5;21.1889609098;2;9.25199985504;10.0;5;21.2530560493;
7;2;14.3566884995;10.0;5;21.6699410677;2;9.78193759918;10.0;5;21.4002518654;
8;2;14.5009822845;10.1999998093;5;22.0818096399;2;9.81505680084;10.0;5;21.9766796827;
9;2;14.62454319;10.3632001877;5;23.2920063734;2;9.94475364685;10.1999998093;5;22.4989564419;
10;2;14.9876012802;10.9097137451;5;24.3297555447;2;10.0622644424;10.3632001877;4;22.9796661139;
11;2;16.9876022339;11.3658018112;4;25.2069878578;2;10.1704244614;10.4951858521;4;24.3497066498;
12;2;18.9876022339;11.7372808456;4;25.9430538416;2;10.4786844254;11.0209560394;4;25.5842888355;
13;2;19.7829151154;12.0336990356;4;26.5605664253;2;10.7564649582;11.4571752548;4;26.7006480694;
14;2;19.968170166;12.2662630081;3;27.0822491646;2;12.7564659119;11.8107032776;3;27.7219514847;
15;2;20.1246757507;12.446267128;3;27.3607378006;2;14.7564659119;12.0916318893;3;28.6730384827;
16;2;20.2082214355;12.5;3;27.5410807133;2;16.0670757294;12.3113050461;3;29.5772051811;
17;2;22.2300834656;12.5;3;27.7306177616;2;17.1942043304;12.4808797836;3;30.2332024574;
18;2;22.4677600861;13.319185257;3;27.9291167259;2;18.3332004547;12.5;2;30.9013147354;
19;2;24.3464946747;12.5;4;28.136231184;2;19.4835243225;12.5;3;31.6152963638;
20;2;24.4677600861;13.4408693314;4;28.3514947891;2;20.6441707611;12.5;3;32.3684282303;
21;2;24.5;13.5054483414;4;28.5743191242;2;21.2828960419;12.5;3;33.151807785;
22;2;24.5;13.5722961426;3;28.8039934635;2;21.4591560364;12.5;3;33.9546136856;
23;3;25.5;12.5;3;29.039689064;2;21.639787674;12.5;3;34.7645931244;
24;4;24.5;13.5;2;29.2804670334;2;19.639787674;13.5;3;35.5687475204;
25;4;24.5;14.5;2;29.5252895355;2;20.639787674;12.5;4;36.3541374207;
26;4;24.5;14.7626447678;2;29.7730360031;2;21.639787674;12.5;5;37.1087179184;
27;4;24.5;14.8865184784;2;30.022521019;2;22.3494606018;12.5;6;37.8220767975;
28;4;24.5;15.0112609863;2;30.2725157738;2;22.509967804;12.5;7;38.485994339;
29;4;24.5;15.1362581253;2;30.5217733383;2;22.6593475342;12.5;7;39.0947532654;
30;4;23.5;14.1362581253;2;30.769051075;2;22.7963199615;12.5;7;39.6451883316;
31;4;23.230714798;14.5;2;31.0131368637;2;22.920167923;12.5;7;40.1365070343;
32;4;22.3039417267;15.5;2;32.252872467;2;23.030714035;12.5;7;40.5699396133;
33;4;20.5;18.0;2;32.6171754599;2;23.1282367706;12.5;7;40.9482984543;
34;4;20.5;20.0650005341;2;32.9904893637;2;23.2133674622;12.5;6;41.275510788;
35;4;19.5;22.1377162933;3;33.3733682632;2;23.2869911194;12.5;6;41.556180954;
