Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;2;7.0;11.1999998093;3;21.0;
3;1;9.0;10.0;5;20.0;2;8.14999961853;10.0;3;21.0900000334;
4;1;9.0;10.0;5;20.0;2;8.16349983215;10.0;3;21.1871190071;
5;2;10.3000001907;10.0;3;21.0;2;8.17806816101;10.0;2;21.2917383909;
6;2;11.3000001907;10.0;3;21.0900000334;2;9.29064083099;10.0;2;21.4042263031;
7;2;11.3269996643;10.0;3;21.5980186462;2;9.81595134735;10.0;2;21.5249304771;
8;2;11.4794054031;10.1999998093;3;22.0418490171;2;9.84310913086;10.0;2;22.0694183111;
9;2;11.6125545502;10.3632001877;3;22.4332156181;2;9.96561908722;10.1999998093;2;22.5515855551;
10;2;11.7299642563;10.4951858521;3;23.6659361124;2;10.0741062164;10.3632001877;2;22.983014226;
11;2;12.0997810364;11.0209560394;3;24.7393633127;2;10.1711778641;10.4951858521;2;24.2738182545;
12;2;14.0997810364;11.4571752548;2;25.6686143875;2;10.4616098404;11.0209560394;2;25.4089095592;
13;2;16.0997810364;11.8107032776;3;26.4751701355;2;12.2841091156;11.4571752548;2;26.4029755592;
14;2;17.3001461029;12.0916318893;3;27.1828548908;2;14.2841091156;11.8107032776;2;27.276881218;
15;2;18.3806476593;12.3113050461;3;27.8148901463;2;16.2841091156;12.0916318893;2;28.0536293983;
16;2;19.4685134888;12.4808797836;3;28.1711652279;2;17.4948120117;12.3113050461;3;28.755402565;
17;2;20.5639228821;12.5;3;28.5145654678;3;18.5764026642;12.4808797836;2;29.1808357239;
18;2;21.6669425964;12.5;3;28.8830828667;3;18.7228336334;12.5;2;29.5913586617;
19;2;22.6649246216;12.5;4;29.2759313583;3;20.625;12.5;3;30.0233430862;
20;2;22.7827796936;12.5;5;29.6917257309;3;20.7552528381;12.5;3;30.4742712975;
21;2;22.9075183868;12.5;5;30.1284441948;3;20.856710434;12.5;3;30.9409928322;
22;2;23.0385322571;12.5;5;30.5834169388;3;20.9617233276;12.5;3;31.4197778702;
23;2;23.1750259399;12.5;5;31.0533499718;3;21.0694503784;12.5;3;31.906411171;
