Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.3999996185;2;9.5;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.5;10.0;4;20.3999996185;
9;1;11.2179203033;10.3632001877;4;20.9903717041;3;9.59000015259;10.3999996185;3;21.7264003754;
10;1;11.2971115112;10.4951858521;4;22.0419120789;3;9.88844013214;10.3632001877;3;22.0903717279;
11;1;11.6125736237;11.0209560394;4;22.9143505096;3;9.97033405304;10.4951858521;3;23.2838120461;
12;2;12.1743059158;11.4571752548;3;24.6214065552;3;10.238858223;11.0209560394;3;24.3146933317;
13;2;14.9125738144;11.8107032776;4;25.2132637501;3;10.4708061218;11.4571752548;3;25.1981878281;
14;2;16.9125728607;12.0916318893;4;25.6832010746;3;12.4708061218;11.8107032776;3;25.9559320211;
15;2;17.9307518005;12.3113050461;4;26.0535256863;3;14.4708061218;12.0916318893;3;26.6120283604;
16;2;18.9401035309;12.4808797836;3;26.1235172749;3;14.9877061844;12.3113050461;3;27.1901185513;
17;2;19.94962883;12.5;3;26.1558350325;3;15.1177768707;12.4808797836;3;27.4906733036;
18;2;20.9593238831;12.5;3;26.1887089014;3;17.1004886627;12.5;3;27.7773330212;
19;2;21.8566131592;12.5;4;26.2221269608;3;18.1649856567;12.5;3;28.0890238285;
20;2;21.8666381836;12.5;4;26.2560760975;3;19.2351169586;12.5;3;28.4260663986;
21;2;21.8768234253;12.5;4;26.2905418873;3;20.3109512329;12.5;3;28.788336277;
22;2;21.8871631622;12.5;4;26.3255085945;3;20.4773750305;12.5;4;29.1751885414;
23;2;21.8976516724;12.5;5;26.3609591722;3;20.5644168854;12.5;3;29.585392952;
24;2;21.9082870483;12.5;5;26.3968753815;3;20.6567134857;12.5;3;30.0170898438;
25;2;21.9190635681;12.5;5;26.4332377911;3;20.7538452148;12.5;3;30.4677705765;
26;2;21.5;12.9299716949;5;26.4700255394;3;20.8552474976;12.5;3;30.9342932701;
27;2;19.9410076141;13.5;5;26.5072168112;3;20.9602165222;12.5;3;31.4129357338;
28;2;18.9521656036;14.5;5;26.5447884798;3;21.0679111481;12.5;4;31.8994894028;
29;2;17.9634361267;15.5;5;26.5827163458;3;21.1773853302;12.5;4;32.3893885612;
30;2;16.9748153687;16.5;4;26.6209751368;3;21.287612915;12.5;4;32.877872467;
31;2;15.9862928391;17.5;5;26.6595385075;3;21.3975219727;12.5;4;33.360165596;
32;2;14.9978618622;18.5;6;26.6983793974;3;21.5060367584;12.5;4;33.8316650391;
33;2;14.509513855;19.5;6;26.7374696732;4;21.6121253967;12.5;3;34.2881155014;
34;2;14.521241188;20.5;6;26.7767804861;4;21.7148265839;12.5;3;34.7257604599;
35;2;14.5330343246;21.5;6;26.8162822723;4;21.8132972717;12.5;3;35.141462326;
36;2;14.5448846817;22.5;6;26.8559447527;4;21.906829834;12.5;3;35.5327749252;
37;2;14.5567836761;23.5;7;26.8957372904;4;21.9948749542;12.5;3;35.8979701996;
38;2;14.5687217712;24.5;7;26.9356285334;4;22.0770435333;12.5;3;36.2360286713;
39;2;15.5806884766;22.5;7;26.9755871296;4;22.1531066895;12.5;3;36.5465888977;
40;2;14.5926761627;23.5;7;27.015581131;4;22.2229824066;12.5;2;36.8298740387;
41;2;14.6046743393;24.5;8;27.0555787086;4;22.2867221832;12.5;3;37.0865974426;
42;2;15.6166734695;22.5;8;27.0955479145;4;22.3444843292;12.5;3;37.3178625107;
43;2;14.6286640167;23.5;9;27.135456562;4;22.3965187073;12.5;3;37.5250654221;
44;2;14.6406364441;24.5;10;27.17527318;4;22.4431400299;12.5;3;37.7098016739;
45;2;15.6525821686;22.5;10;27.2149660587;4;22.4847049713;14.5;3;37.8737831116;
46;2;14.6644897461;23.5;10;27.2545039654;4;22.5216007233;16.5;3;38.0;
47;2;14.6763515472;24.5;11;27.293856144;4;22.5499992371;18.5;3;39.0;
48;2;15.6881570816;23.5;12;27.3329925537;4;23.5499992371;21.5;3;39.1699999571;
49;2;16.6998977661;23.5;12;27.3718836308;4;24.5499992371;24.5;3;39.3669109344;
50;2;17.7115650177;23.5;12;27.4105007648;4;24.5499992371;25.5;3;39.5942704678;
51;2;18.7231502533;23.5;13;27.4488155842;4;24.5499992371;26.5;4;39.8558222055;
52;2;19.7346439362;23.5;14;27.4868011475;4;24.9675598145;27.5;4;40.1554293633;
53;2;20.7460403442;22.5;16;27.5244314671;4;24.5499992371;28.5;4;40.4969480038;
54;2;21.7573299408;22.5;15;27.5616812706;4;24.5499992371;28.7484741211;5;40.8840510845;
55;3;22.5;23.5;15;28.5985264778;4;24.5499992371;28.9420261383;6;41.3200027943;
56;4;24.2795581818;24.5;14;48.6549441814;4;24.5499992371;27.5;6;41.8073790073;
57;4;22.5;28.5;13;49.9111094475;5;24.5499992371;27.5;4;42.3477458954;
58;4;22.5;31.8354568481;14;50.9845932722;5;24.5499992371;27.5;4;42.9413113594;
59;4;22.5;34.8532066345;14;51.8805309534;5;24.5499992371;27.5;4;43.586581707;
60;4;22.5;36.8707122803;14;52.6141548157;5;24.5499992371;27.5;5;44.2800674438;
