Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.5;10.0;4;20.3999996185;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.2971115112;10.4951858521;3;23.1119121313;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.6125736237;11.0209560394;3;24.9401773214;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;12.1388072968;11.8980131149;3;26.4949178696;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;14.6125736237;12.6361627579;4;27.7725716829;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.6125736237;13.2335596085;4;28.7950167656;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;17.6125736237;13.7010850906;4;29.5989068747;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;18.6125736237;14.0570163727;4;30.2258702517;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;19.6125736237;14.3221273422;4;30.6831297874;1;15.7228336334;12.4808797836;5;25.0;
18;2;20.6125736237;14.5;4;30.7894508839;1;16.7228336334;12.5;5;25.0;
19;2;21.6125736237;14.5;4;30.9005856514;1;17.625;12.5;5;25.0;
20;2;22.6125736237;14.5;4;31.0165102482;1;17.625;12.5;5;25.0;
21;2;22.7000007629;14.5;4;31.1371679306;1;17.625;12.5;7;25.0;
22;2;22.7000007629;14.5;4;31.2624664307;1;17.625;12.5;7;25.0;
23;2;22.7000007629;14.5;11;31.3922762871;2;18.625;12.8000001907;6;26.0;
24;2;22.7000007629;14.5;11;31.5264284611;2;19.625;12.8000001907;7;26.1299999952;
25;2;22.7000007629;14.5;11;31.6647143364;2;19.8792495728;12.5;7;26.2754310369;
26;2;22.7000007629;14.5;11;31.8068845272;2;19.9119720459;12.5;7;26.4377241135;
27;2;20.7000007629;15.5;11;31.9526493549;2;19.9484882355;12.5;8;26.6183350086;
28;2;19.7000007629;16.5;13;32.1016800404;2;19.625;12.9855003357;8;26.8187118769;
29;2;18.7000007629;17.5;13;32.2536101341;2;20.0342102051;12.5;8;27.0402543545;
30;2;17.7000007629;18.5;14;32.408039093;2;17.625;14.1120758057;8;27.2842636108;
31;2;16.7000007629;19.5;13;32.5645349026;2;17.1389598846;14.5;8;27.5518820286;
32;2;15.7000007629;20.5;13;32.722638607;2;16.1991729736;15.5;8;27.8440244198;
33;2;14.7000007629;21.5;14;32.8818693161;2;15.2649059296;16.5;8;28.1613030434;
34;2;15.0;22.5;15;33.0417299271;2;14.7112932205;17.5;8;28.5039470196;
35;2;15.212518692;23.5;15;32.8017129898;2;14.7883882523;18.5;8;28.871723175;
36;2;15.2605133057;24.5;16;32.6013054848;2;14.871137619;19.5;8;29.263862133;
