Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;2;8.0;10.1999998093;4;21.0;
4;1;9.0;10.0;4;20.0;2;8.14999961853;10.0;4;21.0900000334;
5;1;10.0;10.0;4;20.0;2;8.16349983215;10.0;4;21.1871190071;
6;2;11.3000001907;10.0;3;21.0;2;9.26710128784;10.0;4;21.2917383909;
7;2;11.3000001907;10.0;3;21.3999996185;2;9.79064083099;10.0;4;21.4042263031;
8;2;11.4200000763;10.1999998093;3;21.7264003754;2;9.81595134735;10.0;3;21.9389723539;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;9.93626880646;10.1999998093;3;22.4109756947;
10;2;11.597111702;10.4951858521;3;23.0719120502;2;10.0424690247;10.3632001877;3;22.831872344;
11;2;11.9215736389;11.0209560394;3;23.9749414921;2;10.1371707916;10.4951858521;3;24.1073114872;
12;2;13.9215736389;11.4571752548;3;24.7131726742;2;10.4241456985;11.0209560394;4;25.2262470722;
13;2;15.9215736389;11.8107032776;3;25.3067810535;2;12.2430105209;11.4571752548;4;26.2035200596;
14;2;16.94962883;12.0916318893;3;25.7784451246;2;14.2430105209;11.8107032776;4;27.060199976;
15;2;17.9593238831;12.3113050461;3;26.1504684687;2;16.2430095673;12.0916318893;4;27.819549799;
16;2;18.9691867828;12.4808797836;4;26.2221269608;2;17.4421443939;12.3113050461;4;28.5040667057;
17;3;19.9792118073;12.5;4;26.2560760975;2;18.5198516846;12.4808797836;4;28.912750721;
18;3;20.989397049;12.5;4;26.2905418873;2;19.6032028198;12.5;3;29.3074398041;
19;3;21.8871631622;12.5;4;26.3255085945;2;20.5941734314;12.5;4;29.7249407768;
20;3;21.8976516724;12.5;5;26.3609591722;2;20.6881122589;12.5;5;30.1631817818;
21;3;21.9082870483;12.5;5;26.3968753815;2;20.7867164612;12.5;6;30.6194429398;
22;3;21.9190635681;12.5;6;26.4332377911;2;20.8893737793;12.5;6;31.0903835297;
23;3;21.5;12.9299716949;6;26.4700255394;2;20.9953365326;12.5;6;31.5721096992;
24;3;21.5;12.9410076141;6;26.5072168112;2;21.1037254333;12.5;6;32.0602788925;
25;3;21.5;12.95216465;6;26.5447884798;3;21.2135620117;12.5;5;32.550242424;
26;3;19.5;13.9634361267;6;26.5827163458;3;21.3238048553;12.5;5;33.0372152328;
27;3;18.5;15.2913579941;6;26.6209751368;3;21.4333724976;12.5;5;33.516456604;
28;3;17.5;16.3104877472;7;26.6595385075;3;21.5412025452;12.5;6;33.9834604263;
29;3;16.5;17.3297691345;7;26.6983793974;3;21.6462783813;12.5;6;34.4341192245;
30;3;15.5;18.3491897583;6;26.7374696732;3;19.7476768494;13.5;6;34.8648700714;
31;3;14.5;19.3687343597;6;26.7767804861;3;18.8445968628;14.5;5;35.2727956772;
32;3;14.0;20.3883895874;6;26.8162822723;3;17.936378479;15.5;5;35.6556835175;
33;3;14.0;21.4081420898;6;26.8559447527;3;16.936378479;14.5;5;36.0120429993;
34;3;14.0;22.4279727936;6;26.8957372904;3;15.9363794327;14.5;5;36.3410778046;
35;3;14.0;23.4478683472;7;26.9356285334;3;16.311378479;15.5;5;36.6426286697;
36;3;14.0;24.4678134918;8;26.9755871296;3;16.6195907593;16.5;5;36.9170885086;
37;3;14.0;25.4877929688;8;27.015581131;3;16.681344986;17.5;5;37.1653108597;
38;3;15.0;23.5077896118;10;27.0555787086;3;16.7371940613;18.5;5;37.3885068893;
39;3;14.0;24.5277900696;10;27.0955479145;3;16.7874145508;19.5;6;37.5881471634;
40;3;14.0;25.5477733612;10;27.135456562;3;15.7874145508;18.5;7;37.7658729553;
41;3;15.0;23.5677280426;12;27.17527318;3;16.0;18.5;7;37.9234199524;
42;3;14.0;24.5876369476;12;27.2149660587;3;17.0;18.5;8;38.0;
43;3;14.0;25.6074829102;12;27.2545039654;3;16.0;17.5;9;38.0;
44;3;15.0;23.6272525787;13;27.293856144;3;16.0;17.5;9;38.0;
45;3;14.0;24.6469287872;13;27.3329925537;3;16.9249992371;18.5;11;38.0;
46;4;14.0;25.6664962769;12;27.3718836308;3;16.9249992371;19.5;11;38.0;
47;4;15.0;22.5;12;27.4105007648;3;16.9249992371;20.5;10;38.0;
48;4;14.0;24.5;13;27.4488155842;3;16.9249992371;21.5;11;38.0;
49;4;15.7346448898;23.5;13;27.4868011475;3;17.9249992371;20.5;10;38.0;
50;4;16.7460403442;23.5;13;27.5244314671;3;18.9249992371;20.5;11;38.0;
51;4;17.7573299408;23.5;13;27.5616812706;3;19.9249992371;20.5;12;38.0;
52;4;18.0;23.5;14;27.5985264778;3;20.9249992371;21.5;13;38.0;
53;4;19.7795581818;22.5;14;28.6349442005;3;21.9249992371;22.5;13;38.0;
54;4;21.7904834747;23.5;14;28.7109127045;3;22.5499992371;22.5;13;38.0;
55;4;23.8012733459;24.5;15;28.7875955105;3;22.5499992371;22.5;14;38.0;
56;4;24.3119239807;25.5;15;28.8649749756;3;22.5499992371;22.5;14;38.0;
57;4;23.8370666504;27.5;15;28.9430319071;3;22.5499992371;22.5;15;38.0;
