Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;6;20.0;2;8.0;10.1999998093;4;21.0;
5;1;10.0;10.0;6;20.0;2;8.14999961853;10.0;3;21.0900000334;
6;1;11.0;10.0;6;20.0;2;9.24524974823;10.0;3;21.1871190071;
7;1;11.0;10.0;6;20.3999996185;2;9.76710128784;10.0;3;21.2917383909;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;9.79064083099;10.0;3;21.817143321;
9;1;11.2179203033;10.3632001877;6;20.9903717041;2;9.90885734558;10.1999998093;3;22.2793469429;
10;2;11.597111702;10.4951858521;5;23.0419120789;2;10.0128526688;10.3632001877;3;22.6900259256;
11;2;11.9125738144;11.0209560394;5;23.9543504715;2;10.1052560806;10.4951858521;3;23.9506295919;
12;2;12.1863059998;11.4571752548;5;24.7025904655;2;10.3888921738;11.0209560394;3;25.0538563728;
13;2;14.1863059998;11.8107032776;5;25.3068172932;2;10.6371183395;11.4571752548;3;26.0146684647;
14;2;16.1863059998;12.0916318893;5;25.789717555;2;12.6371183395;11.8107032776;3;26.8543052673;
15;2;16.7369155884;12.3113050461;5;26.1736010313;2;14.6371183395;12.0916318893;3;27.5962526798;
16;2;16.8520793915;12.4808797836;5;26.2577478886;2;15.824798584;12.3113050461;3;28.2632865906;
17;2;18.7641086578;12.5;5;26.3048160076;2;16.8985729218;12.4808797836;3;28.6547400951;
18;2;19.7782287598;12.5;5;26.3530313969;2;17.9780464172;12.5;3;29.0328326225;
19;2;20.7926940918;12.5;6;26.4023760557;2;19.0631160736;12.5;4;29.4347915649;
20;2;21.8074970245;12.5;6;26.4528282881;2;20.1535568237;12.5;5;29.8589887619;
21;3;21.9358482361;12.5;5;26.5043625832;2;20.7182731628;12.5;5;30.3031497002;
22;3;21.5;12.5;5;26.5569496155;2;20.8182086945;12.5;5;30.7643566132;
23;3;21.9670848846;12.5;5;26.6105561256;2;20.9219799042;12.5;5;31.2390885353;
24;3;21.9831676483;12.5;6;26.6651450396;2;21.0287952423;12.5;5;31.7232985497;
25;4;21.9995441437;12.5;5;26.72067523;2;21.1377410889;12.5;5;32.2125329971;
26;4;22.0162029266;12.5;5;26.7771017551;2;21.2478199005;12.5;6;32.7020812035;
27;4;22.0331306458;12.5;5;26.8343759775;2;21.3579673767;12.5;7;33.1871519089;
28;4;21.5;13.4171876907;5;26.8924454451;2;21.4671096802;12.5;8;33.6630582809;
29;4;22.0677337646;12.5;5;26.9512542486;2;21.5741882324;12.5;8;34.1254005432;
30;4;20.0853767395;13.5;5;28.0107431412;2;21.6782150269;12.5;8;34.570227623;
31;4;20.1032218933;14.5;5;28.1108493805;2;21.778301239;12.5;8;34.9941673279;
32;4;20.1212539673;15.5;5;28.2126915455;2;21.8736877441;12.5;8;35.3945169449;
33;4;19.4638080597;16.5;5;28.3162033558;2;21.963766098;12.5;8;35.7692890167;
34;4;18.4948616028;17.5;6;28.4213126898;2;22.0480899811;12.5;7;36.1172132492;
35;4;17.5263938904;18.5;6;28.5279425383;2;22.126373291;12.5;7;36.4376983643;
