Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;2;9.0;10.1999998093;4;21.0;
7;1;11.0;10.0;4;20.3999996185;2;9.72500038147;10.0;4;21.0599999428;
8;2;11.4200000763;10.1999998093;3;21.7264003754;2;9.73849964142;10.0;4;21.5335636139;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;9.84505176544;10.1999998093;4;21.9377998114;
10;2;11.597111702;10.4951858521;3;23.0919120312;2;9.93600463867;10.3632001877;4;22.2840082645;
11;2;11.927573204;11.0209560394;3;24.0163254738;2;10.0139017105;10.4951858521;4;23.4481773376;
12;2;13.9275741577;11.4571752548;3;24.7773565054;2;10.2758407593;11.0209560394;5;24.4414664507;
13;2;15.9275741577;11.8107032776;4;25.395208478;2;12.0664348602;11.4571752548;5;25.2779132128;
14;2;16.9761562347;12.0916318893;4;25.8925833702;2;14.0664348602;11.8107032776;5;25.9779809713;
15;2;17.9935646057;12.3113050461;4;26.2918028831;2;16.0664348602;12.0916318893;5;26.5645889044;
16;2;19.0115871429;12.4808797836;4;26.3921557665;2;17.159778595;12.3113050461;5;27.060223341;
17;2;20.0302200317;12.5;4;26.4563041925;2;18.1949882507;12.4808797836;5;27.2642745972;
18;2;21.0494651794;12.5;4;26.5224741697;2;19.23229599;12.5;4;27.439432621;
19;2;21.956741333;12.5;5;26.5906432867;2;20.173871994;12.5;4;27.6238675117;
20;2;21.977191925;12.5;5;26.6607804298;2;20.2153701782;12.5;4;27.8174073696;
21;2;21.9982337952;12.5;5;26.7328453064;2;20.2589168549;12.5;6;28.0197701454;
22;2;22.0198535919;12.5;5;26.8067884445;2;20.3044490814;12.5;6;28.2305569649;
23;2;22.0420360565;12.5;5;26.8825509548;2;20.3518753052;12.5;6;28.4492475986;
24;2;22.0647659302;12.5;6;26.9600640535;2;20.4010810852;12.5;6;28.6751992702;
25;3;21.5;13.088019371;5;27.0392494202;2;20.4519195557;12.5;6;28.907648325;
26;3;22.1117744446;12.5;5;27.120018959;2;20.5042209625;12.5;8;29.1457161903;
27;3;21.5;13.5;5;27.2022752762;2;20.5577850342;12.5;8;29.3884181976;
28;3;22.1606826782;12.5;5;27.2859115601;2;20.6123943329;12.5;8;29.634677887;
29;3;21.5;13.5;5;27.3708124161;2;20.6678028107;12.5;9;29.8833432198;
30;3;21.5;13.6854057312;5;27.4568536282;2;20.7237529755;12.5;9;30.1332073212;
31;3;21.5;13.7284269333;5;27.5439035892;2;19.625;13.5;9;30.3830299377;
32;3;22.2631721497;12.5;5;27.6318233013;2;19.625;14.5;9;30.6315627098;
33;3;21.5;13.5;5;27.7204678059;2;19.625;15.3157815933;9;30.877573967;
34;3;22.3161411285;12.5;5;27.8096864223;2;19.625;15.4387874603;9;31.11987257;
35;3;22.3429069519;12.5;5;27.8993241787;2;19.625;15.5599365234;9;31.3573312759;
36;3;21.5;13.5;5;27.989222765;2;19.625;15.6786651611;9;31.5889077187;
37;3;22.3967666626;12.5;5;28.079221487;2;20.625;13.6786651611;9;31.8136615753;
38;3;21.5;13.5;5;28.1691586971;2;21.1580734253;12.6786651611;9;32.0307679176;
39;3;21.5;14.0845794678;6;28.258872509;2;19.625;13.6786651611;9;32.2395277023;
40;3;22.4776611328;12.5;6;28.348202467;2;20.625;12.5;9;32.4393730164;
41;3;22.5044612885;12.5;6;28.4369900227;2;21.2988586426;12.5;9;32.6298675537;
42;3;22.5310974121;14.5;6;28.5250804424;2;19.625;13.5;9;32.8107056618;
43;3;22.5575237274;16.5;6;28.6123232841;2;19.625;14.5;10;32.9817051888;
44;3;22.5836963654;18.5;6;28.6985738277;2;19.625;15.5;10;33.1427993774;
45;3;22.6095714569;20.5;6;28.7836937904;2;20.625;13.5;10;33.2940273285;
46;4;23.6351089478;23.5;5;29.867552042;2;21.4911556244;15.5;10;33.4355211258;
47;4;24.6602649689;24.5;5;29.9700255394;2;21.5229911804;17.5;11;33.5674934387;
48;4;24.9910068512;25.5;6;30.0711960793;3;22.5526866913;20.5;10;34.6902236938;
49;4;25.0213603973;26.5;6;30.1709524393;3;23.5802993774;23.5;12;34.9340466261;
50;4;23.5;28.5;7;30.2691920996;3;23.8601608276;25.5;13;35.1847699881;
51;4;24.824344635;27.5;7;30.3658235073;3;23.9165725708;26.5;13;35.4377241135;
52;4;23.8305683136;28.5;8;30.4607633352;4;23.973487854;27.5;13;35.6183350086;
53;4;23.8368434906;29.5;8;30.5539393425;4;23.6499996185;27.5;13;35.8187118769;
54;5;24.8431663513;27.5;7;30.6452887058;4;23.6499996185;28.4093551636;14;36.0402543545;
55;5;24.8440513611;27.5;8;30.7347581387;4;24.1090564728;27.5;15;36.2842636108;
56;5;25.2204265594;27.5;9;30.822304368;4;24.1639595032;27.5;15;36.5518820286;
57;5;23.5;29.1040077209;9;30.9078923464;4;24.2241725922;27.5;14;36.8440244198;
