Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
5;2;10.3000001907;10.0;5;21.0;1;8.0;10.0;4;20.0;
6;2;11.3000001907;10.0;5;21.0900000334;1;9.0;10.0;4;20.0;
7;2;11.3269996643;10.0;5;21.5980186462;1;9.5;10.0;4;20.0;
8;2;11.4794054031;10.1999998093;5;22.0418490171;1;9.5;10.0;4;20.3999996185;
9;2;11.6125545502;10.3632001877;5;22.4332156181;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.7299642563;10.4951858521;5;23.6659361124;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;12.0997810364;11.0209560394;5;24.7393633127;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;14.0997810364;11.4571752548;4;25.6686143875;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;16.0997810364;11.8107032776;4;26.4751701355;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.9425506592;12.0916318893;4;27.1828548908;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;17.1548576355;12.3113050461;4;27.8148901463;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;17.3444671631;12.4808797836;4;28.1711652279;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;19.3381328583;12.5;4;28.5145654678;1;15.7228336334;12.4808797836;5;25.0;
18;2;20.4411525726;12.5;4;28.8830828667;2;17.7228336334;12.6999998093;4;26.0;
19;2;21.5517082214;12.5;5;29.2759313583;2;19.625;12.5;5;26.1699999571;
20;2;22.6695632935;12.5;5;29.6917257309;2;19.888250351;12.5;5;26.3669109344;
21;3;22.9075183868;12.5;4;30.1284441948;2;19.932554245;12.5;5;26.5942704678;
22;3;23.0385322571;12.5;3;30.5834169388;2;19.9837112427;12.5;5;26.8558222055;
23;3;23.1750259399;12.5;3;31.0533499718;2;20.0425605774;12.5;5;27.1554293633;
24;3;23.3160057068;12.5;4;31.5343885422;2;20.1099720001;12.5;5;27.4969480038;
25;4;23.4603157043;12.5;3;32.0222206116;2;20.1868133545;12.5;5;27.8840510845;
26;4;23.6066665649;12.5;3;32.5122156143;2;20.2739105225;12.5;5;28.3200027943;
27;4;23.7536659241;12.5;3;32.9995918274;3;20.3720016479;12.5;4;28.8073790073;
28;4;23.8998775482;12.5;3;33.4795999527;3;20.4816608429;12.5;4;29.3477458954;
29;4;24.0438804626;12.5;3;33.9477081299;3;20.6032428741;12.5;4;29.9413113594;
30;4;22.0438804626;13.5;4;35.399772644;3;19.625;13.5;3;30.586581707;
31;4;22.0438804626;13.5;4;35.9221838713;3;20.625;12.5;3;31.2800674438;
32;4;22.5;13.5;4;36.429090023;3;19.625;13.5;3;32.0160870552;
33;4;21.856136322;13.5;4;36.9186056852;3;20.625;12.5;3;32.7867279053;
34;4;21.5;14.1458692551;4;37.3895521164;3;19.625;13.5;3;33.5820074081;
35;4;20.9212684631;13.5;3;37.8414282799;3;19.625;14.5;3;34.3902606964;
36;4;20.9574794769;13.5;2;38.2743457556;3;20.625;12.5;3;35.1987380981;
37;4;21.5;14.5;2;38.6889396906;3;19.625;13.5;3;35.9943685532;
38;4;22.5;15.5;1;39.0862627029;3;20.625;12.5;3;36.7645931244;
39;4;23.5;16.5;1;39.4676754475;3;21.625;12.5;3;37.4981632233;
40;4;23.5;17.5;1;39.8347361088;3;22.4370880127;12.5;3;38.1857919693;
41;4;23.5;18.5;1;40.1890990734;3;20.4370880127;13.5;4;38.8205833435;
42;4;24.5;19.5;1;40.5324249268;3;19.625;14.5;4;39.3982028961;
43;4;25.5;21.5;2;40.8139474392;3;19.625;15.5;5;39.9167966843;
44;4;26.5;23.5;2;41.016159296;3;20.625;13.5;5;40.3767118454;
45;4;27.3999996185;25.5;2;41.2268030643;3;21.625;12.5;6;40.780087471;
46;4;27.3999996185;27.5;3;41.445360899;3;22.625;12.5;6;41.1303920746;
47;4;27.3999996185;27.5;4;41.6711919308;3;23.2543373108;14.5;6;41.4319667816;
48;4;27.3999996185;27.5;4;41.9035346508;3;23.3221931458;16.5;7;41.6896247864;
49;4;28.3999996185;27.5;4;42.141512394;4;23.3801651001;18.5;5;70.6583213806;
50;5;28.3999996185;28.5;2;43.3841423988;4;24.4293727875;21.5;6;72.7625007629;
51;6;27.3999996185;30.5;1;43.6603496075;4;25.4500007629;24.5;7;74.2967796326;
52;0;0;0;0;0;4;25.4500007629;25.5;9;75.4120597839;
