Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;2;8.0;10.1999998093;4;21.0;
6;1;11.0;10.0;5;20.0;2;9.22500038147;10.0;4;21.0900000334;
7;1;11.0;10.0;5;20.3999996185;2;9.74524974823;10.0;4;21.1871190071;
8;2;11.4200000763;10.1999998093;3;21.7264003754;2;9.76710128784;10.0;4;21.7036092281;
9;2;11.5179204941;10.3632001877;3;22.0903717279;2;9.88331222534;10.1999998093;4;22.1564130783;
10;2;11.6271114349;10.4951858521;3;23.2838120461;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;11.9851436615;11.0209560394;3;24.3146933317;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;13.9851436615;11.4571752548;3;25.1981878281;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;15.9851436615;11.8107032776;4;25.9559320211;2;12.1677207947;11.4571752548;5;25.8364036083;
14;2;17.1443748474;12.0916318893;4;26.6120283604;2;14.1677207947;11.8107032776;5;26.6592981815;
15;2;18.209400177;12.3113050461;4;27.1901185513;2;16.1677207947;12.0916318893;5;27.3839819431;
16;2;19.2810821533;12.4808797836;4;27.4906733036;2;17.3441429138;12.3113050461;5;28.0334718227;
17;2;20.3597755432;12.5;4;27.7773330212;2;18.4139690399;12.4808797836;5;28.407397747;
18;2;21.4457740784;12.5;4;28.0890238285;2;19.4894981384;12.5;5;28.7683298588;
19;2;22.4267082214;12.5;5;28.4260663986;2;20.4728736877;12.5;6;29.1538929939;
20;2;22.5278205872;12.5;5;28.788336277;2;20.5596256256;12.5;6;29.562889576;
21;2;22.6365013123;12.5;5;29.1751885414;2;20.6516494751;12.5;6;29.9934945107;
22;2;22.7525558472;12.5;5;29.585392952;2;19.625;13.5;6;30.4432339668;
23;2;22.875617981;12.5;4;30.0170898438;2;19.625;14.1329698563;5;30.9089989662;
24;2;23.0051269531;12.5;5;30.4677705765;2;19.625;14.2726993561;5;31.3870959282;
25;3;19.5;14.5;4;30.9342932701;2;20.625;12.5;5;31.8733391762;
26;3;18.5;16.2802886963;4;31.4129357338;2;19.625;13.5;5;32.36317873;
27;3;18.5;15.5;4;31.8994894028;2;19.625;14.5;5;32.8518595695;
28;3;18.5;16.5;4;32.3893885612;2;19.625;14.8555583954;5;33.3346033096;
29;3;17.7168159485;17.5;4;32.877872467;2;19.625;15.8555583954;5;33.8067913055;
30;4;16.8633613586;18.5;3;33.360165596;2;18.625;14.8555583954;5;34.2641468048;
31;4;16.5080490112;19.5;3;33.8316650391;2;18.625;14.8555583954;6;34.7028827667;
32;4;15.5080499649;18.5;3;34.2881155014;2;17.625;13.8555583954;6;35.1198272705;
33;4;15.5080499649;18.5;3;34.7257604599;2;16.625;13.5;6;35.5124940872;
34;4;16.5080490112;19.5;3;35.141462326;2;16.625;13.5;6;35.8791179657;
35;4;15.5080499649;18.5;4;35.5327749252;2;15.625;13.5;7;36.2186422348;
