Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;2;8.0;10.1999998093;4;21.0;
5;1;10.0;10.0;4;20.0;2;8.14999961853;10.0;4;21.1200000048;
6;1;11.0;10.0;3;20.0;2;9.25199985504;10.0;4;21.2530560493;
7;1;11.0;10.0;3;20.3999996185;2;9.78193759918;10.0;4;21.4002518654;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;9.81505680084;10.0;4;21.9766796827;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;9.94475364685;10.1999998093;4;22.4989564419;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;10.0622644424;10.3632001877;4;22.9796661139;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;10.1704244614;10.4951858521;4;24.3497066498;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;10.4786844254;11.0209560394;5;25.5842888355;
13;1;13.6125736237;11.8107032776;3;24.1832637787;2;12.3235692978;11.4571752548;5;26.7006480694;
14;1;14.6125736237;12.0916318893;3;24.6226100922;2;14.3235702515;11.8107032776;4;27.7219514847;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;16.3235702515;12.0916318893;4;28.6730384827;
16;2;16.6125736237;12.4808797836;3;25.0;2;17.634180069;12.3113050461;4;29.5772051811;
17;2;17.6125736237;12.5;4;25.0;2;18.76130867;12.4808797836;4;30.2332024574;
18;2;18.6125736237;12.5;4;25.0;2;19.9003047943;12.5;4;30.9013147354;
19;2;19.5;12.5;4;25.0;2;20.952796936;12.5;5;31.6152963638;
20;2;19.5;12.5;5;25.0;2;21.1134414673;12.5;6;32.3684282303;
21;2;19.5;12.5;5;25.0;2;21.2828960419;12.5;6;33.151807785;
22;2;19.5;12.5;5;25.0;2;21.4591560364;12.5;6;33.9546136856;
23;2;19.5;12.5;5;25.0;2;21.639787674;12.5;6;34.7645931244;
24;2;19.5;12.5;6;25.0;2;21.8220329285;12.5;7;35.5687475204;
25;2;19.5;12.5;5;25.0;2;22.0029678345;12.5;7;36.3541374207;
26;2;19.5;12.5;5;25.0;2;22.1796798706;12.5;7;37.1087179184;
27;2;19.5;12.5;5;25.0;2;22.3494606018;12.5;7;37.8220767975;
28;2;19.5;12.5;5;25.0;2;22.509967804;12.5;7;38.485994339;
29;2;19.5;12.5;5;25.0;2;22.6593475342;12.5;7;39.0947532654;
30;2;19.5;12.5;5;25.0;2;20.6593475342;13.5;6;39.6451883316;
31;2;19.5;12.5;5;25.0;2;19.6593475342;13.5;6;40.1365070343;
32;2;19.5;12.5;5;25.0;2;18.6593475342;13.5;6;40.5699396133;
33;2;19.5;12.5;5;25.0;2;19.625;14.5;6;40.9482984543;
34;2;19.5;12.5;6;25.0;2;18.625;13.5;6;41.275510788;
35;2;19.5;12.5;6;25.0;2;18.625;14.5;6;41.556180954;
36;2;19.5;12.5;7;25.0;2;17.625;13.5;7;41.7952213287;
37;2;19.5;12.5;7;25.0;2;16.625;13.5;7;41.9975662231;
38;2;19.5;12.5;7;25.0;2;16.625;13.5;9;42.0;
39;2;19.5;12.5;7;25.0;2;17.625;14.5;9;42.0;
40;2;19.5;12.5;7;25.0;2;18.625;15.5;9;42.0;
41;2;19.5;12.5;7;25.0;2;19.625;16.5;9;42.0;
42;2;19.5;12.5;8;25.0;2;19.625;17.5;10;42.0;
43;2;19.5;12.5;8;25.0;2;19.625;18.5;11;42.0;
44;2;19.5;12.5;8;25.0;2;19.625;19.5;11;42.0;
45;2;19.5;12.5;8;25.0;2;19.625;20.5;11;42.0;
46;2;19.5;13.5;8;25.0;2;20.625;19.5;12;42.0;
47;2;19.5;14.5;8;25.0;2;21.625;19.5;12;42.0;
48;2;19.5;15.5;8;25.0;2;22.625;20.5;13;42.0;
49;2;19.5;16.5;9;25.0;2;23.4500007629;21.5;13;42.0;
50;2;19.5;17.5;10;25.0;2;23.4500007629;22.5;13;42.0;
51;2;19.5;17.5;11;25.0;2;23.4500007629;22.5;14;42.0;
52;2;19.5;17.5;11;25.0;2;23.4500007629;22.5;14;42.0;
53;3;20.5;18.5;9;26.0;2;23.4500007629;22.5;12;42.0;
54;3;21.5;19.5;9;26.0399999619;2;23.4500007629;22.5;12;42.0;
55;3;21.8120002747;20.5;9;26.0811839104;2;23.4500007629;22.5;13;42.0;
56;3;21.5;21.5;9;26.1235535145;2;23.4500007629;22.5;13;42.0;
57;3;21.8370666504;22.5;9;26.1671074629;2;23.4500007629;22.5;13;42.0;
58;3;21.5;23.0835533142;10;26.211841464;2;23.4500007629;22.5;14;42.0;
59;4;22.8635520935;23.5;9;27.2577478886;2;21.4500007629;23.5;14;42.0;
60;4;23.5;24.5;9;27.3548159599;2;20.4500007629;24.5;14;42.0;
61;4;23.8150005341;26.1524085999;10;27.455006361;2;19.625;25.5;15;42.0;
62;4;24.2365036011;26.5;10;27.5583260059;2;19.625;26.5;15;42.0;
63;4;23.8467845917;28.2011871338;10;27.6647729874;3;19.625;27.5;14;42.0;
64;4;23.5;28.8323860168;10;27.7743358612;3;19.625;28.5;14;42.0;
