Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;9.0;11.3000001907;4;21.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;10.0;10.0;4;21.0900000334;
6;2;8.55000019073;8.89999961853;4;18.0;2;12.0;10.0;4;21.1871190071;
7;2;9.05000019073;8.5;4;18.0225000381;2;12.7671012878;10.0;3;21.2917383909;
8;2;9.05506229401;8.5;4;18.0452762842;2;12.790640831;10.0;3;21.817143321;
9;2;9.06018733978;8.5;4;18.4187746048;2;12.9088573456;10.1999998093;3;22.2793469429;
10;2;9.14422512054;8.67000007629;4;18.7408286333;2;13.0128526688;10.3632001877;3;23.5656701326;
11;2;9.21668624878;8.81392192841;4;19.0176254511;2;13.3022756577;10.9097137451;3;24.691826582;
12;2;9.27896595001;8.93486309052;4;19.9814786911;2;13.5556602478;11.3658018112;3;25.6707911491;
13;2;9.49583244324;9.39324569702;4;20.8215062618;2;16.3504219055;11.7372808456;3;26.5228655338;
14;2;11.3004636765;9.78903102875;4;21.5412740707;2;17.9093704224;12.7703390121;3;27.2714657784;
15;2;13.3004636765;10.6413106918;4;22.1496675014;2;19.5256328583;12.2662630081;3;27.9399077892;
16;2;15.3004636765;10.4026165009;3;22.6588021517;2;19.9093704224;13.3604793549;3;28.3811409473;
17;2;16.0206890106;11.1897068024;3;23.0821874142;2;20.9093704224;13.514342308;3;28.7401795387;
18;2;17.3471107483;10.8157100677;3;23.4333488941;2;21.9093704224;13.6220541;4;29.1239151955;
19;2;18.3595123291;10.9637317657;3;23.5622674227;2;22.625;14.1495656967;4;29.5311965942;
20;2;18.9500007629;11.6249065399;4;23.6198797226;2;23.625;12.5;4;29.960246563;
21;2;19.3144741058;11.0;4;23.6786832809;3;23.7410545349;12.5;3;30.4086403847;
22;2;18.9500007629;11.8393421173;4;23.7386343479;3;23.8419437408;12.5;3;30.873316288;
23;3;18.9500007629;11.8693170547;3;23.7996841669;3;23.9464950562;12.5;4;31.3506221771;
24;3;18.9500007629;11.0;3;23.8617789745;4;24.0538902283;12.5;3;31.8364052773;
25;3;18.9500007629;11.9308891296;2;23.9248601198;4;24.1631908417;12.5;3;32.3261375427;
26;3;18.9500007629;11.9624300003;3;23.9888644218;4;20.625;14.5;3;32.815073967;
27;4;18.9500007629;11.9944324493;2;24.0537240505;4;19.625;16.5;3;33.2984304428;
28;4;18.9500007629;12.0268621445;2;24.1193666458;4;18.625;18.5;3;33.7715711594;
29;4;17.426858902;12.0;2;24.1857161522;4;17.625;20.5;3;35.2301864624;
30;4;16.4417877197;13.0;2;24.2526926994;4;18.0;22.5;3;35.7704492807;
31;4;15.4568567276;14.0;2;24.320212841;4;19.0;24.5;4;36.2980360985;
32;4;14.5220479965;15.0;2;25.3881900311;4;19.2720031738;26.5;4;36.810972929;
33;4;15.5373430252;16.0;2;25.5640355349;4;19.2986335754;27.838596344;5;37.3079937696;
34;4;16.5527210236;17.0;2;25.7505235672;4;19.3275203705;29.0966415405;6;37.7885205746;
35;4;16.8438682556;18.0;2;25.9482954741;4;19.3587799072;30.3357582092;6;38.2526062727;
36;4;16.8883666992;19.0;3;26.1579837799;4;19.0;31.5556354523;6;38.7008473873;
37;4;16.935546875;20.0;3;26.3801988363;4;19.0;32.7563781738;8;39.1342771053;
38;4;16.9855442047;21.0;3;26.6155098677;4;19.0;33.9384460449;8;39.5542471409;
39;4;17.0384902954;22.0;3;26.8644253016;4;19.0;35.1025772095;10;39.9623072147;
40;4;17.0944957733;23.0;4;27.1273696423;4;19.0;36.2497329712;10;40.3600964546;
41;4;17.1536579132;24.0;4;27.4046573639;4;19.0;37.3810119629;11;40.7492353916;
42;4;17.2160491943;25.0;4;28.6964662075;5;19.0;38.4976081848;8;56.1301763058;
43;4;18.281703949;26.0;4;29.0778086185;5;21.0;36.5999984741;8;57.1265156269;
44;4;19.3506317139;27.0;5;29.478322506;5;24.0;35.5999984741;8;58.0532982349;
45;5;19.6826229095;28.0;4;29.8977948427;5;27.0;35.5999984741;9;58.908891201;
46;6;18.7619895935;29.0;3;47.5857594013;5;29.9249992371;35.5999984741;9;59.6948223114;
47;6;20.5763759613;31.0;3;48.9039759636;5;31.9249992371;36.5;10;60.4149169922;
48;6;21.0;31.2824859619;4;50.1258256435;5;33.5499992371;37.5;11;61.0744390488;
49;6;21.0;34.3732223511;4;51.2527409792;5;34.5499992371;37.5;10;61.6793222427;
50;6;25.1603469849;36.3732223511;5;52.2904990911;5;35.1381034851;37.5;11;62.2355628014;
51;6;27.3070259094;39.3732223511;6;53.2475267649;5;35.2148284912;37.5;11;62.6550831795;
52;6;29.4225902557;42.3732223511;6;54.1334059238;5;35.25;37.5;11;62.9573426247;
53;6;31.5403709412;43.0;7;55.9577202797;5;35.25;37.5;12;63.257750988;
54;7;34.1339492798;45.0;7;56.7152167559;5;35.25;38.1319770813;13;63.5545091629;
55;7;36.1054878235;44.0;7;57.3718390465;5;35.25;38.3990592957;13;63.8458890915;
56;7;36.5024147034;44.0;8;58.0396212339;5;35.25;38.6613006592;13;64.1302747726;
57;7;36.6526641846;44.0;8;58.7167854309;5;33.25;39.9172477722;13;64.4061965942;
58;7;36.2001991272;45.0;8;59.4016302824;5;34.25;39.1655769348;14;64.6723608971;
59;7;35.9482345581;46.0;9;60.0925639868;5;35.25;39.4051246643;15;64.9276695251;
60;7;37.1145782471;42.0;9;61.7881270647;7;35.25;39.6349029541;8;80.1712341309;
61;7;36.2710800171;44.0;10;62.6870026588;7;32.25;42.8541107178;9;81.1523790359;
62;7;36.4283256531;46.0;11;63.6256095171;7;31.3250007629;46.0621414185;10;82.3550157547;
63;7;36.0173339844;48.0;11;64.5990613699;7;31.3250007629;49.2585754395;10;85.57371521;
64;7;35.3074493408;50.0;15;65.5904574394;7;31.4960002899;52.5983505249;13;88.3111839294;
65;7;35.5553703308;52.0;15;66.6395158768;7;32.0136642456;55.9224357605;13;90.6130590439;
66;7;34.7694778442;51.0;17;67.7523415089;7;33.1311988831;58.2291564941;14;92.533162117;
67;7;35.0063781738;51.0;17;68.9347374439;7;34.2270126343;60.5173034668;14;94.9637327194;
68;7;36.2678222656;52.0;18;70.1916396618;7;36.2999992371;63.7860870361;16;95.8748130798;
69;7;35.7817840576;54.0;18;73.3179788589;7;36.2999992371;68.03515625;16;96.6658377647;
70;7;35.3504333496;55.0;18;76.3013143539;7;36.2999992371;72.2645111084;17;97.2063305378;
71;7;33.5603942871;57.0;19;79.1793141365;7;37.2999992371;73.4745025635;17;97.4623659849;
72;7;35.0527038574;60.0;19;81.983941555;7;36.2999992371;77.6657333374;19;97.6996554136;
73;7;39.4900894165;54.0;20;84.5432672501;7;36.2999992371;81.6873245239;20;97.9192793369;
74;7;38.3254318237;54.0;20;86.8453292847;7;37.0;84.8758010864;20;98.122433424;
75;7;36.5199508667;57.0;21;89.1499738693;8;38.0;87.1358566284;17;108.310378313;
76;7;37.6189727783;60.0;20;91.4538025856;8;40.0;91.2616119385;22;108.902376056;
