Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;5;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.59000015259;10.6999998093;4;21.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;9.66343975067;10.3632001877;4;22.030371666;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.72283363342;10.4951858521;4;23.9939109087;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.1483440399;11.4407634735;4;25.69934237;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;11.7228336334;12.2551708221;4;27.1258585453;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;13.7228336334;12.9279375076;4;28.2828274965;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;15.7228336334;13.4636869431;4;29.200268507;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.7228336334;13.8773756027;4;29.9181779623;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;17.7228336334;14.1889572144;4;30.4779887199;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;18.7228336334;14.4191141129;5;30.7440532446;
19;1;16.0206890106;10.9637317657;6;22.0;2;19.7228336334;14.5;6;30.8531602621;
20;1;16.9500007629;11.0;7;22.0;3;20.5249996185;14.5;6;30.9670710564;
21;1;16.9500007629;11.0;7;22.0;3;20.5249996185;14.5;6;31.0857429504;
22;1;16.9500007629;11.0;7;22.0;3;20.5249996185;14.5;6;31.2090990543;
23;1;16.9500007629;11.0;7;22.0;3;20.5249996185;14.5;7;31.3370258808;
24;1;16.9500007629;11.0;7;22.0;3;20.5249996185;14.5;7;31.4693710804;
25;1;16.9500007629;11.0;8;22.0;3;20.5249996185;14.5;7;31.6059427261;
26;1;16.9500007629;11.0;8;22.0;3;20.5249996185;14.5;7;31.7465088367;
27;1;16.9500007629;11.0;8;22.0;3;20.5249996185;14.5;7;31.890796423;
28;1;16.9500007629;11.0;8;22.0;3;20.5249996185;14.5;7;33.0384931564;
29;1;16.9500007629;11.0;8;22.0;3;19.5249996185;15.5;7;33.2392480373;
30;1;16.9500007629;11.0;8;22.0;3;19.5249996185;16.5;7;33.4446499348;
31;1;16.9500007629;11.0;8;22.0;3;18.7729434967;17.5;7;33.6543041468;
32;1;16.9500007629;11.0;8;22.0;3;17.7850875854;18.5;7;33.8677824736;
33;1;14.9500007629;12.0;8;22.0;3;16.7976875305;19.5;7;34.0846266747;
34;1;13.9500007629;13.0;8;22.0;3;16.2857437134;20.5;7;34.3043532372;
35;1;12.9500007629;14.0;9;22.0;3;16.2992591858;21.5;7;34.5264588594;
36;1;12.0;15.0;9;22.0;3;16.3132362366;22.5;7;34.7504268885;
37;1;12.0;16.0;9;22.0;3;16.3276672363;23.5;7;34.9757317305;
38;1;12.0;17.0;9;22.0;3;16.3425559998;24.5;8;35.2018464804;
39;1;12.0;18.0;9;22.0;3;16.3578948975;25.5;8;35.4282479286;
40;1;12.0;19.0;9;22.0;3;16.3736763;26.5;9;35.65442276;
41;1;12.0;20.0;9;22.0;4;16.3898906708;27.5;8;35.8798727989;
42;1;12.0;21.0;10;22.0;4;16.4065284729;28.5;8;36.1041200161;
43;1;12.0;22.0;11;22.0;4;16.4235744476;29.5;9;36.3267108202;
44;1;12.0;23.0;11;22.0;4;16.4410133362;30.5;10;36.5472187996;
45;1;12.0;24.0;11;22.0;4;16.4588317871;31.5;10;36.7652487755;
46;1;12.0;25.0;12;22.0;4;16.4770050049;32.5;11;36.9804372787;
47;1;12.0;26.0;12;22.0;4;16.4955120087;33.5;13;37.1924548149;
48;1;12.0;27.0;13;22.0;4;17.5143299103;32.5;13;37.4010066986;
49;1;12.0;28.0;13;22.0;4;18.5334320068;33.5;14;37.1584150791;
50;1;12.0;29.0;14;22.0;4;19.0;34.5;15;36.9505572319;
51;1;12.0;30.0;14;22.0;4;20.0;35.5;15;36.7733504772;
52;1;13.0;28.0;14;22.0;4;21.5592956543;36.5;16;36.6231470108;
53;1;12.0;29.0;16;22.0;4;22.5677642822;37.5;16;36.496694088;
54;1;12.0;30.0;17;22.0;4;22.1564407349;38.5;16;36.3910956383;
55;1;13.0;28.0;17;22.0;6;23.6877384186;38.5;13;47.3037772179;
56;1;12.0;29.0;18;22.0;6;25.6481056213;37.5;14;47.7624486685;
57;1;12.0;30.0;18;22.0;6;26.8674030304;37.5;14;49.3264759779;
58;1;13.0;28.0;19;22.0;6;28.117225647;38.5;16;50.6634078026;
59;1;12.0;29.0;19;22.0;6;29.3230228424;39.5;16;51.7506992817;
60;1;12.0;30.0;20;22.0;6;30.13032341;40.5;16;52.5814152956;
61;1;12.0;31.0;20;22.0;6;31.1359214783;39.5;17;53.1587743759;
62;1;12.0;32.0;21;22.0;6;30.5842189789;40.5;19;53.7325899601;
63;1;12.0;33.0;21;22.0;6;31.4328708649;39.5;19;54.3051495552;
64;1;12.0;34.0;22;22.0;6;31.5778465271;39.5;20;54.8787434101;
65;1;12.0;35.0;23;22.0;7;31.7213306427;39.5;19;55.4555065632;
66;1;13.0;33.0;25;22.0;7;31.8639259338;39.5;20;56.037266016;
67;1;12.0;34.0;25;22.0;7;32.0061759949;39.5;20;56.5213274956;
68;1;12.0;35.0;25;22.0;7;32.1172981262;39.5;20;56.9992465973;
69;1;13.0;33.0;26;22.0;7;32.2248306274;39.5;20;57.4989740849;
70;1;12.0;34.0;27;22.0;7;32.3372688293;39.5;20;58.0183799267;
71;1;12.0;35.0;27;22.0;7;32.4541358948;39.5;20;58.5546936989;
72;1;13.0;33.0;28;22.0;7;32.5748062134;39.5;20;61.8857722282;
73;2;12.0;34.0;27;22.0;7;34.0715484619;41.0800018311;20;63.9788314104;
74;2;12.0;35.0;28;22.0;7;35.4965286255;42.5082702637;20;65.8168326616;
75;2;13.0;33.0;28;22.0;7;34.4644889832;44.8158721924;20;67.3890345097;
76;2;12.0;34.0;28;22.0;7;33.644733429;48.0;20;68.5389822721;
77;2;12.0;35.0;29;22.0;7;33.4000015259;51.0;20;69.8656504154;
78;2;13.0;33.0;29;22.0;7;34.7401733398;50.0;20;71.2030006647;
79;2;12.0;34.0;29;22.0;7;31.4000015259;53.3527908325;20;72.5358455181;
80;2;12.0;35.0;30;23.0;8;31.4000015259;56.7402839661;21;74.8492469788;
81;2;14.0;34.0;30;23.0299999714;8;31.4000015259;58.4990158081;21;76.219607234;
82;2;16.0;34.0;30;23.0605909824;8;31.4000015259;59.5690422058;21;77.552713871;
83;2;17.0;34.0;31;23.091766119;10;30.6671028137;64.4286956787;19;79.8405128717;
84;2;18.0;34.0;31;23.1235172749;11;30.4000015259;66.7025299072;17;81.2280899286;
