Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;9.66343975067;10.8632001877;5;21.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.72283363342;10.4951858521;5;23.0919120312;
12;2;9.02068901062;9.33486270905;4;19.786491394;2;9.95943069458;11.0209560394;5;24.0163254738;
13;2;9.45196056366;9.39324569702;5;20.6530621052;2;11.7228336334;11.4571752548;5;25.6939309835;
14;2;11.2625637054;9.78903102875;5;21.4028294086;2;13.7228336334;12.2689905167;5;27.0901948214;
15;2;13.2625637054;10.1240053177;5;22.0448752642;2;15.7228336334;12.939125061;5;28.2148604393;
16;2;15.0206890106;10.8984737396;5;22.5915045738;2;16.7228336334;13.4724435806;5;29.0981268883;
17;2;16.0206890106;11.1627874374;5;23.0564050674;2;17.7228336334;13.8840417862;5;29.7799998522;
18;2;17.3413105011;10.8157100677;5;23.4532663822;2;18.7228336334;14.1939220428;6;30.3018051386;
19;2;18.3639945984;10.9637317657;5;23.6322153807;2;19.7228336334;14.422750473;6;30.5224741697;
20;2;18.9500007629;11.6528863907;6;23.7443124056;2;20.5249996185;14.5;6;30.5906432867;
21;2;18.9500007629;11.697725296;5;23.8621526957;3;20.5249996185;14.5;5;30.6607804298;
22;2;18.9500007629;11.9310760498;5;23.9857594967;3;20.5249996185;14.5;6;30.7328453064;
23;2;18.9500007629;11.9928798676;5;24.1151165962;4;20.5249996185;14.5;5;30.8067884445;
24;2;18.9500007629;12.0575580597;5;24.2501642704;4;20.5249996185;14.5;5;30.8825509548;
25;2;17.456287384;12.0;5;24.3907959461;4;20.5249996185;14.5;6;30.9600640535;
26;2;16.4879302979;13.0;5;24.5368545055;4;20.5249996185;14.5;6;31.0392494202;
27;2;15.5207929611;14.0;4;24.6881308556;4;20.5249996185;14.5;5;31.120018959;
28;3;14.6048297882;15.0;5;24.8443615437;4;20.5249996185;14.5;5;31.2022752762;
29;4;14.0;16.0;4;25.005228281;4;18.5249996185;15.5;4;31.2859115601;
30;4;14.0;17.0;4;25.1703586578;4;17.5249996185;16.5;4;32.3708124161;
31;4;14.0;19.0;4;25.3393273354;4;17.5249996185;17.5;4;32.5468536615;
32;4;14.7513484955;19.0;4;25.5116591454;4;17.5249996185;18.5;4;32.7310225964;
33;4;14.7901229858;20.0;4;25.6868326664;4;16.7921009064;19.5;5;32.9235616922;
34;4;14.8295373917;21.0;4;25.8642861843;4;16.2906417847;20.5;5;34.124694109;
35;4;14.8694648743;22.0;4;27.0434236526;4;17.3159503937;22.2000007629;6;34.3646168709;
36;5;15.9097709656;23.8999996185;4;40.1461218596;4;18.3431091309;23.2210006714;6;34.6140846014;
37;5;17.0;26.0552501678;5;41.164473176;4;18.3721885681;24.2424144745;6;34.8732124567;
38;5;18.0;28.2354602814;7;42.1605702639;4;18.648897171;24.5;6;35.1420640945;
39;5;19.0;30.4439716339;7;43.1350499392;4;18.6891403198;25.5;6;35.4206417799;
40;5;20.0;32.6843299866;6;44.0908646584;4;18.731584549;26.5;6;35.7088769674;
41;5;21.0;34.4081001282;8;45.03282094;4;18.5087909698;28.3320960999;6;36.0066199303;
42;6;22.0;35.8813972473;7;45.9669880867;5;18.8231430054;28.5;4;46.2189440727;
43;6;23.0;37.3948898315;7;46.9000327587;5;19.0;31.3792533875;4;46.9404752254;
44;6;25.0;35.9511871338;9;47.8385322094;5;20.0;33.3731422424;6;47.6452753544;
45;6;25.0;37.5522613525;8;48.7882957458;5;21.0;34.5391693115;6;48.3313647509;
46;6;25.4551544189;39.1991577148;9;49.7407341003;5;22.0;35.7114334106;6;48.9973366261;
47;7;26.5375003815;37.8916625977;8;50.5588331223;5;23.0;36.8895645142;8;49.6422965527;
48;7;25.5375003815;39.627948761;8;51.4214720726;6;25.6495933533;38.8895645142;7;50.2657825947;
49;7;27.5375003815;41.0;8;53.322245121;6;26.7917098999;41.8895645142;9;50.867672801;
50;7;29.591255188;44.0;9;54.3274223804;6;27.9273471832;44.4778137207;9;51.4480978251;
51;7;30.8005466461;47.0;10;55.3559572697;6;28.709072113;46.4778137207;11;52.0073531866;
52;7;31.014005661;50.0;11;56.3954759836;6;30.179813385;47.5;11;52.5458313227;
53;7;31.2288131714;53.0;12;57.4325695038;7;32.2970733643;47.5;13;54.0639641285;
54;7;30.8918972015;53.0;13;58.4536223412;7;33.9336738586;47.5;13;55.5571005344;
55;7;31.0752105713;53.0;14;59.445715189;7;34.0478858948;49.5;14;56.1190254688;
56;7;31.850730896;54.0;14;60.3974679708;7;35.4249992371;50.5;15;56.696365118;
57;7;32.0409317017;55.0;16;61.299701333;7;36.129119873;51.7437438965;16;57.2894226313;
58;8;31.576795578;54.0;16;62.1458512545;7;36.9347343445;50.5;16;57.898583293;
59;8;31.7209186554;54.0;16;62.9320876598;7;37.0709533691;50.5;16;58.5243030787;
60;8;32.5316772461;55.0;17;63.6125721931;7;37.2128562927;49.5;15;59.1670804024;
61;8;31.9681777954;54.0;18;64.2054312229;7;37.3606567383;49.5;18;59.8274166584;
62;9;32.0711860657;54.0;17;64.7457191944;7;37.5145759583;49.5;16;60.5057621002;
63;9;32.8486099243;55.0;18;65.2372405529;7;37.674785614;49.5;16;61.202450037;
64;10;32.2388381958;54.0;16;76.6845602989;7;37.8414344788;49.5;16;61.8999810219;
65;11;33.3054466248;58.0;14;92.522585392;7;38.014591217;49.5;24;62.5842001438;
66;12;37.3620986938;60.0;14;94.051223278;8;38.1942405701;49.5;18;80.5382635593;
67;12;40.0974769592;61.0;14;95.3034379482;8;36.3817481995;53.5;19;84.480096817;
68;13;42.3518981934;63.0;13;97.4121692181;8;35.8521995544;54.5;20;87.9734563828;
69;13;45.1062469482;66.0;13;98.5259821415;9;36.1236305237;57.5;20;91.0631897449;
70;13;48.3663101196;67.0;15;101.859661222;10;37.8831634521;57.8158721924;20;93.7384734154;
71;14;46.0039520264;70.0;14;104.785328031;10;39.4748878479;62.0;20;95.8526599407;
72;14;46.1585769653;71.0;14;107.340664148;10;39.6924591064;62.6603164673;20;97.7068123817;
73;14;47.1565628052;73.0;14;109.569455028;10;36.7249984741;67.1001739502;21;99.438236475;
74;14;46.4131164551;74.0;14;111.189961076;10;36.7249984741;69.2851104736;21;101.057635069;
75;14;43.2543182373;78.4202575684;14;113.471844435;10;37.2000007629;72.4743652344;22;103.47988677;
76;14;43.3240280151;82.6365737915;14;115.649455547;11;36.2000007629;77.6673126221;21;105.703604698;
