Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.59000015259;10.5;4;21.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;9.88844013214;10.3632001877;4;21.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.94783401489;10.4951858521;4;23.0619120598;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.1889305115;11.0209560394;4;23.9545464516;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;11.9568777084;11.4571752548;3;24.6819883585;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;13.9568777084;11.8107032776;3;25.2644146681;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;15.7228336334;12.415977478;3;25.7245066166;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.9707603455;12.3113050461;3;26.0845712423;
17;2;15.0206890106;11.0309295654;5;22.6314201355;2;17.9754657745;12.4808797836;3;26.1438889503;
18;2;17.0206890106;11.2157096863;5;23.0349634886;2;18.9802093506;12.5;4;26.1651208401;
19;2;18.2698764801;10.9637317657;5;23.2253656387;2;19.8871517181;12.5;4;26.1864993572;
20;2;19.2257080078;11.0;5;23.3543308973;2;19.8919620514;12.5;6;26.2080165148;
21;2;19.2547245026;11.0;5;23.4951226711;2;19.8968029022;12.5;6;26.2296639681;
22;2;19.286403656;11.0;5;23.6484457254;2;19.9016742706;12.5;7;26.2514331341;
23;2;18.9500007629;11.8242225647;5;23.8149644136;2;19.9065723419;12.5;7;26.2733153105;
24;2;18.9500007629;11.9074821472;8;23.9952818155;2;19.9114952087;12.5;7;26.2953014374;
25;3;17.3989391327;12.0;4;44.0324928761;3;19.9164428711;12.5;6;26.3173824549;
26;3;18.9500007629;13.0;5;45.4636428356;3;19.625;13.0269527435;6;26.3395489454;
27;3;20.9500007629;14.1996364594;5;46.7276518345;3;19.625;13.0358200073;6;26.3617914915;
28;3;20.9500007629;15.3118114471;5;47.8282594681;3;19.9314041138;12.5;7;26.3841004372;
29;3;20.9500007629;16.4315319061;5;48.7796471119;3;17.936422348;13.5;7;26.4064661264;
30;3;18.9500007629;18.5587520599;5;49.6019518375;3;16.9414558411;14.5;7;26.428878665;
31;3;18.7119903564;19.0;5;50.3173511028;3;15.9464979172;15.5;7;26.4513280392;
32;3;18.9500007629;19.0;6;50.9472396374;3;14.9515485764;16.5;7;26.4738043547;
33;3;19.9500007629;21.0;6;51.2751159668;3;14.3316059113;17.5;8;26.4962974787;
34;3;20.9500007629;23.0;7;51.5946760178;3;14.3366670609;18.5;8;26.5187973976;
35;3;20.9500007629;25.0;7;51.9234399796;3;14.3417291641;19.5;8;27.5412938595;
36;3;20.9500007629;25.4310951233;7;52.2595415115;3;15.3467912674;20.5;9;27.6637768745;
37;3;20.9500007629;25.733587265;7;52.6009097099;3;16.3518486023;21.5;8;27.7951360941;
38;4;20.9500007629;26.0408191681;6;52.9453148842;3;16.3569030762;22.5;8;27.9359263182;
39;4;20.9500007629;26.3507843018;6;53.2904214859;3;16.3619499207;23.5;8;28.0866910219;
40;4;20.9500007629;26.6613788605;8;53.633852005;3;16.366985321;24.5;8;28.2479513884;
41;4;20.9500007629;26.9704666138;9;53.9732499123;3;16.3720092773;25.5;9;28.4201929569;
42;4;20.9500007629;27.2759246826;9;54.3063445091;4;16.3770179749;26.5;10;28.6038509607;
43;4;20.9500007629;27.5757102966;9;54.6310133934;4;16.3820114136;27.5;9;28.7992928028;
44;4;20.9500007629;27.8679122925;10;54.9453339577;4;16.3869857788;28.5;10;29.0068011284;
45;4;20.9500007629;28.150800705;10;56.2476272583;4;16.0;30.5;10;29.2265535593;
46;4;21.9500007629;29.3228645325;11;56.6114895344;4;17.0;28.7347068787;9;29.4586045742;
47;4;23.9500007629;30.3228645325;11;56.9656288624;4;16.0;29.7499694824;10;29.7028653622;
48;4;24.932434082;32.9000015259;11;57.3094187975;4;16.0;30.7651481628;10;29.9590870142;
49;4;25.269618988;35.9000015259;11;57.6425118446;4;17.0;28.7802371979;10;30.2268445492;
50;4;25.3445663452;38.9000015259;12;57.9648189545;4;18.0;29.7802371979;11;30.5055253506;
51;4;23.3660163879;42.0;12;58.2764828205;4;19.4211101532;30.7802371979;11;30.7943220139;
52;4;24.3887023926;41.0;11;58.5778425932;4;20.0;31.7802371979;11;31.0922310352;
53;5;25.4126434326;41.0;11;58.8693953753;3;21.4305782318;32.5;11;31.3980576992;
54;5;25.6206169128;41.0;11;59.1517597437;3;21.625;33.5;11;31.7104285955;
55;5;25.6841468811;41.0;11;59.4256350994;3;21.625;32.8685531616;11;32.0278127193;
56;5;25.7457695007;41.0;13;59.6917672157;3;22.0694885254;30.5;11;32.3485472202;
57;5;25.8056488037;41.0;13;59.950915575;3;22.0740432739;29.5;12;32.6550831795;
58;5;25.8639564514;41.0;14;60.1407959461;3;22.0750007629;28.5;12;32.9573426247;
59;5;23.8955993652;42.0;15;60.2868545055;3;22.0750007629;27.5;12;33.257750988;
60;5;23.5207939148;43.0;16;60.4381308556;3;22.0750007629;27.5;12;33.5545091629;
61;5;23.5548305511;44.0;15;60.5943615437;3;22.0750007629;27.5;10;33.8458890915;
62;6;24.5899810791;46.0;13;61.755228281;3;22.0750007629;27.5;12;34.1302747726;
63;6;24.9500007629;48.0;14;62.0278586149;3;21.625;27.5;13;34.4061965942;
64;6;25.6633319855;50.0;13;62.3146929741;3;22.0750007629;27.5;13;34.6723608971;
65;6;25.7013492584;52.0;14;62.6159900427;3;22.0750007629;27.5;12;34.9276695251;
66;6;26.0448474884;54.0;14;62.9319553375;3;22.0750007629;27.5;13;35.1712341309;
67;7;26.115940094;55.0;14;63.2627319098;3;22.0750007629;27.5;13;35.4023790359;
68;9;26.1903648376;55.6749992371;12;63.6083880663;3;22.0750007629;27.5;13;35.6206407547;
69;10;26.2681388855;55.6749992371;11;72.5895444155;2;20.0750007629;22.5;13;27.0;
70;10;27.3492546082;56.6749992371;12;73.1699125767;2;20.0750007629;22.5;13;27.0;
71;10;28.4336853027;57.6749992371;12;73.7515509129;2;20.0750007629;22.5;13;27.0;
72;10;28.5213775635;58.6749992371;12;76.4693088531;2;20.0750007629;22.5;11;27.0;
73;10;26.6241512299;61.2926864624;11;79.8162567616;2;19.625;22.5;10;27.0;
74;10;29.7313041687;61.1998138428;11;82.9049463272;2;20.0750007629;22.5;10;27.0;
75;10;33.8426856995;62.6474609375;12;84.7725660801;2;20.0750007629;22.5;10;27.0;
76;10;33.6468276978;65.9895477295;13;86.0901290178;2;20.0750007629;22.5;11;27.0;
