Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;2;9.59000015259;10.5;5;21.7264003754;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;9.88844013214;10.3632001877;5;21.9903717041;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;9.02068901062;9.33486270905;3;19.786491394;2;10.1911802292;11.0209560394;5;23.9749414921;
13;2;9.45196056366;9.39324569702;3;20.6530621052;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;11.2625637054;9.78903102875;3;21.4028294086;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;13.2625637054;10.1240053177;3;22.0448752642;2;15.7228336334;12.4286870956;5;25.7784451246;
16;2;15.0206890106;10.8984737396;3;22.5915045738;2;16.9828968048;12.3113050461;5;26.1504684687;
17;2;16.0206890106;11.1627874374;4;23.0564050674;2;17.7228336334;12.8374919891;5;26.2221269608;
18;3;17.0206890106;11.3857040405;4;23.4532663822;2;18.9978122711;12.5;6;26.2560760975;
19;3;18.0206890106;11.5740528107;5;23.6322153807;2;19.625;12.8768224716;6;26.2905418873;
20;3;18.9500007629;11.6528863907;5;23.7443124056;2;19.625;12.8871622086;6;26.3255085945;
21;3;18.9500007629;11.697725296;5;23.8621526957;2;19.9232387543;12.5;6;26.3609591722;
22;3;18.9500007629;11.9310760498;5;23.9857594967;2;19.9312152863;12.5;7;26.3968753815;
23;3;18.9500007629;11.9928798676;5;24.1151165962;3;19.9392967224;12.5;6;26.4332377911;
24;3;18.9500007629;12.0575580597;6;24.2501642704;3;19.625;12.5;6;26.4700255394;
25;4;17.456287384;12.0;5;24.3907959461;3;19.625;13.0880098343;6;26.5072168112;
26;4;16.4879302979;13.0;5;24.5368545055;3;19.625;13.1028871536;7;26.5447884798;
27;4;15.5207929611;14.0;5;24.6881308556;3;19.625;13.1179151535;7;26.5827163458;
28;4;14.6048297882;15.0;6;24.8443615437;3;19.9811115265;12.5;7;26.6209751368;
29;4;14.6399812698;16.0;6;25.005228281;3;19.625;13.1483898163;7;26.6595385075;
30;4;14.6761760712;17.0;6;25.1703586578;3;17.9983959198;13.5;7;26.6983793974;
31;4;14.7133312225;18.0;6;25.3393273354;3;17.0071353912;14.5;7;27.7374696732;
32;4;14.7513484955;19.0;6;25.5116591454;3;17.0159301758;15.5;7;27.816780448;
33;4;14.7901229858;20.0;6;25.6868326664;3;17.0247764587;16.5;7;27.8974661827;
34;4;14.8295373917;21.0;7;25.8642861843;3;16.6519298553;17.5;7;27.9794982672;
35;4;14.8694648743;22.0;7;26.0434236526;3;16.6703872681;18.5;7;28.0628447533;
36;4;14.9097709656;23.0;7;26.2236218452;3;16.6891403198;19.5;7;28.1474699974;
37;4;14.9503154755;24.0;7;26.4042396545;3;16.7081794739;20.5;7;28.2333350182;
38;4;14.9909534454;25.0;7;26.5846266747;3;16.7275009155;21.5;7;28.3203971386;
39;4;15.0315408707;26.0;8;26.7641320229;3;16.747089386;22.5;7;28.4086101055;
40;5;15.0719299316;27.0;7;26.9421138763;3;16.7669372559;23.5;7;28.4979239702;
41;5;15.1119756699;28.0;7;27.1179485321;4;16.7870330811;24.5;6;28.5882848501;
42;5;15.1515388489;29.0;8;27.2910404205;4;16.0;25.5;6;28.6796357632;
43;5;15.1904840469;30.0;10;27.4608278275;4;16.8279190063;26.5;7;28.7719156742;
44;5;16.2286872864;28.0;10;27.626791954;4;16.8486804962;27.5;7;28.865060091;
45;5;14.0;30.0;9;27.7884612083;4;16.869638443;28.5;7;28.9590011835;
46;5;14.0;32.0;10;27.9454174042;4;16.8907756805;29.5;8;29.0536677837;
47;5;15.0;31.0;9;28.0972981453;4;17.9120750427;27.5;9;29.1489853859;
48;6;14.0;33.0;8;28.2437982559;4;16.9335212708;28.5;9;29.2448767424;
49;6;14.0;35.0;9;29.3846707344;4;17.0;28.5;9;30.3412610292;
50;6;16.0;33.7462043762;9;29.6147277355;4;19.4258003235;30.5;9;30.4680553675;
51;6;16.0;34.8677558899;10;31.0772157907;4;21.0;32.5;9;30.5957655907;
52;6;16.0;36.1013069153;10;32.3417921066;4;22.0;34.5;10;30.7242968082;
53;6;16.0;37.3283233643;11;33.4258348942;4;24.0423183441;36.5;11;30.8535513878;
54;6;17.0;35.5478210449;11;34.3535778522;6;23.625;38.5;9;30.9834290743;
55;6;18.0;36.5478210449;11;35.1513859034;6;23.625;35.5;11;31.1138268709;
56;6;19.0;37.5478210449;11;36.7968020439;6;24.2259559631;35.5;11;31.2446396351;
57;6;22.0;36.5478210449;12;37.29702878;6;23.625;36.1212692261;12;31.3757605553;
58;6;24.8340244293;36.5478210449;11;37.8138639927;6;24.2418193817;34.1647834778;12;31.5070810318;
59;7;24.1407775879;37.0;11;38.3490664959;6;23.625;33.5;12;31.638491869;
60;7;24.1799087524;37.0;10;38.9044753313;6;23.625;34.4669342041;12;32.7698830366;
61;7;24.223733902;37.0;11;39.4819433689;6;25.202255249;35.4903411865;12;32.9411439896;
62;7;25.2726516724;36.0;12;40.0832500458;6;26.2163085938;36.5133628845;12;34.113348484;
63;7;26.3270530701;35.0;13;40.7100131512;6;27.8847579956;36.5133628845;12;34.3263885975;
64;7;24.3873023987;35.0;13;41.3635787964;6;28.9058818817;38.5;12;34.5413386822;
65;7;25.4537239075;33.0;14;42.0449109077;6;28.9268112183;40.5;12;34.7560677528;
66;7;24.5265750885;33.0;10;42.7544705868;6;28.2720737457;42.5;12;34.9445431232;
67;7;24.6060256958;33.0;10;43.418967247;6;27.625;45.5;13;35.13519454;
68;7;24.6921348572;33.0;10;44.0950398445;7;27.625;48.4482879639;12;35.327903986;
69;7;24.7848300934;33.0;12;44.8043169975;7;27.625;46.7403106689;12;35.5225486755;
70;7;24.8838768005;33.0;13;45.5436415672;7;28.3263206482;44.7403106689;13;35.7189999819;
71;7;24.9888687134;33.0;12;46.3089380264;7;28.3395252228;44.5999984741;14;35.9171245098;
72;7;25.0992050171;33.0;12;47.0952367783;8;29.3525619507;45.5999984741;13;37.1167837381;
73;7;25.2141075134;33.0;13;47.8967480659;8;29.625;47.5999984741;14;37.3778344393;
74;6;23.8500003815;35.0;14;48.7070012093;9;30.616569519;47.5999984741;13;38.8508902788;
75;7;23.8500003815;37.0;13;49.519030571;9;29.8500003815;50.141998291;14;40.113722682;
76;7;23.8500003815;39.0;13;50.3256196976;9;30.0255012512;52.5735549927;14;41.2004238367;
77;7;24.8500003815;38.0;14;51.1195659637;10;31.7100067139;48.8708152771;15;42.1464607716;
78;7;25.8188209534;38.0;16;51.8939623833;10;31.850610733;48.9097442627;17;42.8364174366;
79;7;25.9369449615;39.0;17;52.6424632072;10;31.2234077454;51.0;18;43.353672266;
