Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;4;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;3;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;11.0;3;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.0;10.0;3;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;3;20.0;
7;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;3;20.0;
8;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;3;20.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;9.66343975067;10.6632003784;2;21.9903717041;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;9.94783401489;10.4951858521;2;23.0819120407;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.1934309006;11.0209560394;2;23.99553442;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;11.9660997391;11.4571752548;2;24.7449600697;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;13.9660997391;11.8107032776;2;25.3503712416;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;15.9660997391;12.0916318893;3;25.8344515562;
16;1;13.0206890106;10.4026165009;4;21.2618598938;3;16.9954986572;12.3113050461;3;26.2195074558;
17;1;14.0206890106;10.6309299469;4;21.6314201355;3;18.0058269501;12.4808797836;4;26.3048160076;
18;1;15.0206890106;10.8157100677;4;21.9274635315;3;19.0164165497;12.5;5;26.3530313969;
19;1;16.0206890106;10.9637317657;4;22.0;3;19.9294319153;12.5;5;26.4023760557;
20;1;16.9500007629;11.0;4;22.0;3;19.9405345917;12.5;5;26.4528282881;
21;1;16.9500007629;11.0;4;22.0;3;19.9518871307;12.5;5;26.5043625832;
22;1;16.9500007629;11.0;5;22.0;3;19.9634819031;12.5;5;26.5569496155;
23;1;16.9500007629;11.0;6;22.0;3;19.9753131866;12.5;5;26.6105561256;
24;1;16.9500007629;11.0;6;22.0;3;19.9873752594;12.5;6;26.6651450396;
25;1;16.9500007629;11.0;6;22.0;3;19.9996566772;12.5;6;26.72067523;
26;1;16.9500007629;11.0;6;22.0;3;20.0121517181;12.5;6;26.7771017551;
27;1;16.9500007629;11.0;6;22.0;3;20.024848938;12.5;6;26.8343759775;
28;1;16.9500007629;11.0;7;22.0;3;20.0377349854;12.5;6;26.8924454451;
29;1;16.9500007629;11.0;8;22.0;3;18.0508003235;13.5;6;26.9512542486;
30;1;16.9500007629;11.0;8;22.0;3;17.064031601;14.5;6;27.0107431412;
31;1;16.9500007629;11.0;8;22.0;3;16.0774173737;15.5;6;27.0708494186;
32;1;16.9500007629;11.0;9;22.0;3;15.0909414291;16.5;6;27.1315076351;
33;1;14.9500007629;12.0;9;22.0;3;14.4795894623;17.5;7;27.1926498413;
34;1;13.9500007629;13.0;9;22.0;3;14.4933462143;18.5;7;27.2542052269;
35;1;12.9500007629;14.0;9;22.0;3;14.5071964264;19.5;7;27.3161010742;
36;2;12.0;15.0;7;50.75;3;14.5211229324;20.5;7;27.3782629967;
37;2;13.0;16.0;7;52.7625007629;3;14.5351085663;21.5;7;27.4406147003;
38;2;14.0;17.0;7;54.2967796326;3;14.5491380692;22.5;7;27.5030794144;
39;2;15.0;18.0;7;55.4120597839;3;14.5631923676;23.5;8;27.5655794144;
40;2;16.0;19.0;7;56.1932144165;3;14.577255249;24.5;8;27.628036499;
41;2;17.0;20.0;8;56.725528717;3;14.5913085938;25.5;8;27.690372467;
42;2;18.0;21.0;8;56.75;3;14.6053333282;26.5;9;27.7525100708;
43;2;19.0;22.0;8;56.75;3;14.6193141937;27.5;9;27.8143725395;
44;3;20.0;23.0;7;56.75;3;14.633234024;28.5;9;27.8758842945;
45;3;21.0;24.0;8;56.75;3;14.6470737457;29.5;10;27.936971426;
46;3;22.0;25.0;9;56.75;3;15.6608181;27.5;10;27.9975619316;
47;4;24.0;27.0;9;57.75;3;14.674451828;28.5;10;28.0575861931;
48;4;26.0;28.1000003815;10;57.8574999571;3;14.68795681;29.5;10;28.1169772148;
49;4;26.4249992371;29.2182502747;10;57.9753656387;3;15.7013196945;27.5;10;28.1756706238;
