Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;5;20.0;
7;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;4;17.0;2;9.5;10.3000001907;4;21.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;2;9.81500053406;10.1999998093;4;21.8264003992;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;9.91094017029;10.3632001877;4;22.1992716789;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;9.99483585358;10.4951858521;4;23.4054436684;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.2662248611;11.0209560394;4;24.4501843452;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;12.0683965683;11.4571752548;4;25.3486692905;
14;2;11.0206890106;10.1890306473;3;21.2480106354;2;14.0683965683;11.8107032776;4;26.1225088835;
15;2;13.0206890106;10.5240049362;3;21.9127329588;2;16.0683956146;12.0916318893;4;26.7957427502;
16;2;15.0206890106;10.8456163406;3;22.4872255325;2;17.2117881775;12.3113050461;4;27.3919057846;
17;2;16.0206890106;11.1210765839;3;22.9857510328;2;18.2696170807;12.4808797836;3;27.7113106251;
18;2;17.3254127502;10.8157100677;3;23.4225862026;2;19.3328781128;12.5;4;28.0173821449;
19;2;18.3570919037;10.9637317657;3;23.6484457254;2;20.3039112091;12.5;4;28.3487696648;
20;2;19.3208999634;11.0;3;23.8149644136;2;20.3784732819;12.5;4;28.7054548264;
21;2;19.3583679199;11.0;3;23.9952818155;2;20.4587268829;12.5;4;29.0869145393;
22;2;18.9500007629;11.9976406097;4;24.1899158955;3;20.5445556641;12.5;3;29.4920539856;
23;2;18.9500007629;12.0949583054;5;24.399273634;3;20.6357116699;12.5;4;29.9191560745;
24;2;18.9500007629;12.1996364594;5;24.6236231327;4;20.7318096161;12.5;3;30.3658571243;
25;2;18.9500007629;12.3118114471;5;24.8630647659;4;20.8323173523;12.5;3;30.8291530609;
26;2;18.9500007629;12.4315319061;5;25.1175034046;4;20.9365596771;12.5;4;31.3054442406;
27;2;19.6514396667;11.0;5;25.3866217136;4;21.0437240601;12.5;4;31.790620327;
28;2;19.7119903564;11.0;7;25.6698577404;4;21.1528892517;12.5;4;32.2801818848;
29;2;18.9500007629;12.0;7;25.9663875103;4;17.625;14.5;4;32.7693967819;
30;2;18.9500007629;12.9831933975;7;26.2751159668;4;16.625;16.5;4;33.2534770966;
31;2;17.911901474;12.0;7;26.5946760178;4;15.625;18.5;4;33.7277650833;
32;2;16.9838027954;13.0;8;26.9234399796;4;14.625;20.5;4;35.187912941;
33;2;16.0577754974;14.0;8;27.2595415115;4;15.0;22.5;4;35.760043025;
34;2;15.1833972931;15.0;9;27.6009097099;4;16.0;24.5;4;36.326302886;
35;2;14.0;17.0;10;27.9453148842;4;16.2869720459;26.5;6;36.885518074;
36;3;14.0;19.0;8;57.0404214859;4;16.3234882355;27.8134555817;6;38.4372560978;
37;3;15.0;21.0;8;59.3963527679;4;17.3641242981;29.0732460022;7;38.9817911386;
38;3;16.0;23.0;8;61.2700295448;4;18.4092102051;30.3141555786;8;39.5200212002;
39;3;17.0;25.0;8;62.7184042931;4;18.6840572357;31.5358352661;8;40.0533475876;
40;3;18.0;27.0;9;63.8242278099;4;18.7389602661;32.7383575439;9;40.5835239887;
41;3;19.0;28.8679122925;9;64.6708626747;4;18.7991733551;33.9221496582;9;41.1124923229;
42;3;20.0;30.150800705;10;64.9976272583;5;19.864906311;32.9221496582;6;56.6422038078;
43;3;21.0;31.4228649139;10;65.2864894867;5;19.2250003815;34.9221496582;6;57.9244449139;
44;3;22.0;32.6828422546;10;65.5608100891;5;21.0;35.8221511841;7;59.1300497055;
45;3;23.0;33.9297294617;11;65.819776535;5;22.0;35.8221511841;9;60.2591700554;
46;3;24.0;35.1627998352;11;66.0628671646;5;24.0;36.806854248;11;61.1952672005;
47;3;25.0;36.3815803528;12;66.2898340225;5;25.9249992371;37.0974502563;11;62.0664534569;
48;4;26.0;37.585849762;11;66.5006799698;5;27.9249992371;38.6753005981;12;62.888689518;
49;4;28.4249992371;34.585849762;12;66.6956272125;5;30.0467948914;40.4000015259;13;63.6661572456;
50;4;30.4249992371;33.585849762;13;66.8750829697;5;30.1160774231;42.4000015259;13;64.4026694298;
51;4;31.7031440735;33.0;13;67.039607048;5;32.1736221313;42.4000015259;14;65.007601738;
52;4;32.7401618958;33.0;14;67.1898756027;5;33.7767105103;43.4000015259;15;65.4976010323;
53;4;33.7239723206;33.0;14;67.3266506195;5;34.5119590759;42.4000015259;16;65.9851250648;
54;4;33.7547454834;32.0;15;67.4507513046;5;34.6216545105;41.4000015259;16;66.465420723;
55;4;33.7826690674;31.0;16;67.5;5;34.7297210693;40.4000015259;17;66.9339466095;
56;4;31.7826690674;31.0;16;67.5;5;34.8351364136;39.4000015259;17;67.3865451813;
57;4;31.375;31.0;17;67.5;5;34.9369735718;38.4000015259;18;67.8195896149;
58;4;31.375;31.0;17;67.5;5;35.0344085693;38.4000015259;18;68.2300891876;
59;4;31.375;31.0;18;67.5;5;35.1267700195;38.4000015259;18;68.6157541275;
60;4;31.375;31.0;18;67.5;5;35.2135429382;38.4000015259;19;68.9750175476;
61;4;31.375;32.0;18;67.5;5;35.294380188;38.4000015259;19;69.307009697;
62;5;31.375;33.0;18;67.5;5;35.3690757751;38.4000015259;20;69.6115064621;
63;5;31.375;34.0;18;67.5;6;35.437587738;38.4000015259;19;69.8888463974;
64;5;31.375;35.0;18;67.5;6;35.4999885559;37.5;20;70.1398382187;
65;5;31.375;35.6749992371;19;67.5;7;35.5564613342;38.4000015259;19;70.3656587601;
66;5;31.375;35.6749992371;19;67.5;7;35.6072731018;38.4000015259;19;72.8050692081;
67;6;31.375;35.6749992371;18;67.5;7;36.1493911743;38.9270019531;20;74.8488419056;
68;6;31.375;35.6749992371;18;67.5;7;36.602355957;39.3445320129;20;76.5440785885;
69;6;31.375;35.6749992371;18;71.5737495422;7;36.9767723083;39.6698493958;20;77.9416077137;
70;6;31.0265636444;37.8926887512;18;73.8504471779;7;37.2840690613;39.9209098816;20;78.9275940657;
71;6;33.4782791138;38.6864700317;18;75.4792580605;7;35.4580307007;40.9499969482;21;79.4242435694;
72;6;35.0088768005;40.0766830444;18;76.5928493738;7;34.5050849915;41.0698394775;22;80.861281395;
73;6;35.624710083;41.4037895203;18;77.8382900953;7;32.5050849915;43.0999145508;22;82.1639208794;
74;6;35.6293373108;42.4037895203;18;78.0951606035;7;32.5050849915;46.1304702759;23;85.7799479961;
75;6;36.6340026855;43.4037895203;19;78.3099306822;8;31.6940841675;49.195400238;20;88.7719269991;
76;7;33.3860778809;46.9651947021;18;78.4356273413;8;30.9053077698;52.2632026672;21;91.2171720266;
