Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.72283363342;10.7951860428;5;23.0419120789;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.184431076;11.0209560394;5;23.944350481;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;11.954583168;11.4571752548;5;24.6819975376;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;13.9545841217;11.8107032776;4;25.2750298977;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;15.9545841217;12.0916318893;4;25.746127367;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;16.9756240845;12.3113050461;4;26.1175945997;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;17.9828968048;12.4808797836;4;26.1887089014;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;18.9902935028;12.5;5;26.2221269608;
19;1;16.0206890106;10.9637317657;5;22.0;2;19.8999786377;12.5;5;26.2560760975;
20;1;16.9500007629;11.0;5;22.0;2;19.625;12.8768224716;5;26.2905418873;
21;1;16.9500007629;11.0;5;22.0;2;19.625;13.0162162781;5;26.3255085945;
22;1;16.9500007629;11.0;6;22.0;2;19.9232387543;12.5;5;26.3609591722;
23;1;16.9500007629;11.0;7;22.0;2;19.625;13.0443840027;6;26.3968753815;
24;1;16.9500007629;11.0;7;22.0;4;19.9392967224;12.5;4;26.4332377911;
25;1;16.9500007629;11.0;7;22.0;4;19.947479248;12.5;5;26.4700255394;
26;1;16.9500007629;11.0;7;22.0;4;19.625;13.0880098343;5;26.5072168112;
27;1;16.9500007629;11.0;7;22.0;4;19.625;13.1028871536;4;26.5447884798;
28;1;16.9500007629;11.0;8;22.0;4;19.625;13.1179151535;4;26.5827163458;
29;1;16.9500007629;11.0;9;22.0;4;19.9811115265;12.5;4;26.6209751368;
30;1;16.9500007629;11.0;9;22.0;4;17.9897193909;13.5;4;26.6595385075;
31;1;16.9500007629;11.0;9;22.0;4;16.9983959198;14.5;4;26.6983793974;
32;1;14.9500007629;12.0;9;22.0;4;16.0071353912;15.5;4;26.7374696732;
33;1;13.9500007629;13.0;9;22.0;4;15.0159301758;16.5;5;26.7767804861;
34;1;12.9500007629;14.0;9;22.0;4;14.3997755051;17.5;5;26.8162822723;
35;1;12.0;15.0;11;22.0;4;14.4086637497;18.5;5;26.8559447527;
36;1;12.0;16.0;11;22.0;4;14.4175872803;19.5;5;26.8957372904;
37;1;12.0;17.0;11;22.0;4;14.4265403748;20.5;6;26.9356285334;
38;1;12.0;18.0;12;22.0;4;14.4355163574;21.5;6;26.9755871296;
39;1;12.0;19.0;12;22.0;4;14.4445075989;22.5;6;28.015581131;
40;1;12.0;20.0;12;22.0;4;15.4535055161;23.5;7;28.145578742;
41;1;12.0;21.0;12;22.0;4;16.4625053406;24.5;7;28.2826669216;
42;1;12.0;22.0;12;22.0;4;16.7385997772;25.5;8;28.427194953;
43;1;12.0;23.0;13;22.0;4;16.7711181641;26.5;8;28.5794994831;
44;1;12.0;24.0;13;22.0;4;16.8053874969;27.5;10;28.7398965359;
45;1;12.0;25.0;13;22.0;5;16.8414764404;28.5;9;28.9086734056;
46;1;12.0;26.0;14;22.0;5;16.8794517517;29.5;9;29.0860797167;
47;1;12.0;27.0;15;22.0;5;17.9193687439;27.5;10;29.2723178864;
48;2;12.0;28.0;17;22.0;5;16.961271286;28.5;11;29.4675316811;
49;2;12.0;29.0;17;22.0;6;17.0051956177;29.5;10;29.6717963219;
50;2;12.0;30.0;17;22.0;6;17.0;29.5;11;29.8851060867;
51;2;13.0;28.0;18;22.0;6;18.0;30.5;11;30.1073656082;
52;2;12.0;29.0;19;22.0;6;20.1491584778;31.5;12;30.3383789062;
53;2;12.0;30.0;19;22.0;6;20.0;32.5;12;31.5778405666;
54;2;13.0;28.0;19;22.0;6;23.2550144196;34.5;12;31.8753294945;
55;2;12.0;29.0;20;22.0;6;23.625;36.5;14;32.1822800636;
56;2;12.0;30.0;21;22.0;6;24.4658069611;36.5;14;32.4980546236;
57;2;13.0;28.0;21;22.0;6;25.0519733429;34.5;14;32.8218909502;
58;2;12.0;29.0;22;22.0;7;24.5032958984;35.5;14;33.1529071331;
59;2;12.0;30.0;20;22.0;7;25.1736602783;34.3889808655;15;33.4901101589;
60;2;12.0;31.0;20;22.0;7;23.625;35.4310302734;16;33.8324092627;
61;2;12.0;32.0;20;22.0;7;24.625;35.4414405823;16;34.1786316633;
62;3;12.0;33.0;17;50.75;7;24.7227706909;35.5097541809;17;34.5275429487;
63;3;14.0;32.0;16;52.7625007629;7;24.7789878845;34.5133628845;17;34.8778682947;
64;3;16.0;32.0;17;54.2967796326;7;24.2794246674;33.5133628845;17;35.2283167839;
65;3;18.0;32.0;18;55.4120597839;8;24.286567688;34.5;17;35.5776057243;
66;3;20.0;32.0;18;56.1932144165;8;24.625;32.5;16;35.9224643707;
67;3;21.9500007629;32.0;18;56.725528717;8;23.625;34.5;15;36.2357795238;
68;3;20.9500007629;33.0;18;56.75;8;23.625;36.5;16;36.5449801683;
69;3;20.9500007629;34.0;19;56.75;8;23.625;37.5999984741;17;36.8490457535;
70;3;20.9500007629;35.0;19;56.75;8;24.625;35.5999984741;17;37.1470618248;
71;3;21.0;36.0;19;56.75;8;23.625;34.5999984741;17;37.438229084;
72;4;23.0;38.0;19;57.75;9;23.625;34.5999984741;17;37.7218704224;
73;4;25.0;40.0;19;58.8574999571;9;23.625;34.5999984741;18;37.9974322319;
74;4;27.0;43.0;19;59.0053656101;9;23.625;34.5999984741;18;39.2644822598;
75;4;29.0;46.0;21;59.1649218798;9;24.625;35.5999984741;18;39.7144863605;
76;5;31.0;46.0;20;59.3368887901;9;25.625;36.5999984741;19;41.240659833;
77;6;31.0;48.0;20;59.5219630003;8;25.8500003815;38.141998291;19;42.5425322056;
78;6;32.0;50.0;20;59.7207994461;8;26.2880706787;39.5735549927;20;43.6538882256;
79;6;34.0;48.8090858459;20;59.9339907169;8;27.1522102356;38.8708152771;20;44.6100481749;
80;6;33.4249992371;49.8320960999;21;60.1620428562;8;26.2593841553;39.8241157532;21;45.295593977;
81;6;33.4249992371;50.8554878235;21;60.4053497314;9;26.2999992371;39.9664382935;20;45.7940288782;
82;6;34.4249992371;48.8792533875;22;61.66416502;9;26.6280956268;39.0;20;46.2854946852;
83;7;34.4249992371;50.0;21;62.0385733843;9;26.6462783813;39.0;23;46.7696644068;
