Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;2;7.0;14.3000001907;3;21.0;
2;1;7.0;12.3000001907;5;17.0;2;9.0;13.0;3;21.0599999428;
3;1;7.55000019073;11.3000001907;5;17.0;2;11.0;12.0;2;21.1229639053;
4;1;7.55000019073;10.3000001907;5;17.0;2;11.1684446335;11.0;2;21.1889609098;
5;1;7.55000019073;9.30000019073;4;17.0;2;12.2675161362;10.0;2;21.2580518723;
6;1;8.55000019073;8.5;4;17.0;2;12.7830619812;10.0;2;21.3302885294;
7;1;8.82499980927;8.5;4;17.0;2;12.7993144989;10.0;2;21.8190145493;
8;1;8.82499980927;8.5;4;17.0;2;12.9092788696;10.1999998093;2;22.2388005257;
9;1;8.82499980927;8.5;4;17.3400001526;2;13.0037298203;10.3632001877;1;23.4601941109;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;13.2785434723;10.9097137451;1;24.5095257759;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;13.5146427155;11.3658018112;1;25.3986660242;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;15.5146427155;11.7372808456;1;26.1468911171;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;17.114610672;12.6575469971;1;26.7767255306;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;18.114610672;12.9395227432;1;27.3107893467;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;19.6587181091;12.446267128;2;27.6016011238;
16;1;13.0206890106;10.4026165009;4;21.2618598938;3;20.6999702454;12.5;2;27.7940778732;
17;1;14.0206890106;10.6309299469;4;21.6314201355;3;21.7432785034;12.5;3;27.9954168797;
18;1;15.0206890106;10.8157100677;4;21.9274635315;3;22.7885799408;12.5;3;28.2052333355;
19;1;16.0206890106;10.9637317657;4;22.0;3;23.3461780548;12.5;3;28.4230215549;
20;1;16.9500007629;11.0;5;22.0;3;23.3951797485;12.5;4;28.6481528282;
21;1;16.9500007629;11.0;5;22.0;3;23.4458351135;12.5;4;28.8798778057;
22;1;16.9500007629;11.0;5;22.0;3;23.4979724884;12.5;5;29.117331028;
23;1;16.9500007629;11.0;5;22.0;3;23.551399231;12.5;5;29.3595399857;
24;1;16.9500007629;11.0;4;22.0;3;23.6058959961;12.5;5;29.6054382324;
25;1;16.9500007629;11.0;4;22.0;3;21.6612243652;13.5;5;29.8538813591;
26;1;16.9500007629;11.0;4;22.0;3;20.7171230316;14.5;5;30.1036677361;
27;2;17.9500007629;11.5;3;23.0;3;19.7733249664;15.5;5;30.3535604477;
28;2;18.9500007629;11.5;3;23.0750000477;3;18.8295516968;16.5;5;30.6023101807;
29;2;18.9500007629;11.5375003815;3;23.1548187733;3;18.2605209351;17.5;6;30.8486824036;
30;2;19.2098350525;11.0;4;23.2396422625;3;18.315952301;18.5;7;31.0914797783;
31;3;17.2289199829;12.0;3;38.32964468;3;18.3705825806;19.5;7;31.3295664787;
32;3;17.2491703033;13.0;3;39.1749849319;3;18.4241523743;20.5;7;31.5618891716;
33;3;17.2706222534;14.0;3;39.9451773167;4;18.4764251709;21.5;7;31.7874941826;
34;3;17.3433055878;15.0;3;40.6395052671;4;18.5271873474;22.5;8;32.0055427551;
35;3;18.3672485352;16.0;3;41.2605820894;4;18.5762481689;23.5;8;32.2153205872;
36;3;19.3924713135;17.0;4;41.8134790659;4;17.0;25.5;8;32.41624403;
37;3;20.4189834595;18.0;4;42.3048493862;4;17.0;27.5;9;32.6078615189;
38;3;21.4467964172;19.0;4;42.7421345711;4;17.0;29.5;9;32.7898521423;
39;3;22.47590065;20.0;4;43.1329271793;4;17.0;31.5;9;33.9620194435;
40;3;23.5062866211;21.0;5;43.3907959461;4;18.0;33.5;10;34.1442837715;
41;3;24.5379295349;22.0;7;43.5368545055;4;19.0;35.18699646;10;34.3168683052;
42;3;25.1207923889;23.0;7;43.6881308556;4;20.2340431213;33.2936706543;11;34.4798885584;
43;3;25.1548290253;24.0;8;43.8443615437;4;22.2386302948;32.5;13;34.633540988;
44;3;25.1899795532;25.0;10;44.005228281;5;22.2432594299;33.5;12;34.7780916691;
45;3;25.2261753082;26.0;10;44.1703586578;5;23.247926712;34.5;13;34.913862586;
46;3;25.2633304596;27.0;10;44.3393273354;5;24.0;35.5;14;35.0412192345;
47;3;25.3013477325;28.0;13;44.5116591454;6;25.8823757172;33.5;14;35.1605594158;
48;3;26.3401222229;28.0;13;44.6868326664;6;24.625;34.3155860901;14;35.1864993572;
49;4;27.379535675;29.0;11;62.1142861843;6;25.625;31.3305492401;14;35.2080165148;
50;4;29.4194641113;31.0;11;63.1559228897;6;26.625;30.3456115723;15;36.2296639681;
51;4;31.4597702026;33.0;12;64.0855259895;6;27.6499996185;30.3607635498;15;36.2814331055;
52;4;33.4503173828;35.0;12;64.9052028656;6;28.6499996185;30.3760032654;15;36.3339062929;
53;4;34.4909515381;35.0;12;65.6216788292;6;28.8886318207;31.3913211823;15;36.3870675564;
54;4;35.531539917;35.0;14;66.2445931435;7;29.18708992;31.5;12;65.1908997297;
55;5;36.5719299316;34.0;13;66.7849845886;7;29.6499996185;34.4221687317;13;68.2578847408;
56;5;35.6119766235;35.0;14;67.2541046143;7;32.2114639282;35.5;13;69.8772799969;
57;6;34.5;37.0;14;67.5410404205;7;33.956401825;38.3320960999;14;71.0788781643;
58;6;33.875;39.0;14;67.7108278275;7;35.2364006042;39.5;14;71.9475227594;
59;6;32.9249992371;41.0;14;67.876791954;7;31.6499996185;45.3637809753;15;72.5684665442;
60;6;32.9249992371;43.0;14;68.0384612083;7;31.625;48.4035949707;15;72.6826716661;
61;6;32.9249992371;45.0;14;69.1954174042;7;31.625;50.4437866211;16;72.7734724283;
62;6;33.9249992371;47.3508758545;16;69.3872981071;9;31.625;52.4843330383;13;72.8652998209;
63;6;34.9249992371;49.4875679016;17;70.5749821663;9;32.0;54.5252227783;14;72.9581112862;
64;6;35.9249992371;52.6194190979;15;70.7882242203;9;33.0;56.5664215088;15;73.0644220114;
65;6;37.2620658875;55.7462043762;15;70.9974261522;9;34.0;57.9079246521;17;76.5388462543;
66;6;37.2751312256;58.8677558899;18;71.2024437189;9;35.0;59.0859870911;17;79.1163423061;
67;6;37.2885513306;60.9839515686;18;73.5130028725;9;36.0;60.2557144165;17;80.9806524515;
68;6;37.4205627441;64.0283966064;17;75.4523235559;9;36.8248329163;61.4173240662;18;82.2806705236;
69;6;38.2422180176;64.2590713501;18;77.067468524;9;38.0;60.4714279175;19;82.722676754;
70;6;38.6015663147;65.3871002197;17;78.4080989361;9;37.3720092773;61.3687820435;19;83.9749960899;
71;6;38.4306182861;66.5086593628;17;79.3147597313;9;38.3770179749;64.4084777832;20;84.364795208;
72;6;36.5401039124;69.6237411499;18;79.6355243921;9;39.0;67.7976608276;20;84.6715003252;
73;7;35.5401039124;71.9580764771;18;79.9117467403;9;39.0;70.0424423218;21;85.0028351545;
74;7;34.5401039124;74.1339111328;19;80.1869313717;9;39.0;72.0991897583;22;85.3611005545;
75;7;34.5401039124;73.3065719604;17;80.4611786604;9;39.0;74.1563186646;22;85.7486249208;
76;7;32.5401039124;73.3861541748;18;80.7345854044;9;39.0;75.2137908936;20;86.1676896811;
77;9;31.5401039124;76.4686889648;18;81.0072352886;9;39.0;76.2715530396;23;86.6204322577;
78;9;32.4500007629;76.5540924072;18;81.2161859274;9;39.0;77.329536438;24;87.1087253094;
79;9;31.4500007629;79.642250061;19;81.4119369984;9;39.0;78.3877029419;24;87.63403368;
80;9;31.4500007629;82.7330474854;19;81.6124787331;9;38.0;77.4459915161;24;88.1972513199;
81;9;32.4500007629;82.8263168335;18;81.8174914122;9;38.0;77.5043411255;23;88.798527956;
82;9;32.3033332825;83.9307861328;19;82.0266156197;9;39.0;78.5626907349;24;89.4370949268;
83;9;32.3451919556;86.9307861328;20;82.2394542694;9;38.0;77.6209793091;23;90.1111112833;
84;9;32.4500007629;87.9307861328;20;82.4555740356;9;38.0;77.6791534424;23;90.817543745;
85;9;32.431224823;89.9307861328;21;82.6745097637;9;39.0;78.737159729;23;91.5521075726;
86;9;32.4751739502;92.9307861328;21;82.8957676888;9;38.0;77.794921875;23;92.2934989929;
87;9;32.4500007629;93.9307861328;18;83.1188297272;9;38.0;77.8413314819;22;93.0468297005;
88;9;32.4500007629;95.9307861328;19;83.3431584835;9;39.0;78.8845596313;22;93.8088343143;
89;9;32.6093215942;98.1999969482;20;83.568202734;9;38.0;77.9275283813;23;94.5714051723;
90;9;33.6543693542;98.9307861328;19;83.7934036255;9;38.0;77.9701766968;21;95.3262264729;
91;9;34.6993560791;99.9307861328;19;84.0182001591;9;39.0;79.0124588013;21;96.0651826859;
92;9;35.7441520691;100.400001526;21;84.2420349121;9;38.0;78.0543289185;21;96.7807648182;
93;10;36.7886199951;100.400001526;15;84.4643609524;9;38.0;78.0957489014;20;97.4664213657;
94;10;37.8326339722;100.400001526;16;84.6846466064;9;39.0;79.1366577148;19;98.1168248653;
95;10;38.8760643005;100.400001526;17;84.9023816586;9;40.0;77.1770248413;19;98.7280244827;
96;10;39.9187965393;100.400001526;15;85.1170811653;9;39.0;78.2168045044;19;99.2974910736;
97;10;40.1607170105;100.400001526;17;85.3282916546;10;39.0;82.8656692505;19;99.8240509033;
98;10;40.2017211914;100.400001526;18;85.5355927944;10;39.0;84.9206695557;19;100.307743549;
99;10;40.2417182922;100.400001526;19;85.7386014462;10;39.0;85.9746932983;17;100.749623775;
100;10;41.2806243896;97.4000015259;20;85.9369735718;10;39.0;87.0276947021;19;101.151535273;
101;10;40.3183670044;97.4000015259;20;86.1304056644;10;39.0;88.0796356201;19;101.515889645;
102;10;40.3548851013;97.4000015259;22;86.3186359406;10;39.0;89.1304779053;19;101.8454566;
103;10;41.3901252747;94.4000015259;24;86.5014431477;10;39.0;90.1801986694;20;102.143188477;
104;10;40.4240493774;94.4000015259;25;86.6786482334;10;39.0;91.228767395;23;102.387866259;
105;11;40.4566307068;94.4000015259;24;86.8501107693;10;39.0;92.2761688232;23;102.839735985;
106;11;41.4878463745;91.4000015259;25;87.0157291889;10;40.0;90.5334320068;25;103.29771471;
107;11;40.5176925659;92.4000015259;26;87.1754379272;10;39.0;91.7937240601;25;103.760246515;
108;11;40.5461616516;93.4000015259;25;87.9959902763;10;39.0;93.0562133789;25;104.225699425;
109;11;41.7154808044;91.4000015259;26;88.8345727921;10;40.0;91.3200454712;25;105.692391396;
110;11;40.8882598877;92.4000015259;26;89.6836557388;10;40.0;93.5843200684;26;107.238613248;
111;11;41.0625991821;93.4000015259;26;91.5352468491;10;42.0;97.8481674194;26;107.848194003;
112;11;41.2364997864;93.4000015259;24;93.5237132311;10;44.0;99.1106719971;20;110.862660646;
113;11;41.4079399109;97.4000015259;26;94.5772941113;10;43.7200012207;103.370979309;20;113.007078171;
114;11;42.5749855042;101.400001526;25;95.6334936619;10;44.1779212952;107.628250122;23;114.538234234;
115;11;43.7358627319;102.400001526;24;96.6877835989;10;45.4511756897;104.881690979;22;115.322345018;
116;11;42.8890380859;106.400001526;24;97.7366551161;10;44.5;105.130554199;20;115.943655252;
117;12;42.0332794189;109.400001526;23;98.7776972055;10;44.5;105.374168396;21;116.563869834;
118;12;42.9676742554;108.400001526;24;99.8095623255;10;45.5;103.611930847;22;117.182044029;
119;12;43.0916519165;111.400001526;23;101.831850052;10;44.5;104.843292236;22;117.797327518;
120;12;45.20495224;114.400001526;22;102.994903803;10;44.5;106.067825317;23;118.408959746;
121;12;47.3075942993;115.400001526;23;105.610331774;10;45.5;104.285133362;26;119.016263843;
122;12;46.6599388123;119.711997986;24;107.986517906;10;44.5;105.494934082;26;119.618637323;
123;12;46.8092918396;124.007652283;25;111.154714465;10;44.5;107.697013855;25;120.215539217;
124;12;46.8822517395;125.286430359;24;113.390441537;10;45.5;106.891220093;25;120.306476116;
125;12;48.6194114685;127.548065186;26;115.54763937;10;44.3499984741;106.077484131;26;120.440989017;
126;14;49.6757774353;129.792510986;24;117.473059893;10;44.2150001526;107.255783081;24;120.613643646;
