Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.0;11.3000001907;5;21.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.14999961853;10.0;5;21.0599999428;
6;2;8.55000019073;8.89999961853;4;18.0;2;9.23849964142;10.0;5;21.1229639053;
7;2;9.05000019073;8.5;4;18.0449999571;2;9.75266647339;10.0;5;21.1889609098;
8;2;9.06012439728;8.5;4;18.0915547609;2;9.76751613617;10.0;5;21.6699410677;
9;2;9.07059955597;8.5;4;18.4905910492;2;9.87573719025;10.1999998093;5;22.0818096399;
10;2;9.16038322449;8.67000007629;4;18.8399845362;2;9.96840667725;10.3632001877;5;22.4358423948;
11;2;9.23899650574;8.81392192841;4;19.145963192;2;10.0480642319;10.4951858521;5;23.611035943;
12;2;9.30784225464;8.93486309052;4;20.1549206972;2;10.3124837875;11.0209560394;5;24.615765214;
13;2;9.53485679626;9.39324569702;5;21.0440818071;2;12.1056518555;11.4571752548;4;25.4640146494;
14;2;11.3505430222;9.78903102875;5;21.8171498775;2;14.1056518555;11.8107032776;3;26.1761806011;
15;2;13.3505439758;10.1240053177;5;22.4831271172;2;16.1056518555;12.0916318893;3;26.7751014233;
16;2;15.3505439758;10.4026165009;5;23.0542217493;2;17.2071437836;12.3113050461;3;27.2831678391;
17;2;16.4239711761;10.6309299469;5;23.5440071821;2;18.2451515198;12.4808797836;3;27.4996597767;
18;2;17.4510211945;10.8157100677;5;23.9660406113;2;19.2852573395;12.5;4;27.687142849;
19;2;18.4793682098;10.9637317657;5;24.1702980995;2;20.2296066284;12.5;4;27.883649826;
20;2;18.9500007629;11.8681192398;4;24.3076715469;2;20.2738208771;12.5;4;28.0888605118;
21;2;18.9500007629;11.9230690002;4;24.4505701065;2;19.625;13.5;3;28.3023359776;
22;2;18.9500007629;12.2252845764;4;24.5988156796;2;19.625;13.8209342957;3;28.5235154629;
23;2;18.9500007629;12.299407959;6;24.7521765232;2;19.625;13.909406662;2;28.7517154217;
24;2;18.9500007629;12.3760881424;6;24.9103667736;2;20.4691352844;12.5;2;28.986133337;
25;2;17.6048336029;12.0;6;25.0730454922;2;20.5218811035;12.5;4;29.22585392;
26;2;17.9500007629;12.0;6;25.2398183346;4;19.625;13.5;2;29.4698610306;
27;2;18.9500007629;12.6199092865;6;25.4102387428;4;19.625;14.2879447937;3;29.7170505524;
28;2;18.9500007629;12.705119133;8;25.5838117599;4;19.625;14.3868198395;3;29.9662499428;
29;2;17.7563591003;12.0;7;25.7599987984;4;18.625;13.5;3;30.2162384987;
30;2;16.7960014343;13.0;6;25.9382228851;4;17.7986526489;14.5;3;30.4657707214;
31;2;15.8361005783;14.0;6;26.1178760529;4;16.8547973633;15.5;5;30.7136011124;
32;2;14.9265222549;15.0;6;26.2983264923;4;15.9105606079;16.5;5;30.9585089684;
33;2;14.9671230316;16.0;6;26.4789280891;4;15.3406639099;17.5;5;31.1993217468;
34;3;15.0077590942;17.0;4;41.659029007;4;15.3948478699;18.5;5;31.4349379539;
35;3;16.0482807159;18.0;4;42.5879807472;4;15.4478607178;19.5;5;31.6643476486;
36;3;17.0885467529;19.0;4;43.4345231056;4;15.4994783401;20.5;5;31.8866472244;
37;3;18.128408432;20.0;4;44.1972088814;4;15.549495697;21.5;5;32.1010527611;
38;3;19.1677322388;21.0;4;44.8779792786;4;15.5977363586;22.5;5;32.3069086075;
39;3;20.2063846588;22.0;5;45.4813017845;4;14.0;24.5;5;32.5036902428;
40;3;21.2442436218;23.0;6;46.0133070946;4;14.0;26.5;6;32.6910057068;
41;3;20.1217956543;25.0;6;46.4810023308;4;14.0;28.5;6;32.8685903549;
42;3;20.191078186;27.0;8;46.8916444778;4;14.0;30.5;7;33.0363025665;
43;3;20.2486209869;29.0;8;47.1585698128;4;14.0;32.5;7;33.1941108704;
44;3;20.2749996185;31.0;9;47.3027682304;4;14.0;34.2358779907;8;33.3420877457;
45;3;20.2749996185;33.0;11;47.4412546158;4;14.0;35.3394622803;8;33.4803924561;
46;3;20.2749996185;34.7971305847;8;47.5738635063;4;15.0;33.4362754822;6;33.6092615128;
47;3;20.2749996185;35.9164772034;9;47.7004852295;4;14.0;34.5264816284;8;33.7289934158;
48;3;21.2749996185;34.0304374695;10;47.8210616112;4;14.0;35.610294342;6;33.8399391174;
49;4;23.2749996185;33.0;10;47.9355831146;3;15.0;33.6879577637;4;33.9424877167;
50;4;23.2749996185;34.0;9;48.044084549;3;14.0;34.7597427368;4;34.0;
51;4;25.2749996185;33.0;10;48.1466403008;3;14.0;35.7999992371;4;34.0;
52;4;26.8329944611;33.0;10;48.2433600426;3;15.0;35.5;6;34.0;
53;4;26.8547554016;33.0;11;48.3343830109;3;16.0;36.5;7;34.0;
54;4;26.8752365112;32.0;11;48.4198737144;3;16.0249996185;37.5;7;34.0;
55;5;26.8944721222;31.0;11;63.5;3;17.0249996185;35.5;8;34.0;
56;5;27.9125003815;31.0;13;64.25;3;18.0249996185;34.5;5;34.0;
57;5;28.9125003815;31.0;14;64.9193744659;3;19.0249996185;33.5;6;34.0;
58;5;29.9125003815;31.0;14;65.5072898865;3;20.0249996185;32.5;7;34.0;
59;5;30.9125003815;31.0;14;66.0162696838;3;21.0249996185;31.5;8;34.0;
60;5;31.9125003815;31.0;14;66.4513263702;3;21.6499996185;30.5;7;34.0;
61;5;32.9124984741;31.0;14;66.8190898895;3;21.6499996185;29.5;8;34.0;
62;5;33.0342941284;31.0;14;67.1270179749;3;21.6499996185;28.5;10;34.0;
63;5;33.1035766602;31.0;15;67.3827629089;3;21.6499996185;27.5;11;34.0;
64;5;33.1611213684;31.0;15;67.5;3;21.6499996185;26.5;8;34.0;
65;5;33.1875;31.0;17;67.5;3;21.6499996185;25.5;6;34.0;
66;5;33.1875;31.0;16;67.5;3;21.6499996185;24.5;7;34.0;
67;5;33.1875;31.0;17;67.0;3;21.6499996185;23.5;6;34.0;
68;5;33.0750007629;31.0;17;67.1050000191;3;21.6499996185;22.5;6;34.0;
69;5;33.0986251831;31.0;16;67.2041149139;3;21.6499996185;22.5;6;34.0;
70;5;33.1209259033;31.0;16;69.133491993;3;21.6499996185;22.5;7;34.0;
71;5;31.4065361023;32.0;17;70.7370533943;3;21.6499996185;22.5;8;34.0;
72;5;30.970500946;32.595123291;17;72.0554404259;3;21.6499996185;22.5;8;34.0;
73;5;32.1468009949;33.8049659729;18;72.6305699348;3;21.6499996185;22.5;8;34.0;
74;5;33.7265930176;31.9690628052;19;73.3097705841;3;21.6499996185;22.5;8;34.0;
75;5;34.4946975708;32.0;18;73.4333224297;3;21.6499996185;22.5;8;34.0;
76;5;32.8499984741;33.0;18;73.5497784615;3;21.6499996185;22.5;9;34.0;
77;5;31.8500003815;33.0;20;73.6592669487;3;21.6499996185;22.5;9;34.0;
78;5;31.8500003815;33.0;20;73.7619571686;3;21.6499996185;22.5;9;34.0;
79;5;30.8500003815;33.0;20;73.8580536842;3;21.6499996185;22.5;9;34.0;
