Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
6;1;10.6000003815;11.5;6;23.0;1;9.14999961853;10.5;5;21.0;
7;1;11.6000003815;11.5;6;23.0;1;9.72500038147;10.5;5;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.72500038147;10.5;5;21.4200000763;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;12.4463853836;11.9106416702;5;25.0;2;9.8956489563;11.0792179108;4;23.0;
11;2;12.5000009537;12.0;5;26.2300007343;2;10.1750001907;11.0;4;24.7000008821;
12;2;14.4553852081;12.6000003815;5;27.2181913853;2;10.5574998856;11.7700004578;5;26.1690288782;
13;2;16.4553852081;13.0788002014;5;27.9928700924;2;12.2523422241;12.4126424789;5;27.4157934189;
14;2;18.4553852081;13.4505519867;5;28.589247942;2;14.2523422241;12.9308347702;5;28.4674659967;
15;2;19.4834403992;13.7328653336;5;29.0429638624;2;16.2523422241;13.3366470337;5;29.3608939648;
16;2;20.4931354523;13.943564415;5;29.1887089014;2;17.4150733948;13.6469516754;5;30.135217905;
17;2;21.5029983521;14.0;6;29.2221269608;2;18.4845218658;13.879781723;5;30.7230784893;
18;2;22.5130233765;14.0;6;29.2560760975;2;19.5626926422;14.0;5;31.1118502617;
19;2;22.7768230438;14.0;6;29.2905418873;2;20.6501674652;14.0;5;31.544028759;
20;2;22.7871627808;14.0;6;29.3255085945;2;21.0974063873;14.0;5;32.0209121704;
21;3;22.7976531982;14.0;6;29.3609591722;2;21.2047042847;14.0;5;32.5427899361;
22;4;22.8082866669;14.0;5;29.3968753815;2;21.3221263885;14.0;5;33.1086950302;
23;4;22.8190612793;14.0;5;29.4332377911;2;21.4494552612;14.0;6;33.7161855698;
24;4;22.3999996185;14.4299716949;5;29.4700255394;2;21.5861415863;14.0;6;34.3611893654;
25;4;22.3999996185;14.4410076141;5;29.5072168112;2;21.7312660217;14.0;6;35.0379443169;
26;4;20.8521652222;15.0;5;29.5447884798;2;21.8835372925;14.0;6;35.7390680313;
27;4;19.8634357452;16.0;5;29.5827163458;2;22.0412902832;14.0;7;36.4557781219;
28;4;18.8748149872;17.0;5;29.6209751368;2;22.2025489807;14.0;7;37.1782588959;
29;4;17.8862915039;18.0;5;29.6595385075;2;22.36510849;14.0;7;37.8961582184;
30;4;16.8978614807;19.0;5;29.6983793974;2;20.5266342163;15.0;7;38.5991659164;
31;4;15.9095134735;20.0;5;29.7374696732;2;19.6848106384;16.0;7;39.2776012421;
32;4;14.9212408066;21.0;5;29.7767804861;2;18.8374595642;17.0;7;39.9229507446;
33;4;14.5330343246;22.0;6;29.8162822723;2;17.9826622009;18.0;7;40.5282850266;
34;4;14.5448846817;23.0;6;29.8559447527;2;17.1188621521;19.0;7;41.088514328;
35;4;14.5567836761;24.0;5;29.8957372904;2;16.9449157715;20.0;8;41.6004695892;
36;4;14.5687217712;25.0;5;29.9356285334;2;17.0601062775;21.0;8;42.0628213882;
37;4;16.0;24.4678134918;4;30.9755871296;2;17.1641349792;22.0;8;42.4758720398;
38;4;16.5926761627;24.0;4;31.015581131;2;17.2570705414;23.0;9;42.8412618637;
39;4;16.90467453;25.0;4;31.0555787086;2;17.3392829895;24.0;9;43.1616458893;
40;4;17.0;24.5;5;31.0955479145;2;17.4113693237;25.0;10;43.4403705597;
41;4;16.9286651611;24.0;5;31.135456562;2;17.4740829468;26.0;10;43.6811828613;
42;4;17.0;23.5;5;31.17527318;2;17.5282669067;27.0;11;43.8879890442;
43;4;16.9525814056;23.0;6;31.2149660587;2;18.574798584;25.0;12;44.0;
44;4;17.0;22.5;6;31.2545039654;2;17.6000003815;26.0;12;44.0;
45;4;18.0;21.6272525787;8;31.293856144;2;17.6000003815;27.0;12;44.0;
46;4;19.6881561279;22.6272525787;8;31.3329925537;2;18.6000003815;25.0;14;44.0;
47;4;20.6998977661;24.6272525787;8;31.3718836308;2;19.6000003815;25.0;14;44.0;
48;4;21.7115650177;26.6272525787;9;31.4105007648;2;20.6000003815;25.0;14;44.0;
49;4;22.7231502533;28.5;11;31.4488155842;2;21.6000003815;25.0;15;44.0;
50;4;23.7346439362;29.5;12;31.4868011475;2;22.6000003815;25.0;15;44.0;
51;4;24.7460403442;29.5;14;31.5244314671;2;23.6000003815;25.0;15;44.0;
52;4;25.1573295593;29.5;14;31.5616812706;2;23.8999996185;24.0;15;44.0;
53;4;24.6999988556;30.0;15;31.5985264778;2;23.8999996185;24.0;15;44.0;
54;4;25.1795578003;29.5;16;31.6349442005;2;23.8999996185;24.0;15;44.0;
55;4;25.1904830933;29.5;16;31.6709127426;2;23.8999996185;24.0;16;44.0;
56;4;25.2012729645;29.5;16;31.7064116001;2;23.8999996185;24.0;16;44.0;
57;5;25.2119235992;29.5;12;60.4914214611;2;23.8999996185;24.0;17;44.0;
58;5;25.3999996185;31.5;13;62.5384252071;2;23.8999996185;24.0;17;44.0;
59;5;26.3999996185;32.8879623413;13;64.1066834927;2;23.8999996185;24.0;17;44.0;
60;5;27.3999996185;33.9049530029;13;65.2554042339;3;24.8999996185;25.0;17;45.0;
61;5;28.3999996185;34.921672821;14;66.0694465637;3;25.8999996185;26.0;18;45.1599999666;
62;5;30.2628688812;34.5;14;66.6340830326;4;25.8999996185;27.0;17;45.3437439203;
63;5;31.2725658417;34.5;15;66.690299511;4;25.8999996185;28.0;18;45.5541238785;
64;5;31.3999996185;35.5;15;66.7214579582;4;25.8999996185;29.0;18;45.7941719294;
65;5;30.3999996185;36.9857292175;15;66.75;4;25.8999996185;29.8970870972;19;46.0669906139;
66;5;31.2999992371;36.5;15;66.75;4;25.8999996185;30.0334949493;20;46.375654459;
67;5;31.2999992371;37.5;17;66.75;4;26.4345207214;29.0;20;46.7230784893;
68;6;32.2999992371;39.5;16;67.75;4;25.8999996185;30.0;20;47.1118502617;
69;7;34.2999992371;42.5;17;68.8350000381;4;25.8999996185;30.5559253693;21;47.544028759;
70;7;34.7249984741;45.5;17;72.8080148697;4;25.8999996185;30.7720146179;21;48.0209121704;
71;9;34.3990631104;48.5125007629;16;75.8155540228;4;26.8047046661;29.0;21;48.5427899361;
72;9;35.8731498718;48.0;16;78.0689134598;5;27.92212677;30.0;21;51.1086950302;
73;9;37.4838371277;49.0;16;79.7481309175;5;30.0494556427;32.0;21;53.3983590603;
74;9;34.8936157227;52.1590957642;17;80.5649126768;5;28.0890007019;36.4199981689;21;55.4993668795;
75;10;36.4126281738;49.5947418213;16;81.2296907902;5;29.541973114;38.7314720154;22;57.4615083933;
76;10;37.5335845947;48.7255401611;17;81.9630235434;5;28.6989536285;39.957901001;22;59.0872130394;
77;10;39.335231781;47.7561225891;17;83.7693961859;6;28.7817840576;41.0;23;60.6597495079;
78;10;39.7629623413;51.7561225891;17;84.6922525167;7;29.3500003815;42.0;22;62.2406924963;
79;10;41.4000015259;56.3749084473;18;86.6947017908;7;31.3500003815;40.0;22;63.686283946;
80;11;43.4000015259;60.7371139526;17;87.9566390514;7;28.3500003815;42.0;23;65.1778310537;
81;11;46.7881546021;62.1043281555;18;89.3256980181;7;27.0119247437;44.0;23;66.7032495737;
82;12;48.626701355;65.7561187744;16;95.0505536795;7;25.0119247437;44.0;23;68.2510082722;
83;12;50.8714103699;69.5624084473;17;96.7438379526;7;23.75;44.0;23;69.8104829788;
84;12;50.0801200867;73.6164169312;18;98.5295177698;7;24.75;45.0;23;71.3719754219;
85;14;51.0888977051;73.8997192383;15;100.397219419;7;25.75;47.0;24;72.9264237881;
86;14;47.5999984741;77.1700286865;15;102.334144592;7;26.75;49.0;24;74.4649326801;
