Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;2;7.0;13.3000001907;3;24.0;1;7.0;11.6999998093;5;21.0;
3;2;8.19999980927;12.1000003815;3;24.0674999952;1;8.0;10.6999998093;5;21.0;
4;2;9.21350002289;11.5;3;24.1388356686;1;8.14999961853;10.5;4;21.0;
5;2;9.82776737213;11.5;3;24.2141259909;1;8.14999961853;10.5;4;21.0;
6;2;10.9642381668;11.5;3;24.293479681;1;9.14999961853;10.5;4;21.0;
7;2;11.9880447388;11.5;3;24.3769934177;1;9.72500038147;10.5;4;21.0;
8;2;12.3130979538;11.5;3;24.9385182858;1;9.72500038147;10.5;4;21.4200000763;
9;2;12.4815559387;11.7299995422;3;25.4073127508;2;9.81949996948;10.9099998474;3;22.758436203;
10;2;12.6221942902;11.9106416702;3;25.6996520758;2;10.1206493378;10.8792181015;3;23.1000000238;
11;2;12.7098960876;12.0;3;27.0364807844;2;10.1975002289;11.0;3;24.8149009943;
12;2;14.6973295212;12.6000003815;3;28.139410615;2;10.5833530426;11.7700004578;4;26.3006643057;
13;2;16.6973285675;13.0788002014;3;29.036864996;2;12.2819604874;12.4126424789;4;27.5660959482;
14;2;18.6973285675;13.4505519867;4;29.7641136646;2;14.2819604874;12.9308347702;4;28.6384222507;
15;3;19.835899353;13.7328653336;3;30.3567786217;2;16.2819595337;13.3366470337;4;29.5544860363;
16;3;20.1463851929;13.943564415;3;30.6494488716;2;17.4586315155;13.6469516754;4;30.3533427715;
17;3;21.9412193298;14.0;3;30.8375742435;2;18.5335998535;13.879781723;4;30.9674448967;
18;3;22.9976577759;14.0;3;31.0337195396;2;19.6176757812;14.0;4;31.3838531971;
19;3;23.3101158142;14.0;4;31.2374725342;2;20.7113685608;14.0;4;31.8446035385;
20;3;23.3712406158;14.0;4;31.4483137131;2;21.1650352478;14.0;4;32.350376606;
21;3;23.4344940186;14.0;4;31.6656155586;2;21.2788333893;14.0;4;32.9006829262;
22;3;23.4996833801;14.0;5;31.888645649;2;21.4026527405;14.0;4;33.4936323166;
