Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
6;1;10.6000003815;11.5;6;23.0;1;9.14999961853;10.5;5;21.0;
7;1;11.6000003815;11.5;6;23.0;1;9.72500038147;10.5;5;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.72500038147;10.5;5;21.4200000763;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;12.4463853836;11.9106416702;5;25.0;1;9.8956489563;10.8792181015;5;22.0;
11;2;12.5000009537;12.0;5;26.2300007343;1;9.94999980927;11.0;5;23.5400009155;
12;2;14.4553852081;12.6000003815;5;27.2181913853;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;16.4553852081;13.0788002014;5;27.9928700924;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;18.4553852081;13.4505519867;5;28.589247942;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;19.4834403992;13.7328653336;5;29.0429638624;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;20.4931354523;13.943564415;5;29.1887089014;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;21.5029983521;14.0;6;29.2221269608;1;15.9499998093;13.879781723;6;28.0;
18;2;22.5130233765;14.0;6;29.2560760975;1;16.9500007629;14.0;6;28.0;
19;2;22.7768230438;14.0;6;29.2905418873;1;17.9500007629;14.0;6;28.0;
20;2;22.7871627808;14.0;7;29.3255085945;1;18.2999992371;14.0;6;28.0;
21;2;22.7976531982;14.0;7;29.3609591722;1;18.2999992371;14.0;6;28.0;
22;2;22.8082866669;14.0;7;29.3968753815;1;18.2999992371;14.0;6;28.0;
23;2;22.8190612793;14.0;8;29.4332377911;1;18.2999992371;14.0;7;28.0;
24;2;22.8299713135;14.0;8;29.4700255394;1;18.2999992371;14.0;7;28.0;
25;2;22.3999996185;14.4410076141;8;29.5072168112;1;18.2999992371;14.0;7;28.0;
26;2;22.8521652222;14.0;8;29.5447884798;1;18.2999992371;14.0;7;28.0;
27;2;22.8634357452;14.0;8;29.5827163458;1;18.2999992371;14.0;7;28.0;
28;2;22.8748149872;14.0;8;29.6209751368;1;18.2999992371;14.0;7;28.0;
29;2;22.8862915039;14.0;8;29.6595385075;1;18.2999992371;14.0;8;28.0;
30;2;22.8978614807;14.0;8;29.6983793974;1;18.2999992371;14.0;8;28.0;
31;2;22.9095134735;14.0;8;29.7374696732;1;18.2999992371;14.0;8;28.0;
32;2;22.9212398529;14.0;8;29.7767804861;1;18.2999992371;14.0;8;28.0;
33;2;22.3999996185;14.8883905411;9;29.8162822723;1;18.2999992371;14.0;8;28.0;
34;2;22.9448852539;14.0;9;29.8559447527;1;18.2999992371;14.0;8;28.0;
35;2;22.9567832947;14.0;9;29.8957372904;1;18.2999992371;14.0;8;28.0;
36;2;22.9687213898;14.0;9;29.9356285334;1;18.2999992371;14.0;8;28.0;
37;2;22.3999996185;14.9678144455;9;29.9755871296;1;18.2999992371;14.0;8;28.0;
38;2;22.9926757812;14.0;9;30.015581131;1;18.2999992371;14.0;8;28.0;
39;2;23.0046730042;14.0;9;30.0555787086;1;18.2999992371;14.0;9;28.0;
40;2;22.3999996185;15.0;9;30.0955479145;1;18.2999992371;14.0;9;28.0;
41;2;23.0286636353;17.0;10;30.135456562;1;18.2999992371;14.0;9;28.0;
42;2;23.0406360626;19.0;11;30.17527318;1;18.2999992371;14.0;10;28.0;
43;2;23.0525817871;21.0;11;30.2149660587;1;18.2999992371;14.0;10;28.0;
44;2;23.0644893646;23.0;11;30.2545039654;1;18.2999992371;14.0;11;28.0;
45;2;22.3999996185;25.0;11;30.293856144;1;18.2999992371;14.0;11;28.0;
46;2;23.0881557465;24.0;11;30.3329925537;1;18.2999992371;14.0;11;28.0;
47;2;23.0998973846;24.0;11;30.3718836308;1;18.2999992371;14.0;11;28.0;
48;2;23.1115646362;24.0;11;30.4105007648;1;18.2999992371;14.0;12;28.0;
49;2;23.1231498718;24.0;11;30.4488155842;1;18.2999992371;15.0;12;28.0;
50;2;23.1346435547;24.0;13;30.4868011475;1;18.2999992371;16.0;12;28.0;
51;3;23.1460399628;24.0;13;30.5244314671;1;18.2999992371;17.0;13;28.0;
52;3;23.1573295593;24.0;13;30.5616812706;1;18.2999992371;18.0;13;28.0;
53;3;22.3999996185;25.0;15;30.5985264778;1;18.2999992371;19.0;13;28.0;
54;4;24.1795578003;25.0;14;31.6349442005;1;18.2999992371;19.0;14;28.0;
55;4;25.1904830933;26.0;14;31.8309127092;1;18.2999992371;19.0;14;28.0;
56;4;25.2012729645;27.0;15;32.0501555204;1;18.2999992371;19.0;15;28.0;
57;4;25.2119235992;28.0;15;32.2955453396;1;18.2999992371;19.0;15;28.0;
58;4;24.3999996185;30.0;15;32.5700963736;1;18.2999992371;19.0;16;28.0;
59;4;24.3999996185;31.3879623413;15;33.876894474;1;18.2999992371;19.0;16;28.0;
60;4;26.2429714203;31.446893692;16;34.2489988804;1;18.2999992371;19.0;16;28.0;
61;4;27.2530021667;32.6629562378;16;34.659901619;1;18.2999992371;19.0;17;28.0;
62;4;28.3184242249;32.0;17;35.1121706963;1;18.2999992371;19.0;17;28.0;
63;6;28.4517688751;33.0;11;50.6078455448;1;18.2999992371;19.0;17;28.0;
64;6;29.3452968597;35.0;11;51.8982051611;1;18.2999992371;19.0;18;28.0;
65;6;30.757774353;36.0;11;53.1508733034;1;18.2999992371;19.0;18;28.0;
66;6;31.9302959442;37.0;12;54.349998951;1;18.2999992371;19.0;19;28.0;
67;6;33.1102600098;38.0;12;57.5324344635;1;18.2999992371;19.0;19;28.0;
68;6;34.80676651;39.7000007629;12;60.3457102776;1;18.2999992371;19.0;19;28.0;
69;6;36.4252090454;40.2291984558;13;62.8421823978;1;18.2999992371;19.0;19;28.0;
70;8;34.9806060791;41.6162643433;11;65.078777194;1;18.2999992371;19.0;20;28.0;
71;8;36.4880065918;40.8922767639;11;66.9339841604;1;18.2999992371;19.0;21;28.0;
72;8;37.9080657959;41.0;11;68.519308567;1;18.2999992371;19.0;21;28.0;
73;8;38.8985214233;41.0;10;70.0381273031;1;18.2999992371;19.0;21;28.0;
74;8;37.2617759705;42.0;20;71.3777009249;1;18.2999992371;19.0;21;28.0;
75;9;36.6181411743;43.0;10;88.5332691669;1;18.2999992371;19.0;22;28.0;
76;9;37.9606819153;46.0;10;90.7630554438;1;18.2999992371;19.0;22;28.0;
77;9;40.89012146;47.0;10;92.8238871098;1;18.2999992371;19.0;23;28.0;
78;9;40.9042243958;51.0;11;94.6958148479;1;18.2999992371;19.0;23;28.0;
79;9;42.1936798096;55.0;11;96.3712818623;1;18.2999992371;19.0;23;28.0;
80;9;43.4567337036;59.0;12;98.8535453081;1;18.2999992371;19.0;24;28.0;
81;9;42.6937026978;63.0;12;100.214172006;1;18.2999992371;19.0;24;28.8400001526;
82;9;42.906036377;67.0;12;101.413204312;1;18.4890003204;19.4200000763;24;29.4629440308;
83;9;43.3486633301;70.0501403809;13;102.470697761;1;18.6291618347;19.7314720154;24;29.9158058167;
84;9;43.5337982178;73.0805892944;14;103.407499313;1;18.7310562134;19.9579029083;24;30.0;
85;9;43.7027931213;76.1112670898;14;104.138494372;1;18.75;20.0;24;30.0;
86;9;43.8564987183;78.1421279907;15;104.503691316;1;18.75;20.0;25;30.0;
87;10;43.9417877197;80.1731491089;14;104.879988909;1;18.75;20.0;25;30.0;
88;10;44.0301017761;82.2042770386;17;105.267153621;1;18.75;20.0;25;30.0;
89;10;44.1213874817;84.2354888916;17;105.6648314;1;18.75;20.0;26;30.0;
90;11;44.2155609131;86.2667312622;16;106.062409997;1;18.75;20.0;26;30.0;
