Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;5;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;5;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;5;23.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;10.6000003815;11.5;5;23.0;2;9.375;10.5;4;22.0900000334;
7;2;12.6000003815;11.6999998093;4;24.0;2;9.9702501297;10.5;4;22.1871190071;
8;2;13.8999996185;11.5;4;24.4599990845;2;9.99210166931;10.5;4;22.7236096859;
9;2;15.0380001068;11.7299995422;4;24.8212833405;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;15.4463853836;11.9106416702;4;26.0849201679;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;15.8254756927;12.5274600983;4;27.1039469242;2;10.3025445938;11.0;4;25.3486820459;
12;2;17.4645614624;13.0216779709;4;27.9051320553;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;19.4645614624;13.4066829681;4;28.5231926441;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;21.4645614624;13.6998376846;4;28.9939945936;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;22.4931354523;13.9190797806;4;29.1887089014;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;23.5029983521;14.0;4;29.2221269608;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;24.5130233765;14.0;5;29.2560760975;2;18.7531986237;13.879781723;5;32.049197197;
18;2;25.5232086182;14.0;5;29.2905418873;2;19.8610706329;14.0;5;32.573600769;
19;2;25.7871627808;14.0;5;29.3255085945;2;20.9790611267;14.0;5;33.1419348717;
20;2;25.7976531982;14.0;5;29.3609591722;2;21.4569339752;14.0;5;33.7516689301;
21;2;25.8082885742;14.0;6;29.3968753815;2;21.5941238403;14.0;5;34.3986358643;
22;4;25.8190612793;14.0;4;29.4332377911;2;20.2999992371;15.0;5;35.0769786835;
23;4;25.3999996185;14.4299716949;4;29.4700255394;2;21.2999992371;14.0;6;35.7792286873;
24;4;25.3999996185;14.7350130081;4;29.5072168112;2;22.0503253937;14.0;6;36.4965333939;
25;4;25.8521652222;14.0;4;29.5447884798;2;22.2117195129;14.0;6;37.2190332413;
26;4;25.8634357452;14.0;4;29.5827163458;2;22.3742828369;14.0;6;37.9363632202;
27;4;25.8748149872;14.0;4;29.6209751368;2;22.5356807709;14.0;7;38.6382322311;
28;4;25.8862915039;14.0;4;29.6595385075;2;22.6936016083;14.0;7;39.3150119781;
29;4;25.8978614807;14.0;4;29.6983793974;2;22.8458766937;14.0;7;39.9582691193;
30;4;23.9095134735;15.0;4;29.7374696732;3;21.9906101227;15.5;6;41.5611724854;
31;4;22.9212417603;16.0;4;29.7767804861;3;22.1262626648;16.5;6;42.2787410021;
32;4;21.9330329895;17.0;4;29.8162822723;3;21.2517166138;17.5799999237;6;42.9716573954;
33;4;20.9448852539;18.0;5;29.8559447527;3;20.6686210632;18.0;6;43.641582489;
34;4;19.9567832947;19.0;5;29.8957372904;3;19.4696769714;19.7770614624;6;44.2919336557;
35;4;18.9687213898;20.0;6;29.9356285334;3;19.2619972229;20.8970851898;7;44.9275205135;
36;4;17.9806880951;21.0;6;29.9755871296;3;19.3436203003;22.0334949493;7;45.5541212559;
37;4;17.5926761627;22.0;6;30.015581131;3;19.4151554108;23.187828064;7;46.1780259609;
38;4;17.604675293;23.0;6;30.0555787086;3;19.4773635864;24.3615398407;7;46.8055844307;
39;4;18.6166725159;22.0;7;31.0955479145;3;19.5310897827;25.5559253693;8;47.4427647591;
40;4;20.6286640167;23.0;7;31.1654565334;3;19.5772151947;26.7720146179;8;48.0209121704;
41;4;22.6406364441;24.0;6;31.2461642027;3;19.6000003815;28.0104560852;8;48.5427899361;
42;4;23.6525821686;26.0;7;31.3279335499;3;19.6000003815;29.2713947296;8;49.1086950302;
43;4;24.6644897461;28.0;7;31.4107328653;3;20.6000003815;27.5543479919;9;49.7161855698;
44;4;25.346868515;30.0;9;31.4945278168;3;19.6000003815;28.8580932617;10;50.3611893654;
45;5;26.6881561279;29.6003360748;8;31.5792816877;3;21.6000003815;28.8580932617;11;51.0379443169;
46;5;28.0737838745;29.0;9;31.6649549007;3;21.6000003815;29.8580932617;12;51.7390680313;
47;6;28.1115646362;29.6465358734;8;31.7515052557;3;23.6000003815;30.0;12;52.4557781219;
48;6;28.5254516602;29.0;9;31.8388873339;3;25.5025501251;30.0;13;53.1782588959;
49;6;28.1346435547;29.6950359344;9;31.9270534515;3;26.6651096344;30.0;14;53.8961582184;
50;6;28.5781154633;29.0;9;32.015953064;3;27.8266353607;29.0;15;54.5991659164;
51;7;28.1573295593;29.7457618713;7;52.105532527;3;28.2848110199;29.0;16;55.2776012421;
52;7;28.863155365;31.0;7;53.3957363367;3;26.4374599457;30.0;16;55.9229507446;
53;7;30.6587200165;31.0;8;54.5041028261;3;25.5826625824;31.0;17;56.5282850266;
54;7;30.6859512329;32.0;8;55.4357315302;3;24.5826625824;30.0;18;57.088514328;
55;7;30.2012729645;33.8534317017;10;56.2058149576;3;23.5826625824;30.0;18;57.6004695892;
56;7;30.7408447266;34.0;11;56.8352056742;3;23.5826625824;31.0;20;58.0628213882;
57;7;28.3999996185;36.910068512;12;57.3466348648;3;23.0641345978;32.0;20;58.4758720398;
58;7;28.3999996185;38.3269691467;14;57.7465519905;3;22.0641345978;30.0;20;58.8412618637;
59;7;28.3999996185;39.3732757568;14;57.8393188715;3;22.0641345978;29.0;22;59.1616458893;
60;7;28.3999996185;40.4196586609;13;57.9321660995;3;22.8999996185;29.0;22;59.4403705597;
61;7;28.3999996185;41.4660835266;13;59.0250163078;3;23.8999996185;29.0;22;59.6811828613;
62;7;28.3999996185;42.5125083923;18;61.3731660843;3;24.8999996185;29.0;23;59.8879890442;
63;7;28.3999996185;43.5965805054;18;63.1959528923;3;25.8999996185;29.0;24;60.0;
64;7;29.0;44.6815185547;19;64.5863983631;3;25.8999996185;29.0;24;60.0;
65;7;30.0;45.7671890259;20;65.4915034771;3;25.8999996185;29.0;24;60.0;
66;7;31.0;46.8534698486;21;66.8804638386;3;25.8999996185;29.0;26;60.0;
67;7;33.0;48.9402313232;21;67.054653883;3;25.8999996185;29.0;26;60.0;
68;7;35.0;51.0273246765;23;67.2292342186;3;25.8999996185;29.0;26;60.0;
69;8;35.5999984741;53.114616394;18;96.1539156437;3;25.8999996185;29.0;26;60.0;
70;8;36.5999984741;56.2019577026;19;99.8502779007;3;25.8999996185;29.0;26;61.7999992371;
71;8;37.5999984741;59.2892036438;20;102.841009378;3;24.0890007019;30.4200000763;27;63.2535362244;
72;9;37.5999984741;61.8762016296;19;105.08845377;3;25.2291622162;29.7314720154;26;64.417591095;
73;9;37.5999984741;63.9628105164;18;106.686598063;3;23.3310565948;30.9579029083;26;65.1052589417;
74;9;38.5999984741;63.9960746765;19;108.787817478;3;24.3500003815;30.0;26;65.6133613586;
75;9;38.5999984741;68.028678894;19;109.482670426;3;22.75;31.0;27;66.0;
76;9;39.5999984741;72.0606002808;23;109.696431041;3;23.75;30.0;27;66.0;
77;9;40.5999984741;73.0918045044;25;109.90956974;3;24.75;30.0;27;66.0;
78;9;39.5999984741;77.1222763062;27;110.121840954;3;25.75;30.0;27;66.0;
79;9;39.5999984741;81.1519851685;28;110.333008289;3;24.75;31.0;27;66.0;
80;9;40.5999984741;81.8012390137;27;110.542844892;3;23.7999992371;32.0;28;66.0;
81;9;39.5999984741;84.8558197021;29;110.751136541;3;22.7999992371;33.0;28;66.0;
82;8;25.0;82.910369873;29;82.957679987;4;21.7999992371;32.0;22;94.0;
83;8;27.0;79.9648971558;27;83.162285924;4;19.7999992371;35.0;22;94.0;
84;8;27.4384078979;80.2887039185;27;83.3647767305;4;18.7999992371;38.0;22;94.0;
85;8;30.1364784241;84.0738143921;29;83.564989686;4;19.0;41.0;22;94.0;
