Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;10.6999998093;4;21.0;
4;1;9.0;11.5;4;23.0;1;8.14999961853;10.5;4;21.0;
5;1;9.60000038147;11.5;4;23.0;1;8.14999961853;10.5;4;21.0;
6;1;10.6000003815;11.5;4;23.0;1;9.14999961853;10.5;4;21.0;
7;1;11.6000003815;11.5;4;23.0;1;9.72500038147;10.5;4;21.0;
8;1;11.8999996185;11.5;3;23.4599990845;1;9.72500038147;10.5;4;21.4200000763;
9;1;12.0380001068;11.7299995422;3;23.8212833405;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;12.1463851929;11.9106416702;3;24.0;1;9.8956489563;10.8792181015;4;22.0;
11;2;12.2000007629;12.1999998093;2;26.2000007629;1;9.94999980927;11.0;4;23.5400009155;
12;2;14.4463853836;12.6000003815;2;27.1576004028;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;16.4463844299;13.0788002014;3;27.9011039734;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;18.4463844299;13.4505519867;3;28.4657306671;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;19.4463844299;13.7328653336;4;28.88712883;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;20.4463844299;13.943564415;4;29.0;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;21.4463844299;14.0;4;29.0;1;15.9499998093;13.879781723;5;28.0;
18;2;22.4463844299;14.0;4;29.0;1;16.9500007629;14.0;5;28.0;
19;2;22.3999996185;14.3000001907;5;29.0;1;17.9500007629;14.0;5;28.0;
20;3;22.3999996185;14.3000001907;4;29.0;1;18.2999992371;14.0;5;28.0;
21;3;22.3999996185;14.3000001907;5;29.0;1;18.2999992371;14.0;5;28.0;
22;3;22.3999996185;14.3000001907;6;29.0;1;18.2999992371;14.0;5;28.0;
