Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
6;1;10.6000003815;11.5;6;23.0;2;9.14999961853;10.6999998093;4;22.0;
7;1;11.6000003815;11.5;6;23.0;2;9.95000076294;10.5;4;22.0900000334;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.9702501297;10.5;4;22.618019104;
9;2;12.0380001068;11.9299993515;5;24.8212833405;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;12.4463853836;11.9106416702;5;25.1224999428;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;12.5367507935;12.0;5;26.4923068285;2;10.2746400833;11.0;4;25.2073103189;
12;2;14.5340766907;12.6000003815;5;27.6432056427;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;16.5340766907;13.0788002014;5;28.6060497761;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;18.5340766907;13.4505519867;5;29.4186617136;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;19.7322654724;13.7328653336;5;30.1192717552;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;20.816028595;13.943564415;5;30.5450415611;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;21.9098968506;14.0;6;30.8938384056;2;18.696352005;13.879781723;4;31.7709991932;
18;2;23.0145359039;14.0;6;31.2803442478;2;19.7984752655;14.0;4;32.2698645592;
19;2;23.3841018677;14.0;6;31.7057936192;2;20.9107208252;14.0;4;32.8134241104;
20;2;23.5117378235;14.0;6;32.1706562042;2;21.383020401;14.0;4;33.400015831;
21;2;23.6511955261;14.0;7;32.6744441986;2;21.5150032043;14.0;4;34.0264167786;
22;4;23.8023338318;14.0;5;33.2155370712;2;21.6559429169;14.0;4;34.6877307892;
23;4;23.9646606445;14.0;5;33.7910437584;2;21.8047389984;14.0;5;35.3773875237;
24;4;24.1373138428;14.0;5;34.3967266083;2;21.9599113464;14.0;5;36.0872850418;
25;4;24.3190174103;14.0;5;35.0270137787;2;22.119638443;14.0;6;36.8080816269;
26;4;24.5081043243;14.0;5;35.6751141548;2;22.2818183899;14.0;6;37.5296325684;
27;4;24.7025337219;14.0;5;36.3332462311;2;22.4441661835;14.0;6;38.2415313721;
28;4;24.8999729156;14.0;6;36.9929685593;2;22.6043434143;14.0;6;38.9337024689;
29;4;25.0978889465;14.0;5;37.6455907822;2;22.7600822449;14.0;6;39.5969734192;
30;4;25.2936763763;14.0;5;38.2826251984;2;20.9093170166;15.0;6;40.2235612869;
31;4;23.2936763763;15.0;5;38.8962278366;2;20.0503005981;16.0;6;40.8074121475;
32;4;24.2936763763;14.0;5;39.4795866013;2;19.1816673279;17.0;7;41.344373703;
33;4;25.2936763763;14.0;5;40.0272102356;2;18.302482605;18.0;7;41.8321943283;
34;4;23.2936763763;15.0;5;40.5350942612;2;17.4122428894;19.0;7;42.2703714371;
35;4;24.2936763763;14.0;5;42.0007610321;2;17.2108345032;20.0;7;42.6598997116;
36;4;24.2936763763;15.0;5;42.4631872177;2;17.2984771729;21.0;7;43.0029563904;
37;4;25.2936763763;16.0;5;42.8838191032;2;17.3756656647;22.0;7;43.3025722504;
38;4;24.8651447296;17.0;5;43.263989687;2;17.4430789948;23.0;8;43.5623226166;
39;4;23.9791965485;18.0;5;44.6058453321;2;17.5015220642;24.0;8;43.7860584259;
40;4;25.7316207886;22.0;5;44.9121025801;2;17.5518627167;25.0;8;43.9776916504;
41;4;28.1736297607;25.0;5;45.1858246326;2;17.5949802399;26.0;9;44.0;
42;4;29.2557487488;28.0;5;45.4302308559;2;17.6000003815;27.0;9;44.0;
43;4;29.9376239777;31.0;5;45.6030313969;2;18.6000003815;25.0;10;44.0;
44;4;31.3809089661;34.0;5;45.6523760557;2;17.6000003815;26.0;11;44.0;
45;4;30.9749984741;35.2011871338;5;45.7028282881;2;17.6000003815;27.0;12;44.0;
46;4;30.9749984741;35.2264137268;7;45.7543625832;2;18.6000003815;25.0;13;44.0;
47;5;31.4263076782;34.5;6;45.8069496155;2;19.6000003815;25.0;13;44.0;
48;5;31.4420852661;34.5;6;45.8605561256;2;20.6000003815;25.0;14;44.0;
49;5;31.4581680298;34.5;7;45.9151450396;2;21.6000003815;25.0;14;44.0;
50;5;31.9749984741;36.332572937;6;46.97067523;2;22.6000003815;25.0;16;44.0;
51;5;32.9749984741;37.3603363037;6;47.1871017218;2;23.6000003815;25.0;16;44.0;
52;5;33.8561286926;37.5;8;47.4281198978;2;23.8999996185;24.0;17;44.0;
53;6;32.9749984741;39.4171905518;8;47.6965693235;2;23.8999996185;24.0;18;44.0;
54;6;33.5427322388;39.5;8;47.995426178;3;23.8999996185;24.0;14;64.0;
55;6;33.5603752136;40.3970870972;9;48.3277337551;3;24.8999996185;25.0;14;65.2000007629;
56;6;32.9749984741;41.533493042;9;48.6965038776;3;25.8999996185;26.0;14;66.2175998688;
57;6;34.3089523315;39.5;9;49.1045861244;3;26.8999996185;27.0;14;67.0579586029;
58;6;33.7919235229;40.5;10;49.554500103;3;27.8999996185;28.0;13;67.736333847;
59;6;33.6327934265;40.5;10;50.0482339859;4;28.8999996185;29.0;12;68.273645401;
60;7;32.9749984741;42.2720146179;9;52.7751395702;4;29.8999996185;29.0;12;68.6926937103;
61;7;34.8703117371;39.7000007629;9;55.1775385141;4;30.8999996185;29.0;12;69.0;
62;7;31.8840827942;43.7417144775;11;57.3171750307;4;31.8999996185;29.0;12;69.0;
63;7;35.2187728882;40.6162643433;12;60.2589452267;4;32.9000015259;29.0;13;69.0;
64;7;35.9025917053;43.1413459778;12;61.9480327368;5;33.4000015259;29.0;12;69.0;
65;7;33.9893455505;45.5313835144;12;63.444021225;5;33.4000015259;29.0;13;69.0;
66;7;34.0315971375;48.5376930237;13;65.9531873465;5;33.4000015259;29.0;13;70.0;
67;7;33.3465614319;53.5440063477;14;67.5921318531;5;34.4000015259;30.0;13;70.0299999714;
68;8;34.5999984741;55.2202377319;13;69.2661291361;5;35.4000015259;31.0;16;70.0605909824;
69;8;33.9339904785;55.0;13;71.0150769949;5;35.638633728;32.0;16;70.091766119;
70;8;31.937789917;59.7028579712;15;72.8331382275;5;35.6456451416;33.0;17;72.4544346333;
71;8;30.7356033325;64.3114852905;15;74.7189996243;5;34.1442489624;35.4199981689;17;74.3165280819;
72;8;30.1260070801;67.7831115723;16;76.6766606569;5;33.1230010986;36.0091438293;18;75.7645338774;
73;8;29.6000003815;68.407623291;16;78.7148221731;6;32.5766029358;35.957901001;17;76.6416330338;
74;8;28.0919284821;72.458114624;16;81.8445577621;6;31.4348449707;36.5926628113;17;77.1235586405;
75;8;28.6000003815;74.7022323608;16;84.3452887535;6;30.888999939;36.6584396362;17;77.365380168;
76;8;28.9605426788;76.2287445068;19;87.018951416;6;28.888999939;38.6826896667;15;77.4150065184;
77;8;28.6000003815;78.9577255249;19;89.8712631464;6;27.888999939;37.7075042725;14;77.4657343626;
78;8;30.5783615112;81.4727325439;19;92.8933802843;6;26.888999939;38.7328681946;14;77.5175373554;
79;8;29.9718608856;80.595123291;21;96.0580940247;6;26.7414455414;39.0;14;77.5703849792;
80;8;28.6000003815;83.3424453735;24;99.3178038597;6;26.7533359528;40.0;14;77.6242431402;
81;8;30.6000003815;84.4644622803;24;102.490502834;6;26.765455246;41.0;14;78.6790736914;
82;9;30.0919284821;87.4203186035;24;105.648253202;6;27.3999996185;44.0;13;79.7948343754;
83;9;30.4354724884;89.5893249512;24;108.812368155;6;29.3999996185;48.0;13;80.0944435596;
84;9;32.2371063232;89.6702270508;24;111.948065281;6;30.3999996185;52.0;15;80.4281965494;
85;9;29.9588184357;90.7523880005;26;115.02876091;6;30.3999996185;56.0;14;80.800372839;
