Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;9.60000038147;11.5;6;23.0;2;8.29999923706;10.5;4;22.0900000334;
6;2;10.6000003815;11.6999998093;5;24.0;2;9.39524936676;10.5;4;22.1871190071;
7;2;11.9000005722;11.5;5;24.0375000238;2;9.99210166931;10.5;4;22.2917383909;
8;2;12.2112493515;11.5;5;24.5463912487;2;10.0156412125;10.5;4;22.8371437788;
9;2;12.3639173508;11.7299995422;5;24.9583405256;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;12.4875020981;11.9106416702;5;25.1895090342;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;12.5568532944;12.0;5;26.4556523561;2;10.3324222565;11.0;4;25.4997080564;
12;2;14.5230808258;12.6000003815;5;27.482241869;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;16.5230808258;13.0788002014;5;28.2976119518;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;18.5230808258;13.4505519867;5;28.9370006323;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;19.5877666473;13.7328653336;5;29.4360631704;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;20.6110649109;13.943564415;5;29.6294953823;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;21.6352348328;14.0;5;29.7129337788;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;22.6602649689;14.0;5;29.799215436;2;19.9265136719;14.0;5;32.8895044327;
19;2;22.9397640228;14.0;7;29.8882907629;2;21.0501403809;14.0;5;33.4816474915;
20;2;22.9664878845;14.0;7;29.980093956;2;21.5333709717;14.0;5;34.1130428314;
21;2;22.9940280914;14.0;6;30.0745425224;2;21.6754341125;14.0;5;34.7785673141;
22;2;22.3999996185;14.6223630905;6;30.1715369225;2;21.825176239;14.0;5;35.4714341164;
23;2;23.0514602661;14.0;8;30.2709598541;2;21.9810714722;14.0;6;36.1833543777;
24;2;23.081287384;14.0;8;30.3726770878;2;22.141254425;14.0;6;36.9048519135;
25;3;23.1118030548;14.0;7;30.4765367508;2;22.3035907745;14.0;6;37.6257123947;
26;3;22.3999996185;14.0;8;30.5823705196;2;22.4657840729;14.0;6;38.3355398178;
27;3;21.1747112274;15.0;8;30.6899940968;2;22.6254959106;14.0;7;39.0243473053;
28;3;20.2069969177;16.0;8;30.7992079258;2;22.7804775238;14.0;7;39.6831235886;
29;4;19.2397613525;17.0;5;48.1597988605;2;22.9287014008;14.0;7;40.3043012619;
30;4;20.3999996185;17.0;5;49.1340401173;2;21.0684661865;15.0;7;40.8820743561;
31;4;22.3999996185;17.5107707977;5;49.9961018562;2;20.1984672546;16.0;7;41.4125490189;
32;4;23.3999996185;18.5670986176;5;51.7484872341;3;20.3178215027;17.5;6;42.8937177658;
33;4;26.374256134;18.5;5;52.5208199024;3;20.4260864258;18.0;6;43.4852954149;
34;4;27.4083805084;19.0;5;53.2142645121;3;19.523191452;19.0;6;44.0521990061;
35;4;26.3999996185;21.6293144226;5;53.8414071798;3;19.3094024658;20.0;7;44.5996294022;
36;4;27.8228683472;21.0;6;54.4150388241;3;19.3852386475;21.0;7;45.1337410212;
37;4;27.9836654663;22.0;6;54.825745225;3;19.4514026642;22.0;7;45.6612622738;
38;4;28.0727233887;23.0;7;55.1399843693;3;19.5087108612;23.0;7;46.1891396046;
39;4;28.1669960022;24.0;7;55.4723818302;3;19.5580348969;24.0;7;46.7230784893;
40;4;29.2667140961;25.0;7;55.8235991001;3;19.6000003815;25.0;8;47.1118502617;
41;4;30.3720798492;27.0;8;56.1941270828;3;19.6000003815;26.0;8;47.544028759;
42;4;31.4832382202;29.0;9;56.5842335224;3;19.6000003815;27.0;9;48.0209121704;
43;4;32.6002693176;31.0;9;56.993906498;3;20.6000003815;25.0;10;48.5427899361;
44;4;33.7231712341;34.0;10;57.4227983952;3;19.6000003815;26.0;10;49.1086950302;
45;4;34.8518371582;34.0;11;57.8701739311;3;20.6000003815;26.0;11;49.7161855698;
46;4;35.3610534668;34.0;12;58.3348641396;3;21.6000003815;27.0;11;50.3611893654;
47;4;35.5004577637;34.0;13;58.8152384758;3;22.6000003815;28.0;11;51.0379443169;
48;4;35.644569397;34.0;13;59.3091893196;3;23.6000003815;29.0;12;51.7390680313;
49;4;35.792755127;34.0;14;59.8141446114;3;24.6000003815;30.0;13;52.4557781219;
50;5;35.9442443848;34.0;13;60.3271012306;3;25.6000003815;29.0;13;53.1782588959;
51;5;36.0981292725;34.0;14;60.8446912766;3;25.8999996185;29.0;15;53.8961582184;
52;5;36.2534065247;34.0;14;61.3632674217;3;25.8999996185;29.0;15;54.5991659164;
53;5;34.4089813232;35.0;16;61.8790173531;3;25.8999996185;29.0;16;55.2776012421;
54;6;31.9535579681;37.0;15;62.3880867958;3;25.8999996185;29.0;17;55.9229507446;
55;6;32.0840148926;37.0;15;62.8867139816;4;25.8999996185;29.0;16;56.5282850266;
56;6;30.2122383118;39.0;16;63.3713598251;4;25.8999996185;29.0;17;57.088514328;
57;6;29.3371696472;41.0;16;63.8388228416;4;25.8999996185;29.0;17;57.6004695892;
58;7;30.0828323364;40.0;9;74.2863378525;4;25.8999996185;29.0;18;58.0628213882;
59;7;31.910900116;42.0;10;77.6793084145;4;25.8999996185;29.0;18;58.4758720398;
60;7;33.539730072;44.7000007629;10;81.5336608887;4;25.8999996185;29.0;18;58.8412618637;
61;7;33.3032073975;49.2291984558;11;83.9742431641;4;25.8999996185;29.0;19;59.1616458893;
62;7;35.707901001;51.6162643433;11;86.0178818703;4;25.8999996185;29.0;19;60.4403705597;
63;7;36.8312644958;54.8922767639;13;87.519515872;5;26.8999996185;30.0;18;60.8411828279;
64;8;37.0524139404;58.0;12;88.4394025803;5;27.8999996185;31.0;18;61.2317329645;
65;8;37.1921310425;61.0;12;89.2446943521;5;27.8999996185;32.0;19;61.5541238785;
66;8;37.3195304871;63.665145874;13;89.979914546;5;27.8999996185;33.0;20;61.7941719294;
67;8;35.3195304871;66.7028579712;14;90.6477074623;5;27.8999996185;34.0;20;62.0669906139;
68;8;34.3195304871;69.7421722412;14;91.2518779039;5;27.8999996185;35.0;20;62.375654459;
69;8;36.3195304871;66.7831115723;15;91.797031641;5;28.4345207214;34.0;20;62.7230784893;
70;8;34.4000015259;66.825668335;16;93.2882517576;5;27.8999996185;35.0;21;64.9663109779;
71;8;36.4000015259;68.8698272705;17;93.6951469183;5;26.8014221191;35.4199981689;21;67.9211919308;
72;8;38.4000015259;70.9155807495;17;94.0298190117;5;28.2291622162;36.7314720154;20;69.6875844002;
73;8;37.085975647;74.0;18;94.2124944925;5;27.3310565948;39.957901001;21;71.0412063599;
74;8;35.4000015259;79.0;15;94.3822858334;6;29.3500003815;38.0;21;72.278396368;
75;8;35.4000015259;83.0621185303;13;94.5580950975;6;27.9968338013;40.0;21;73.4543904066;
76;8;35.4000015259;86.779045105;14;94.7398337126;6;28.0125999451;41.0;21;74.2984088659;
77;8;37.4000015259;83.8699188232;14;94.9273805618;6;25.75;42.6059188843;21;75.1885688305;
78;9;35.4000015259;86.9636917114;13;118.120580316;6;25.8174285889;44.0;21;76.1135137081;
79;9;38.3271331787;86.0;14;120.619242191;6;24.7319564819;46.6524085999;21;77.059450388;
80;9;38.4000015259;88.8256607056;15;122.771243691;6;24.0544319153;46.0;21;78.010868907;
81;10;37.4000015259;93.2615737915;15;124.547405124;6;25.0655345917;47.0;22;79.9515331984;
82;10;38.4000015259;92.0;16;125.966777802;6;27.0768852234;50.0;22;80.9056191444;
83;10;39.4000015259;91.0;16;127.078962803;6;29.0884819031;53.0;22;81.8200221062;
84;10;37.4000015259;95.5699768066;18;127.945310354;6;29.3435783386;56.0;22;82.6829354763;
85;11;38.4000015259;96.6305847168;18;128.610900879;6;29.3651752472;59.0;23;83.485657692;
