Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;11.5;6;23.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;9.60000038147;11.5;6;23.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;10.6000003815;11.5;6;23.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;11.6000003815;11.5;6;23.0;2;10.0156412125;10.5;4;22.4042263031;
8;1;11.8999996185;11.5;6;23.4599990845;2;10.0409517288;10.5;4;22.9589728117;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;12.1463851929;12.1106414795;5;25.0;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;12.5000009537;12.0;5;26.2400007248;2;10.3643379211;11.0;4;25.6606454849;
12;2;14.4583854675;12.6000003815;5;27.2387843132;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;16.4583854675;13.0788002014;5;28.0246574879;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;18.4583854675;13.4505519867;5;28.63283813;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;19.4965171814;13.7328653336;5;29.098970294;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;20.5099372864;13.943564415;5;29.2577478886;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;21.5237102509;14.0;6;29.3048160076;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;22.5378303528;14.0;6;29.3530313969;2;19.9946746826;14.0;5;33.2167277336;
19;2;22.8059082031;14.0;6;29.4023760557;2;21.1237640381;14.0;5;33.8314290047;
20;2;22.3999996185;14.420712471;6;29.4528282881;2;21.6120700836;14.0;5;34.4827160835;
21;2;22.3999996185;14.4358482361;6;29.5043625832;2;21.7586097717;14.0;5;35.1645216942;
22;2;22.3999996185;14.4513092041;7;29.5569496155;2;21.9120159149;14.0;5;35.8691868782;
23;2;22.8670845032;14.0;7;29.6105561256;2;22.0705661774;14.0;6;36.5877075195;
24;2;22.8831672668;14.0;7;29.6651450396;2;22.2322330475;14.0;6;37.3101301193;
25;2;22.3999996185;14.49954319;7;29.72067523;2;22.3947792053;14.0;6;38.0260667801;
26;2;22.3999996185;14.8603372574;7;29.7771017551;2;22.5558643341;14.0;6;38.7252779007;
27;2;22.9331302643;14.0;7;29.8343759775;2;22.713186264;14.0;6;39.3982591629;
28;2;22.3999996185;14.9171876907;7;29.8924454451;2;22.8646087646;14.0;6;40.0367603302;
29;2;22.9677333832;14.0;7;29.9512542486;2;23.0082702637;14.0;6;40.6341733932;
30;2;20.985376358;15.0;7;30.0107431412;2;23.1426887512;14.0;7;41.1857595444;
31;2;21.3999996185;15.0;7;30.0708494186;2;23.2667961121;14.0;7;41.6886959076;
32;2;20.0212554932;15.0;7;30.1315076351;2;23.3799552917;14.0;7;42.1419706345;
33;2;20.3999996185;15.0;7;30.1926498413;2;23.4819431305;14.0;7;42.5461521149;
34;2;19.0577945709;15.0;7;30.2542052269;2;23.572883606;14.0;7;42.9030923843;
35;2;19.3999996185;15.0;8;30.3161010742;2;23.6531944275;14.0;7;43.215596199;
36;2;18.0948295593;15.0;8;30.3782629967;2;23.7235088348;14.0;7;43.4871034622;
37;2;17.1134796143;16.0;9;30.4406147003;2;23.7845973969;14.0;7;43.7214069366;
38;2;16.132183075;17.0;8;30.5030794144;2;23.8373146057;14.0;7;43.922419548;
39;2;15.1509237289;18.0;8;30.5655794144;2;23.8825435638;14.0;7;44.0;
40;2;14.7696743011;19.0;8;30.628036499;2;23.8999996185;14.0;8;44.0;
41;2;15.0;18.0;8;30.690372467;2;23.8999996185;14.0;9;44.0;
42;3;14.8071117401;18.0;7;30.7525100708;2;23.8999996185;14.0;9;44.0;
43;3;15.0;17.0;7;30.8143725395;2;23.8999996185;16.0;9;44.0;
44;3;16.0;16.4071865082;7;30.8758842945;2;23.8999996185;18.0;10;44.0;
45;3;17.8627662659;18.4071865082;8;30.936971426;2;23.8999996185;20.0;11;44.0;
46;3;18.0;20.4071865082;8;30.9975619316;2;23.8999996185;22.0;11;44.0;
47;3;19.0;22.4071865082;8;31.0575861931;2;23.8999996185;24.0;12;44.0;
48;3;20.0;24.4071865082;9;31.1169772148;2;23.8999996185;24.0;13;44.0;
49;3;21.0;25.4071865082;10;31.1756706238;2;23.8999996185;24.0;13;44.0;
50;3;22.0;25.5878353119;10;31.2336053848;2;23.8999996185;24.0;14;44.0;
51;3;22.3999996185;25.6168022156;10;31.2907235622;2;23.8999996185;24.0;15;44.0;
52;3;22.3999996185;25.645362854;11;32.346971035;2;23.8999996185;24.0;15;44.0;
53;3;23.3999996185;26.6734848022;11;32.4622974396;3;23.8999996185;24.0;11;54.0;
54;3;24.3999996185;27.7011489868;11;32.5796198845;3;24.8999996185;25.0;11;54.3999996185;
55;3;25.7368888855;27.0;12;32.6989649534;3;25.8999996185;26.0;11;54.7743997574;
56;3;25.4530010223;28.0;12;32.8203549385;3;25.8999996185;27.0;11;55.1219387054;
57;3;24.7774162292;30.0;13;32.9438067675;3;25.8999996185;28.0;11;55.4420347214;
58;3;25.3999996185;29.6651439667;13;33.0693310499;3;25.8999996185;29.0;12;55.7347183228;
59;3;25.4990844727;29.7028560638;13;33.1969306469;3;25.8999996185;30.0;12;56.0005426407;
60;3;25.5137729645;29.7421760559;16;33.3265987635;3;25.8999996185;31.0;12;56.2404880524;
61;4;25.9979801178;29.0;15;33.4583184719;4;26.8999996185;33.0;13;57.4558610916;
62;4;26.0374946594;29.0;17;33.5920604467;4;28.8999996185;32.0;15;57.8081971407;
63;4;26.0776176453;29.0;18;33.7277821302;4;30.1609992981;32.0;15;58.1629196405;
64;4;26.1183338165;29.0;19;33.8654265404;4;31.0866584778;33.0;15;58.5246715546;
65;4;26.1596260071;29.0;19;34.0049211979;4;31.168050766;34.0;17;58.7941719294;
66;4;24.3999996185;31.0;20;34.1242339611;5;31.2286872864;34.0;19;59.0669906139;
67;4;25.3999996185;30.0621166229;20;34.2278065681;5;31.2900733948;34.0;19;60.996994257;
68;4;26.2683429718;29.0;21;34.3341217041;5;31.7243232727;34.4199981689;19;62.6667692661;
69;4;26.3002376556;29.0;21;34.4430289268;5;30.0481090546;35.7314720154;20;64.134822607;
70;4;25.6000003815;30.0;21;34.5543570518;5;28.6125068665;37.957901001;20;65.2143979073;
71;4;25.6000003815;30.277179718;22;36.3520181179;5;29.551782608;38.0;20;66.1716132164;
72;4;26.9056034088;29.7000007629;22;37.8245518208;5;28.7565040588;40.0;21;67.0037431717;
73;4;26.0575447083;31.2291984558;22;39.0286660194;6;28.7999992371;42.0;20;67.7040801048;
74;4;26.369758606;31.6162643433;22;40.0256268978;6;28.7999992371;43.8520393372;20;68.4624900818;
75;4;27.9137554169;30.8922767639;23;40.6997725964;6;26.7999992371;46.2312469482;20;69.2727255821;
76;4;26.7880496979;32.0;24;41.1707444191;6;25.7999992371;48.6363639832;21;70.125617981;
77;4;25.6000003815;34.0;24;41.6521816254;6;23.7999992371;49.6363639832;21;71.0092287064;
78;4;26.6000003815;33.0;25;42.1419773102;6;23.7999992371;47.6363639832;21;71.9093198776;
79;5;25.1477890015;34.4913406372;23;42.6377468109;6;22.7999992371;49.6363639832;21;73.8101444244;
80;5;24.6000003815;35.4913406372;22;44.1368660927;6;24.75;53.6363639832;21;74.8454793692;
81;5;24.6000003815;37.4913406372;23;44.5865251422;6;27.75;54.6363639832;21;75.8705530167;
82;5;23.8850002289;39.0;22;45.0387942791;6;26.75;58.6363639832;20;77.8739207983;
83;5;23.8102416992;42.0;22;45.4901999831;6;27.75;63.6363639832;21;78.8868846893;
84;5;22.8593502045;42.8946075439;22;45.9373582602;7;30.75;66.6363677979;21;80.8651665449;
85;5;21.8484153748;42.8946075439;25;46.3770506978;7;30.75;72.6363677979;22;81.9866353273;
