Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;2;7.0;11.8999996185;4;22.0;
3;1;8.0;12.1000003815;6;23.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;11.5;6;23.0;2;8.31349945068;10.5;4;22.1871190071;
5;2;9.60000038147;11.6999998093;5;24.0;2;8.32806777954;10.5;4;22.2917383909;
6;2;10.9000005722;11.5;5;24.1124999523;2;9.44064044952;10.5;4;22.4042263031;
7;2;11.9337501526;11.5;5;24.2364046574;2;10.0409517288;10.5;4;22.5249304771;
8;2;12.2709207535;11.5;5;24.844940424;2;10.0681095123;10.5;4;23.0894187689;
9;2;12.4534826279;11.7299995422;5;25.3705487251;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;12.6111650467;11.9106416702;5;25.7305408716;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;12.719162941;12.0;5;27.1818068027;2;10.3983440399;11.0;4;25.8316864967;
12;2;14.7409267426;12.6000003815;5;28.4221744537;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;16.7409267426;13.0788002014;5;29.482388258;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;18.7409267426;13.4505519867;5;30.3998434544;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;20.0266189575;13.7328653336;5;31.2119448185;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;21.1438293457;13.943564415;5;31.7545545101;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;22.2727508545;14.0;6;32.2237029076;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;23.4134960175;14.0;6;32.7316579819;2;20.0653820038;14.0;5;33.5542383194;
19;2;23.8194961548;14.0;6;33.2766666412;2;21.1997051239;14.0;5;34.1899633408;
20;2;23.9829998016;14.0;6;33.8556928635;2;21.692741394;14.0;5;34.8591008186;
21;3;24.1567077637;14.0;5;34.4643516541;2;21.843296051;14.0;5;35.5546751022;
22;3;24.3393058777;14.0;6;35.0969305038;2;21.9998016357;14.0;5;36.2682390213;
23;3;24.5290794373;14.0;6;35.7465176582;2;22.1603527069;14.0;6;36.9902019501;
