Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;6.0;14.3000001907;3;24.0;1;6.0;12.6999998093;4;21.0;
2;2;7.19999980927;13.1000003815;3;24.0375000238;1;7.0;11.6999998093;5;21.0;
3;2;8.20750045776;12.1000003815;3;24.0760172606;1;8.0;10.6999998093;5;21.0;
4;2;9.21520328522;11.5;3;24.115549922;2;8.14999961853;10.6999998093;4;22.0;
5;2;9.82311058044;11.5;3;24.1560940742;2;8.29999923706;10.5;4;22.0900000334;
6;2;10.9468288422;11.5;3;24.1976430416;2;9.39524936676;10.5;4;22.1871190071;
7;2;11.9592933655;11.5;3;24.240187645;2;9.99210166931;10.5;4;22.2917383909;
8;2;12.2720556259;11.5;2;24.7561168671;2;10.0156412125;10.5;4;22.8371437788;
9;2;12.4268350601;11.7299995422;2;25.1751286983;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;12.5525388718;11.9106416702;2;25.4133625031;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;12.6240091324;12.0;2;26.6887892485;2;10.3324222565;11.0;4;25.4997080564;
12;2;14.5930213928;12.6000003815;4;27.7247171402;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;16.5930213928;13.0788002014;5;28.5494425297;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;18.5930213928;13.4505519867;5;29.1981618404;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;19.6661148071;13.7328653336;5;29.7064859867;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;20.6921920776;13.943564415;6;29.9090631008;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;21.7191047668;14.0;6;30.0014796257;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;22.1463851929;14.60044384;6;30.0965201855;2;19.9265136719;14.0;5;32.8895044327;
19;2;23.0289554596;14.0;6;30.1940813065;2;21.0501403809;14.0;5;33.4816474915;
20;2;22.3999996185;14.6582241058;7;30.294041872;2;21.5333709717;14.0;5;34.1130428314;
21;2;23.0882129669;14.0;7;30.396263361;2;21.6754341125;14.0;5;34.7785673141;
22;2;23.1188793182;14.0;7;30.5005903244;2;21.825176239;14.0;5;35.4714341164;
23;2;23.150177002;14.0;7;30.6068506241;2;21.9810714722;14.0;6;36.1833543777;
24;2;22.3999996185;14.7820549011;7;30.7148563862;2;22.141254425;14.0;6;36.9048519135;
25;2;23.2144565582;14.0;8;30.8244047165;2;20.2999992371;15.0;6;37.6257123947;
26;2;21.2473220825;15.0;8;30.9352793694;2;21.2999992371;14.0;6;38.3355398178;
27;2;20.280582428;16.0;8;31.0472521782;2;22.2999992371;14.0;7;39.0243473053;
