Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;9.60000038147;11.5;6;23.0;2;8.29999923706;10.5;4;22.0900000334;
6;1;10.6000003815;11.5;6;23.0;2;9.39524936676;10.5;4;22.1871190071;
7;1;11.6000003815;11.5;6;23.0;2;9.99210166931;10.5;4;22.2917383909;
8;1;11.8999996185;11.5;6;23.4599990845;2;10.0156412125;10.5;4;22.8371437788;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;10.1383571625;10.7100000381;4;23.3113827705;
10;1;12.1463851929;11.9106416702;6;24.0;2;10.2450618744;10.8792181015;4;23.6996542215;
11;1;12.2000007629;12.0;6;25.2000007629;2;10.3324222565;11.0;4;25.4997080564;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;10.7374343872;11.7700004578;5;27.0797379017;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;12.4572515488;12.4126424789;5;28.4485538006;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;14.4572515488;12.9308347702;5;29.6330289841;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;16.4572525024;13.3366470337;5;30.669192791;
16;1;18.1463851929;13.943564415;7;28.0;2;17.7094402313;13.6469516754;5;31.5947263241;
17;1;19.1463851929;14.0;7;28.0;2;18.8129119873;13.879781723;5;32.3400559425;
18;1;20.1463851929;14.0;7;28.0;2;19.9265136719;14.0;5;32.8895044327;
19;1;20.3999996185;14.0;7;28.0;2;21.0501403809;14.0;5;33.4816474915;
20;1;20.3999996185;14.0;7;28.0;2;21.5333709717;14.0;5;34.1130428314;
21;1;20.3999996185;14.0;7;28.0;2;21.6754341125;14.0;5;34.7785673141;
22;1;20.3999996185;14.0;8;28.0;2;21.825176239;14.0;5;35.4714341164;
23;1;20.3999996185;14.0;8;28.0;2;21.9810714722;14.0;6;36.1833543777;
24;1;20.3999996185;14.0;8;28.0;2;22.141254425;14.0;6;36.9048519135;
25;1;20.3999996185;14.0;8;28.0;2;22.3035907745;14.0;6;37.6257123947;
26;1;20.3999996185;14.0;8;28.0;2;22.4657840729;14.0;6;38.3355398178;
27;1;20.3999996185;14.0;8;28.0;2;22.6254959106;14.0;6;39.0243473053;
28;1;20.3999996185;14.0;8;28.0;2;22.7804775238;14.0;6;39.6831235886;
29;1;20.3999996185;14.0;8;28.0;2;22.9287014008;14.0;6;40.3043012619;
30;1;20.3999996185;14.0;8;28.0;2;21.0684661865;15.0;6;40.8820743561;
31;1;20.3999996185;14.0;8;28.0;2;20.1984672546;16.0;6;41.4125490189;
32;1;20.3999996185;14.0;8;28.0;2;19.3178215027;17.0;6;41.8937177658;
33;1;20.3999996185;14.0;8;28.0;2;18.4260864258;18.0;6;42.3252954483;
34;1;20.3999996185;14.0;8;28.0;2;17.523191452;19.0;6;42.7084550858;
35;1;20.3999996185;14.0;9;28.0;2;17.3094024658;20.0;6;43.0455055237;
36;1;20.3999996185;14.0;9;28.0;2;17.3852386475;21.0;7;43.3395690918;
37;1;20.3999996185;14.0;8;28.0;2;17.4514026642;22.0;7;43.5942716599;
38;1;20.3999996185;14.0;8;28.0;2;17.5087108612;23.0;8;43.8134851456;
39;1;20.3999996185;14.0;8;28.0;2;17.5580348969;24.0;8;44.0;
40;1;20.3999996185;14.0;8;28.0;2;17.6000003815;25.0;8;44.0;
41;1;20.3999996185;14.0;8;28.0;2;17.6000003815;26.0;9;44.0;
42;1;20.3999996185;14.0;9;28.0;2;17.6000003815;27.0;9;44.0;
43;1;20.3999996185;14.0;9;28.0;3;19.6000003815;25.5;9;45.0;
44;1;20.3999996185;14.0;9;28.0;3;19.6000003815;26.0;10;45.1599999666;
45;1;20.3999996185;15.0;10;28.0;3;19.861000061;27.0;11;45.3437439203;
46;1;20.3999996185;16.0;10;28.0;3;20.6000003815;27.0;11;45.5541238785;
47;1;20.3999996185;17.0;10;28.0;3;21.6000003815;28.0;11;45.7941719294;
48;1;20.3999996185;18.0;10;28.0;3;22.6000003815;29.0;12;46.0669906139;
49;1;20.3999996185;19.0;10;28.0;3;23.6000003815;30.0;12;46.375654459;
50;1;20.3999996185;19.0;10;28.0;3;25.1345233917;31.0;12;46.7230784893;
51;1;20.3999996185;19.0;11;28.0;3;25.6000003815;31.0;13;47.1118502617;
52;1;20.3999996185;19.0;11;28.0;3;25.8999996185;30.5559253693;14;47.544028759;
53;1;20.3999996185;19.0;11;28.0;3;25.8999996185;30.7720146179;14;48.0209121704;
54;2;20.3999996185;19.0;10;28.0;3;26.8047046661;29.0;15;48.5427899361;
55;2;20.3999996185;19.0;10;28.0;4;26.92212677;29.0;14;49.1086950302;
56;2;20.3999996185;19.0;11;28.0;4;27.0494556427;29.0;14;49.7161855698;
57;2;20.3999996185;19.0;11;28.0;4;27.1861419678;29.0;14;50.3611893654;
58;2;20.3999996185;19.0;11;28.0;4;27.3312683105;29.0;14;51.0379443169;
59;2;20.3999996185;19.0;12;28.0;4;25.8999996185;30.0;14;51.7390680313;
60;2;20.3999996185;19.0;12;28.0;4;26.8999996185;29.0;14;52.4557781219;
61;2;20.3999996185;19.0;12;28.0;4;27.8025493622;29.0;15;53.1782588959;
62;2;20.3999996185;19.0;13;28.0;4;27.9651069641;29.0;15;53.8961582184;
63;2;18.3999996185;20.0;13;28.0;4;28.1266365051;29.0;15;54.5991659164;
64;2;17.3999996185;21.0;13;28.0;4;28.2848129272;29.0;16;55.2776012421;
65;2;16.3999996185;22.0;14;29.0;4;26.4374599457;30.0;16;55.9229507446;
66;3;19.3999996185;22.0;13;30.0299999714;4;25.4374599457;29.0;16;56.5282850266;
67;3;22.3999996185;23.0;13;30.1005909443;4;25.8999996185;29.0;18;57.088514328;
68;3;23.7119998932;25.0;13;30.1729500294;5;25.8999996185;29.0;18;57.6004695892;
69;3;24.3999996185;27.0;13;30.2470707893;5;25.8999996185;29.0;18;58.0628213882;
70;3;24.3999996185;29.0;16;30.3229424953;5;25.8999996185;29.0;18;60.0771274567;
71;3;24.3999996185;29.577917099;16;30.4005503654;5;24.0890007019;30.4200000763;19;61.7414941788;
72;3;24.3999996185;29.5943546295;16;30.4798748493;5;25.2291622162;29.7314720154;18;64.1063261032;
73;3;24.3999996185;29.6110630035;16;30.5608921051;5;24.3310565948;31.9579029083;18;65.0700682402;
74;3;24.3999996185;29.6280384064;16;32.0920159817;5;26.3500003815;32.0;18;65.8438439369;
75;3;24.8199996948;30.3515510559;15;33.286939621;5;24.75;34.0;18;66.5040510893;
76;3;25.1375198364;30.9048366547;16;34.2030405998;5;25.75;34.0;20;66.9242420197;
77;3;25.369758606;31.3165550232;15;34.9025008678;6;26.75;35.0;19;67.3042387962;
78;3;25.5353660583;31.6177749634;15;35.2708427906;6;25.75;37.0;19;67.6505092382;
79;3;25.6000003815;31.7512454987;17;35.429169178;6;25.75;38.1579170227;19;67.7922235727;
80;4;25.6000003815;31.7775192261;17;35.5928610563;6;24.7999992371;39.2545547485;19;67.9393253326;
81;4;25.6000003815;31.8043060303;17;35.7618221045;7;24.7999992371;41.1579208374;18;69.0956480503;
82;4;23.6000003815;32.8315811157;17;35.9359214306;8;26.7999992371;44.1579208374;18;70.4412955046;
83;4;22.6000003815;33.8593292236;18;36.1149916649;8;28.0654983521;48.1579208374;18;72.0065664053;
84;4;21.6000003815;34.8875274658;18;36.298828125;8;30.015499115;50.1579208374;17;72.7059401274;
85;4;20.6000003815;35.9161529541;18;36.4871883392;8;30.75;53.1579208374;18;73.5228443146;
86;4;19.6000003815;36.9451713562;16;36.6797908545;8;30.75;57.1579208374;19;74.4389206171;
87;5;18.6000003815;37.9745635986;16;49.6263172626;8;30.75;60.1579208374;20;76.4259531498;
88;5;18.6000003815;40.0042953491;16;50.6232876778;8;31.75;64.1579208374;20;77.7058976889;
